omitted_condition,pannusch_rmse,ordinal_rmse,boundary_rmse,pannusch_minus_ordinal,pannusch_minus_boundary,boundary_winner
PRED-C01,0.010584920454550902,0.02365375739730494,0.010297777977539262,-0.013068836942754038,0.00028714247701163917,BOUNDARY_AWARE
PRED-C02,0.011925641878937666,0.027520684301950316,0.011904299798808868,-0.01559504242301265,2.1342080128798277e-05,BOUNDARY_AWARE
PRED-C05,0.01129791206249881,0.018952352169460507,0.01093115376222742,-0.007654440106961697,0.00036675830027138936,BOUNDARY_AWARE
PRED-C06,0.01168014784396655,0.026757989670856436,0.011613973009068274,-0.015077841826889886,6.617483489827596e-05,BOUNDARY_AWARE
