model,privilege_class,target_shot_window_information,march_rmse,absolute_ci_low,absolute_ci_high,difference_vs_boundary,paired_ci_low,paired_ci_high,relative_change_vs_boundary_percent,condition_wins,parameter_count,interpretation
BASELINE-COMPOSITIONAL-RIDGE,CALIBRATION_ONLY_ORDINAL_OR_INPUT_PROFILE,False,0.0240577910076148,0.0224828930203555,0.0258460726692331,0.012870989870703843,NOT_COMPUTED,NOT_COMPUTED,-115.05514144017356,NOT_PRIMARY,see registry,secondary competitive model
BASELINE-NEAREST-CONDITION,CALIBRATION_ONLY_ORDINAL_OR_INPUT_PROFILE,False,0.038312054482631,0.032707681269668,0.0445302390066336,0.027125253345720045,NOT_COMPUTED,NOT_COMPUTED,-242.47551211239482,NOT_PRIMARY,see registry,secondary competitive model
BASELINE-POOL-ANALYTE,CALIBRATION_ONLY_ORDINAL_OR_INPUT_PROFILE,False,0.024221195884893,0.024221195884893,0.024221195884893,0.013034394747982044,NOT_COMPUTED,NOT_COMPUTED,-116.5158349420813,NOT_PRIMARY,see registry,secondary competitive model
BASELINE-POOL-UNIVERSAL,CALIBRATION_ONLY_ORDINAL_OR_INPUT_PROFILE,False,0.027137642082534,0.0260203251527409,0.0280067309815853,0.015950840945623046,NOT_COMPUTED,NOT_COMPUTED,-142.58625634269205,NOT_PRIMARY,see registry,secondary competitive model
MODEL-ONE-TIMESCALE,CALIBRATION_ONLY_ORDINAL_OR_INPUT_PROFILE,False,0.0552073690439093,0.0433702478422211,0.0670444902455975,0.04402056790699834,NOT_COMPUTED,NOT_COMPUTED,-393.50451812137845,NOT_PRIMARY,see registry,secondary competitive model
MODEL-SPECIES-PARTIAL-POOL,CALIBRATION_ONLY_ORDINAL_OR_INPUT_PROFILE,False,0.0240577864023423,0.0224828869704823,0.0258460714993356,0.012870985265431343,NOT_COMPUTED,NOT_COMPUTED,-115.05510027315499,NOT_PRIMARY,see registry,secondary competitive model
MODEL-TWO-TIMESCALE,CALIBRATION_ONLY_ORDINAL_OR_INPUT_PROFILE,False,0.0282356108223618,0.0181492578998941,0.0383219637448296,0.017048809685450847,NOT_COMPUTED,NOT_COMPUTED,-152.40111517847706,NOT_PRIMARY,see registry,secondary competitive model
BASELINE-BOUNDARY-AWARE-POOL-ANALYTE,CALIBRATION_ONLY_BOUNDARY_AWARE_EMPIRICAL_PROFILE,True,0.011186801136910956,0.008973018804160435,0.013812623640888597,0.0,0,0,0.0,2,212 knots/analyte,primary fairness comparator
MODEL-PANNUSCH-FIXED,POST_HOC_REPRODUCIBLE_PUBLISHED_PARAMETER_PANNUSCH_MODEL_WITH_TARGET_INDEPENDENT_CALIBRATION_SCALE,True,0.011372155559988481,0.009568026887972737,0.014084660659348667,0.00018535442307752482,-0.0011669899500557634,0.0014989898029067967,-1.6569028161763433,2,published fixed parameters + calibration c_l1 scale,indistinguishable from boundary-aware comparator
