comparison,model_low,model_high,comparator_low,comparator_high,difference_low,difference_high
PANNUSCH_MINUS_ORDINAL,0.009568026887972737,0.014084660659348667,0.014322730633721258,0.03625182273319769,-0.023771928899983606,-0.004139343351570031
PANNUSCH_MINUS_BOUNDARY,0.009568026887972737,0.014084660659348667,0.008973018804160435,0.013812623640888597,-0.0011669899500557634,0.0014989898029067967
