condition,pannusch,ordinal,boundary,pannusch_minus_ordinal,pannusch_minus_boundary
PRED-C01,0.013733860876301225,0.025923511347657375,0.013853870615026041,-0.01218965047135615,-0.00012000973872481648
PRED-C02,0.009711696603140927,0.014322730633721257,0.00903430515121722,-0.00461103403058033,0.0006773914519237062
PRED-C05,0.011594886052457497,0.04002772703119068,0.011953743260961562,-0.028432840978733186,-0.00035885720850406533
PRED-C06,0.010448178708054279,0.016610814527002887,0.009905285520439004,-0.006162635818948608,0.0005428931876152749
