variant,scenario,time_s,R_Pa_s_m3,Q_m3_s,Q0_m3_s,c_min_kg_m3,c_max_kg_m3,solids_min,solids_max,weighted_mu_Pa_s,dilute_cell_fraction,dilute_resistance_fraction,upstream_resistance_fraction
primary,layered_3bar,3.1,1074320461191.874,2.7924628715269335e-07,3.3756066923442336e-07,2.657746612945996,131.55860856979058,0.0027465771056438097,0.11997407848667445,0.0003779689469562713,0.080078125,0.10889596192672865,0.7944219132473818
primary,layered_3bar,3.2,1084340507646.199,2.766658608477298e-07,3.3756066923442336e-07,2.6195126106460678,133.3704801514186,0.0027071721647888222,0.12142576895642032,0.00038149421389812254,0.08203125,0.1105528121623416,0.7940132879805446
primary,layered_3bar,3.3,1093822916651.8448,2.7426742979411136e-07,3.3756066923442336e-07,2.581809365911101,135.1078655310959,0.002668311186630356,0.12281328928220167,0.00038483032847095347,0.08203125,0.10957133216801702,0.7936118527056828
primary,layered_3bar,3.4,1102795279897.0386,2.7203598480037857e-07,3.3756066923442336e-07,2.5446300487441285,136.7743155755707,0.002629987258175297,0.12414004723292114,0.00038798699802161316,0.08203125,0.10865689732538839,0.7932166805212171
primary,layered_3bar,3.5,1111293510623.0906,2.6995568419345235e-07,3.3756066923442336e-07,2.507967902170964,138.37317621454338,0.0025921935378051125,0.12540922617792336,0.000390976857597548,0.083984375,0.11042385108796825,0.7928288316683925
primary,layered_3bar,3.6,1119339926110.1233,2.680150980073995e-07,3.3756066923442336e-07,2.4718162418748455,139.90760286356877,0.0025549232550014394,0.1266238032039718,0.0003938077588958741,0.083984375,0.1096068228585438,0.792447198836798
primary,layered_3bar,3.7,1126954516208.5347,2.6620417744036724e-07,3.3756066923442336e-07,2.436168455820035,141.38057363886045,0.002518169710058021,0.12778656549785847,0.00039648673477408385,0.083984375,0.10884316328469233,0.792070613816326
primary,layered_3bar,3.8,1134169551481.6387,2.6451071588731215e-07,3.3756066923442336e-07,2.401018003864874,142.79490148080077,0.002481926273779548,0.1289001251855604,0.00039902513870748935,0.0859375,0.11069562501914902,0.7917005005716725
primary,layered_3bar,3.9,1141001047519.5063,2.6292701540650536e-07,3.3756066923442336e-07,2.366358417364753,144.1532452902298,0.0024461863871679122,0.1299669327952149,0.0004014286053236834,0.0859375,0.11000952386411475,0.7913355733565476
primary,layered_3bar,4.0,1147465363401.0183,2.614458000813358e-07,3.3756066923442336e-07,2.3321832987654667,145.4581201703874,0.002410943561096385,0.13098928949078104,0.00040370289009697814,0.0859375,0.10936661624295042,0.7909748958647724
primary,layered_3bar,4.1,1153593062239.6572,2.600570424873754e-07,3.3756066923442336e-07,2.298486321187377,146.71190685752435,0.002376191375972209,0.1319693582056118,0.000405858745785267,0.087890625,0.11128711202246888,0.7906203667961135
primary,layered_3bar,4.2,1159392192064.0383,2.587562707886769e-07,3.3756066923442336e-07,2.2652612280008353,147.91686041450433,0.0023419234813880853,0.13290917378986683,0.000407899003857381,0.087890625,0.11070702605459345,0.7902700095796596
primary,layered_3bar,4.3,1164878725921.1152,2.5753753873629914e-07,3.3756066923442336e-07,2.2325018323932637,149.07511825402926,0.00230813359576302,0.13381065227240577,0.0004098292839733332,0.08984375,0.11266276940605385,0.7899235100444741
primary,layered_3bar,4.4,1170079843973.023,2.5639275947301653e-07,3.3756066923442336e-07,2.200202016928333,150.18870755132218,0.0022748155059730065,0.1346755993262336,0.00041165914869627994,0.08984375,0.11213823813763812,0.7895827633286804
primary,layered_3bar,4.5,1174997966868.5242,2.5531959072195427e-07,3.3756066923442336e-07,2.168355733097611,151.25955210006512,0.002241963066971968,0.13550571801647232,0.0004133894496622987,0.08984375,0.11164528527101629,0.7892453798295548
primary,layered_3bar,4.6,1179651427160.5776,2.5431241220306945e-07,3.3756066923442336e-07,2.1369570008650998,152.28947866004012,0.002209570201403428,0.13630261590101087,0.0004150266366561488,0.091796875,0.11365042201860845,0.788912005502169
primary,layered_3bar,4.7,1184058142855.1667,2.5336593630157213e-07,3.3756066923442336e-07,2.1059999082050247,153.2802228401507,0.002177630899203314,0.13706781154624867,0.0004165770136160846,0.091796875,0.11320355331862422,0.7885833575537432
primary,layered_3bar,4.8,1188221420496.9565,2.524781954145628e-07,3.3756066923442336e-07,2.0754786106332586,154.23343455626008,0.002146139217194332,0.1378027405135629,0.0004180417438553357,0.091796875,0.11278315621577877,0.7882576847859265
primary,layered_3bar,4.9,1192161148375.5178,2.516438322191517e-07,3.3756066923442336e-07,2.04538733073275,155.15068309950578,0.002115089278672316,0.13850876086616942,0.0004194278245001202,0.09375,0.11482973206159111,0.7879363301780271
primary,layered_3bar,5.0,1195885543470.5308,2.508601275749034e-07,3.3756066923442336e-07,2.0157203576732954,156.03346184734994,0.002084475272984946,0.13918715824077416,0.00042073814645987275,0.09375,0.11444802562704837,0.7876186765238181
primary,layered_3bar,5.1,1199399722052.4194,2.501251204949742e-07,3.3756066923442336e-07,1.9864720467260186,156.8831926466188,0.0020542914551032413,0.1398391505237884,0.00042197450974810346,0.09375,0.1140887400962256,0.7873036747845359
primary,layered_3bar,5.2,1203235796502.3713,2.4932768861436443e-07,3.3756066923442336e-07,1.957636818772887,157.70122989506635,0.002024532145186198,0.14046589216777286,0.00042332412289675895,0.095703125,0.11612142606088097,0.7869518118557152
primary,layered_3bar,5.3,1207050955533.0066,2.4853963175691014e-07,3.3756066923442336e-07,1.929209159811588,158.48886434556405,0.0019951917281389453,0.1410684781801414,0.0004246663775529535,0.095703125,0.11573011543272847,0.7865944236055268
primary,layered_3bar,5.4,1210664495607.0415,2.4779780119807384e-07,3.3756066923442336e-07,1.9011836204561006,159.24732665483964,0.0019662646531647893,0.14164794781293788,0.00042593769834214527,0.09765625,0.11776631839647606,0.7862431131854539
primary,layered_3bar,5.5,1214088115163.3542,2.4709903363120834e-07,3.3756066923442336e-07,1.8735548154332593,159.97779069672472,0.001937745433311497,0.14220528797963805,0.0004271422010256768,0.09765625,0.11740961652434409,0.7858980358858065
primary,layered_3bar,5.6,1217318943169.5493,2.464432199000256e-07,3.3756066923442336e-07,1.8463174230756212,160.6813766581024,0.0019096286450121563,0.14274143642238238,0.00042827887551286244,0.09765625,0.1170735199121537,0.785556881289078
primary,layered_3bar,5.7,1220373033595.9043,2.458264741527691e-07,3.3756066923442336e-07,1.8194661848109295,161.35915393415087,0.001881908927620963,0.14325728465077509,0.0004293533699342737,0.099609375,0.11914259616027092,0.785220773628215
primary,layered_3bar,5.8,1223254950721.8,2.452473213560104e-07,3.3756066923442336e-07,1.7929959046484578,162.01214383804316,0.0018545809829442486,0.1437536806713638,0.0004303672901011498,0.099609375,0.11883707434837018,0.7848889006761296
primary,layered_3bar,5.9,1225967087693.406,2.447047747133527e-07,3.3756066923442336e-07,1.7669014486625187,162.6413221389634,0.0018276395747670775,0.1442314315251038,0.0004313214779735671,0.1015625,0.12092535824353622,0.7845601540794085
primary,layered_3bar,6.0,1228529822286.3945,2.4419431629398746e-07,3.3756066923442336e-07,1.7411777444734025,163.24762144112256,0.0018010795283757183,0.14469130564849286,0.00043222310288943777,0.1015625,0.12064792636727578,0.78423666426918
primary,layered_3bar,6.1,1230937063994.6213,2.437167656861707e-07,3.3756066923442336e-07,1.715819780726014,163.8319334153944,0.0017748957300762931,0.1451340350726121,0.00043307002207826,0.1015625,0.12038691852664424,0.7839159835784585
primary,layered_3bar,6.2,1233201167987.7568,2.432693122481525e-07,3.3756066923442336e-07,1.690822606566455,164.3951108942251,0.0017490831267098965,0.14556031747300677,0.00043386658235333427,0.103515625,0.12250264984844952,0.7835989742092844
primary,layered_3bar,6.3,1235330215089.6077,2.4285004635642203e-07,3.3756066923442336e-07,1.6661813311168099,164.93796983959658,0.0017236367251644699,0.14597081808217385,0.00043461562672154273,0.103515625,0.12226609264190362,0.7832858115131678
primary,layered_3bar,6.4,1237322624993.5662,2.42458994881436e-07,3.3756066923442336e-07,1.6418911229483668,165.46129119302498,0.0016985515918837132,0.1463661714753687,0.0004353165991971753,0.103515625,0.1220438910859992,0.7829750369650267
primary,layered_3bar,6.5,1239196504490.6035,2.420923549355241e-07,3.3756066923442336e-07,1.6179472095535121,165.9658226158559,0.001673822852373293,0.1467469832394996,0.0004359758701370887,0.10546875,0.12418415456402891,0.782668702822294
primary,layered_3bar,6.6,1240946691600.8752,2.4175091648214713e-07,3.3756066923442336e-07,1.5943448768165183,166.45228012745477,0.0016494456907046179,0.1471138315340214,0.0004365916234462195,0.10546875,0.1239833174239446,0.7823648339206114
primary,layered_3bar,6.7,1242581680583.0935,2.4143282062489615e-07,3.3756066923442336e-07,1.571079468483456,166.9213496482962,0.0016254153490164334,0.14746726855197226,0.0004371668475867042,0.107421875,0.12613852964099834,0.7820639013420912
primary,layered_3bar,6.8,1244110949134.2996,2.4113604997106696e-07,3.3756066923442336e-07,1.5481463856314244,167.37368845440298,0.0016017271270144758,0.14780782188859784,0.0004377048770153454,0.107421875,0.12595741205788114,0.7817665968202372
primary,layered_3bar,6.9,1245530037803.9817,2.4086131277005237e-07,3.3756066923442336e-07,1.525541086137323,167.8099265490913,0.001578376381469433,0.148135995824379,0.00043820414280194527,0.107421875,0.12578793459900992,0.7814712129135115
primary,layered_3bar,7.0,1246855150701.2659,2.4060533401275335e-07,3.3756066923442336e-07,1.5032590841463511,168.2306679575187,0.0015553585257134382,0.1484522725287074,0.00043867034589913757,0.109375,0.127964008465936,0.781179710106615
primary,layered_3bar,7.1,1248081304096.2122,2.4036895594493545e-07,3.3756066923442336e-07,1.48129594954043,168.63649194911505,0.0015326690291353222,0.14875711318993476,0.00043910173292399283,0.109375,0.12781194235090843,0.7808903723001718
primary,layered_3bar,7.2,1249215536094.353,2.4015071165216526e-07,3.3756066923442336e-07,1.4596473074067398,169.02795419259556,0.0015103034166748426,0.14905095907705376,0.00043950078003277254,0.111328125,0.13000113916180212,0.7806036310922323
primary,layered_3bar,7.3,1250265632810.4075,2.3994900933623643e-07,3.3756066923442336e-07,1.4383088375065367,169.40558784790352,0.0014882572683160978,0.14933423253783967,0.00043987022654738976,0.111328125,0.12986521598101014,0.7803200867555192
primary,layered_3bar,7.4,1251227159872.079,2.3976461638722015e-07,3.3756066923442336e-07,1.417276273744443,169.7699045991109,0.0014665262185803369,0.14960733793789396,0.0004402085123606998,0.111328125,0.12973877672854311,0.7800382272184958
primary,layered_3bar,7.5,1252114319862.5867,2.3959473607244066e-07,3.3756066923442336e-07,1.3965454036383564,170.12139563200986,0.001445105956018351,0.14987066254467887,0.00044052063424565574,0.11328125,0.13194610400217255,0.7797598483520966
primary,layered_3bar,7.6,1252922007354.6592,2.394402829856913e-07,3.3756066923442336e-07,1.3761120677901544,170.4605325598579,0.0014239922227026467,0.15012457736030713,0.0004408047960036006,0.11328125,0.131834013902331,0.7794833832382387
primary,layered_3bar,7.7,1253655973220.6108,2.3930010019360216e-07,3.3756066923442336e-07,1.3559721593573442,170.78776830049173,0.0014031808137195815,0.15036943790656052,0.0004410630209145809,0.115234375,0.13405309151382844,0.7792092028890734
primary,layered_3bar,7.8,1254323047846.842,2.3917283551073774e-07,3.3756066923442336e-07,1.3361216235258107,171.1035379077949,0.0013826675766616424,0.15060558496533924,0.00044129771205481865,0.115234375,0.1339543753090239,0.778937897773831
primary,layered_3bar,7.9,1254917342997.7393,2.3905956967919633e-07,3.3756066923442336e-07,1.3165564569837978,171.40825936029614,0.0013624484111200315,0.1508333452775016,0.0004415067978169167,0.115234375,0.13386360362024388,0.7786678438116624
primary,layered_3bar,8.0,1255455180808.4563,2.3895715640506865e-07,3.3756066923442336e-07,1.297272707397278,171.70233430947874,0.0013425192681777369,0.15105303220282737,0.00044169602067759315,0.1171875,0.13609856170530218,0.7784013579253073
primary,layered_3bar,8.1,1255926563825.8088,2.388674693575544e-07,3.3756066923442336e-07,1.2782664728868331,171.98614879020658,0.0013228761499032439,0.1512649463436348,0.0004418618633187024,0.1171875,0.13601975034499744,0.7781361393304695
primary,layered_3bar,8.2,1256341109656.864,2.387886519783922e-07,3.3756066923442336e-07,1.2595339015061693,172.26007389550279,0.0013035151088450294,0.15146937613439063,0.00044200770942039093,0.119140625,0.13826538283645048,0.7778733709235087
primary,layered_3bar,8.3,1256700047639.8582,2.387204492936991e-07,3.3756066923442336e-07,1.2410711907224092,172.52446641777016,0.0012844322475270141,0.15166659839948302,0.00044213399149017896,0.119140625,0.13819776479638793,0.7776127773477525
primary,layered_3bar,8.4,1257001547760.398,2.3866319061779245e-07,3.3756066923442336e-07,1.2228745868982591,172.77966945839805,0.0012656237179450864,0.1518568788811669,0.00044224006568980943,0.12109375,0.14045374598151822,0.7773535615038794
primary,layered_3bar,8.5,1257257589371.0916,2.386145866497149e-07,3.3756066923442336e-07,1.204940384776179,173.02601300757178,0.0012470857210648604,0.15204047273954588,0.0004423301466120917,0.12109375,0.14039661766132686,0.7770973916981411
primary,layered_3bar,8.6,1257458929984.6892,2.3857638038615926e-07,3.3756066923442336e-07,1.18726492696466,173.26381449598173,0.0012288145063207875,0.15221762502632327,0.00044240098255206496,0.12109375,0.14034569935313038,0.7768421956853467
primary,layered_3bar,8.7,1257617263962.6292,2.385463436266208e-07,3.3756066923442336e-07,1.1698446034267116,173.49337932001754,0.0012108063711167524,0.15238857113393062,0.00044245668783654123,0.123046875,0.14261536098364896,0.7765896306980963
primary,layered_3bar,8.8,1257728505174.7903,2.3852524512697444e-07,3.3756066923442336e-07,1.1526758509706627,173.71500134192578,0.0011930576603282764,0.15255353722152626,0.0004424958248774312,0.123046875,0.14257390902324804,0.776338571925888
primary,layered_3bar,8.9,1257795584644.71,2.3851252434213395e-07,3.3756066923442336e-07,1.1357551527433678,173.92896336632282,0.0011755647658064452,0.15271274061925902,0.00044251942487158924,0.125,0.1448531202726673,0.7760891557827319
primary,layered_3bar,9.0,1257824338119.4478,2.3850707201971067e-07,3.3756066923442336e-07,1.1190790377259205,174.13553759435746,0.0011583241258836807,0.15286639021208956,0.0004425295409598148,0.125,0.14482057042655552,0.7758420528394404
primary,layered_3bar,9.1,1257807645442.0881,2.3851023730624365e-07,3.3756066923442336e-07,1.1026440802319453,174.3349860567393,0.0011413322248814525,0.15301468680437533,0.0004425236681184128,0.126953125,0.1471090876041712,0.775595640425684
primary,layered_3bar,9.2,1257760865865.1035,2.385191081562681e-07,3.3756066923442336e-07,1.0864468994085648,174.52756102677375,0.0011245855926200448,0.1531578234663454,0.00044250721006135196,0.126953125,0.14708491967466789,0.7753523182442714
primary,layered_3bar,9.3,1257671691968.5034,2.385360201042937e-07,3.3756066923442336e-07,1.0704841587401175,174.71350541447129,0.0011080808039304725,0.1532959858635127,0.0004424758367746918,0.126953125,0.14706579464666944,0.7751095636388236
primary,layered_3bar,9.4,1257551293989.1238,2.385588575463663e-07,3.3756066923442336e-07,1.0547525655546988,174.89305314273352,0.0010918144781686431,0.1534293525700029,0.0004424334781869839,0.12890625,0.1493662494298261,0.7748690587277623
primary,layered_3bar,9.5,1257395899373.1943,2.38588339718261e-07,3.3756066923442336e-07,1.0392488705336054,175.06642950655817,0.0010757832787318595,0.1535580953667149,0.0004423788070330152,0.12890625,0.14935475358775482,0.7746298279884075
primary,layered_3bar,9.6,1257207706650.1875,2.386240542538081e-07,3.3756066923442336e-07,1.0239698672237367,175.23385151614696,0.001059983912577736,0.1536823795251666,0.00044231259680254005,0.130859375,0.15166390403036942,0.7743919750157225
primary,layered_3bar,9.7,1256991645482.3225,2.386650707490474e-07,3.3756066923442336e-07,1.0089123915530402,175.39552822474684,0.0010444131297456364,0.1538023640778257,0.0004422365818563055,0.130859375,0.15165961676438644,0.7741561062999093
primary,layered_3bar,9.8,1256741166049.583,2.3871263877112777e-07,3.3756066923442336e-07,0.9940733213490378,175.5516610420071,0.0010290677228806848,0.1539182020756721,0.00044214845782735264,0.1328125,0.15397727517324958,0.7739207774647
primary,layered_3bar,9.9,1256469519327.3157,2.3876424806597217e-07,3.3756066923442336e-07,0.9794495758605087,175.70244403358723,0.0010139445267604427,0.15403004083369334,0.0004420528866926043,0.1328125,0.15397980741986048,0.7736881141742521
primary,layered_3bar,10.0,1256165412401.7168,2.3882205085269546e-07,3.3756066923442336e-07,0.9650381152823805,175.84806420770772,0.0009990404178243236,0.15413802216496733,0.0004419458953631241,0.1328125,0.15398641333648733,0.773455836706022
primary,layered_3bar,10.1,1255839219624.8716,2.388840827009784e-07,3.3756066923442336e-07,0.950835940283873,175.98870178929778,0.000984352313705803,0.15424228260394904,0.00044183113375816297,0.134765625,0.15631478972072407,0.7732255762472491
primary,layered_3bar,10.2,1255486397768.9001,2.389512148702877e-07,3.3756066923442336e-07,0.9368400915399497,176.1245304823473,0.0009698771727674941,0.1543429536195321,0.00044170700347285054,0.134765625,0.1563276461462569,0.7729962845895311
primary,layered_3bar,10.3,1255109632587.436,2.390229444590776e-07,3.3756066923442336e-07,0.9230476492661229,176.2557177210526,0.0009556119936391542,0.15444016181843417,0.00044157444941283596,0.13671875,0.1586640655710078,0.7727682259759779
primary,layered_3bar,10.4,1254712171718.446,2.3909866084196973e-07,3.3756066923442336e-07,0.9094557327566517,176.38242491030653,0.0009415538147586741,0.15453402913941594,0.00044143461416671037,0.13671875,0.15868285458769563,0.7725417766203613
primary,layered_3bar,10.5,1254288902758.583,2.3917934643302983e-07,3.3756066923442336e-07,0.8960614999261773,176.5048076560064,0.0009276997139161083,0.15462467303878083,0.00044128569908148414,0.138671875,0.16102717171746886,0.7723158055801073
primary,layered_3bar,10.6,1253850535497.5735,2.39262967560124e-07,3.3756066923442336e-07,0.8828621468548273,176.623015985755,0.0009140468078007943,0.15471220666766836,0.0004411314720905544,0.138671875,0.16105159857260265,0.7720920599044511
primary,layered_3bar,10.7,1253385692240.163,2.3935170303708603e-07,3.3756066923442336e-07,0.8698549073368297,176.73719456029008,0.0009005922515516145,0.15479673904147068,0.00044096793027705467,0.138671875,0.16107954500520524,0.7718682836045814
primary,layered_3bar,10.8,1252908643641.8435,2.394428368919115e-07,3.3756066923442336e-07,0.8570370524326637,176.84748287621363,0.000887333238310442,0.1548783752018705,0.00044080009436322154,0.140625,0.1634334683373722,0.7716468906098238
primary,layered_3bar,10.9,1252407875568.8909,2.3953857673062675e-07,3.3756066923442336e-07,0.8444058900247827,176.95401546033386,0.0008742669987788183,0.15495721637180093,0.0004406239134302127,0.140625,0.1634666355226434,0.7714256092653112
primary,layered_3bar,11.0,1251893061119.8474,2.3963708188592647e-07,3.3756066923442336e-07,0.8319587643769298,177.05692205602566,0.0008613908007778953,0.1550333601036918,0.0004404427906812641,0.142578125,0.1658280820459987,0.7712060345755068
primary,layered_3bar,11.1,1251359415902.381,2.3973927569295815e-07,3.3756066923442336e-07,0.8196930556970751,177.15632780202398,0.0008487019488116867,0.1551069004213681,0.00044025504286468594,0.142578125,0.16586622212029078,0.7709871311528761
primary,layered_3bar,11.2,1250809816335.849,2.3984461592956384e-07,3.3756066923442336e-07,0.807606179703998,177.25235340395238,0.0008361977836336587,0.15517792795587954,0.00044006168196641243,0.14453125,0.16823508345283528,0.7707692683230273
primary,layered_3bar,11.3,1250246048259.0469,2.3995276803133795e-07,3.3756066923442336e-07,0.7956955871975335,177.3451152989299,0.000823875681816697,0.15524653007556485,0.000439863336282779,0.14453125,0.16827797139691056,0.7705526235947817
primary,layered_3bar,11.4,1249664450594.2014,2.400644427849039e-07,3.3756066923442336e-07,0.7839587636324988,177.4347258135591,0.000811733055326472,0.1553127910106225,0.0004396587177682158,0.146484375,0.17065413957261424,0.7703363805234615
primary,layered_3bar,11.5,1249073090395.6743,2.401780987091538e-07,3.3756066923442336e-07,0.7723932286963224,177.52129331563003,0.0007997673510982402,0.15537679197247878,0.0004394506645852194,0.146484375,0.1707015656714607,0.7701218823981101
primary,layered_3bar,11.6,1248462364753.415,2.4029558957450294e-07,3.3756066923442336e-07,0.7609965358903835,177.60492235980462,0.0007879760506170978,0.1554386112681887,0.0004392357982243686,0.146484375,0.1707517936389407,0.769907229262221
primary,layered_3bar,11.7,1247845441271.7305,2.40414389537103e-07,3.3756066923442336e-07,0.7497662721150791,177.68571382748598,0.0007763566695017151,0.15549832441005879,0.00043901875133086883,0.1484375,0.17313670661725156,0.7696947185178876
primary,layered_3bar,11.8,1247210481050.0059,2.405367855371412e-07,3.3756066923442336e-07,0.7387000572586273,177.76376506123358,0.0007649067570915713,0.15555600422079213,0.00043879535872593027,0.1484375,0.17319118243302614,0.7694820442310589
primary,layered_3bar,11.9,1246567622937.6013,2.406608309728392e-07,3.3756066923442336e-07,0.7277955437896152,177.83916999385144,0.0007536238960377052,0.15561172093428352,0.00043856918747390156,0.150390625,0.17558311291683085,0.7692709604345127
primary,layered_3bar,12.0,1245910489037.992,2.4078776335821665e-07,3.3756066923442336e-07,0.7170504163532995,177.91201927253624,0.0007425057018970047,0.15566554229237808,0.0004383379936941899,0.150390625,0.17564166116353558,0.7690601748623302
