variant,scenario,time_s,R_Pa_s_m3,Q_m3_s,Q0_m3_s,c_min_kg_m3,c_max_kg_m3,solids_min,solids_max,weighted_mu_Pa_s,dilute_cell_fraction,dilute_resistance_fraction,upstream_resistance_fraction
primary,reversed_9bar,11.4,1197293648135.7,7.516952932986704e-07,1.01268200770327e-06,0.27979638077494684,172.87878839688005,0.00028986039262814453,0.1519307593741538,0.0004212335478384407,0.4375,0.13295698088138883,0.15351934984825627
primary,reversed_9bar,11.5,1195410619316.0166,7.528793750510238e-07,1.01268200770327e-06,0.275638221576808,172.77698174446647,0.0002855538984539625,0.15185487535488787,0.0004205710579708695,0.439453125,0.13374933215933366,0.15364408315028585
primary,reversed_9bar,11.6,1193515814613.574,7.540746330968342e-07,1.01268200770327e-06,0.27154165831414584,172.67373401598098,0.0002813111612589796,0.15177790332421917,0.00041990442509553963,0.443359375,0.13515551933102501,0.15377425446889642
primary,reversed_9bar,11.7,1191609233089.8838,7.552811567817992e-07,1.01268200770327e-06,0.26750578444408407,172.56904342717692,0.0002771312437651054,0.15169984136283696,0.0004192336488822708,0.4453125,0.135956294078051,0.15391023083452463
primary,reversed_9bar,11.8,1189690476053.6184,7.564992896181156e-07,1.01268200770327e-06,0.2635297065922632,172.4629018979429,0.00027301322227761717,0.15162068284616187,0.0004185585890629153,0.447265625,0.13676093105519083,0.15405158331137195
primary,reversed_9bar,11.9,1187759820000.2866,7.577289489383323e-07,1.01268200770327e-06,0.25961254436667025,172.35529732128742,0.0002689561864940636,0.151540418132505,0.00041787934291451467,0.451171875,0.1381825004997105,0.15419877658579034
primary,reversed_9bar,12.0,1185817240016.2908,7.589702440045784e-07,1.01268200770327e-06,0.25575343017394964,172.24621504500675,0.00026495923931568743,0.15145903566554414,0.00041719590167193176,0.453125,0.13899589498064607,0.15435177668449074
primary,reversed_9bar,12.1,1183862254061.319,7.602235791473961e-07,1.01268200770327e-06,0.25195150903816577,172.13563881547495,0.00026102149666133734,0.1513765226765597,0.000416508095743061,0.455078125,0.13981332085950793,0.15451036188133413
primary,reversed_9bar,12.2,1181895613381.9446,7.614885695570761e-07,1.01268200770327e-06,0.24820593842198888,172.02355136464632,0.00025714208728384126,0.1512928656211079,0.00041581618943253623,0.458984375,0.14125082126291486,0.1546751998833138
primary,reversed_9bar,12.3,1179916708437.729,7.627657050400165e-07,1.01268200770327e-06,0.24451588805027688,171.9099347668756,0.0002533201525888141,0.15120805044431762,0.00041511996829097673,0.4609375,0.14207733214409626,0.15484582425856389
primary,reversed_9bar,12.4,1177925399373.3262,7.640551774151515e-07,1.01268200770327e-06,0.240880539736025,171.79477065109572,0.0002495548464558725,0.15112206273846668,0.00041441938311427643,0.46484375,0.1435262124293941,0.15502241974207956
primary,reversed_9bar,12.5,1175922471275.6267,7.653565791830568e-07,1.01268200770327e-06,0.23729908720865364,171.67804032436874,0.00024584533506222684,0.1510348878345338,0.0004137147101128177,0.466796875,0.14436204458409968,0.15520535811185557
primary,reversed_9bar,12.6,1173906843275.3801,7.666707159563547e-07,1.01268200770327e-06,0.2337707359446109,171.55972484243074,0.00024219079670862725,0.15094651085424945,0.0004130055690136493,0.46875,0.14520219824468109,0.15539423159748983
primary,reversed_9bar,12.7,1171879381804.4705,7.679971283513597e-07,1.01268200770327e-06,0.23029470300025837,171.43980504927467,0.00023859042164763348,0.15085691673906235,0.00041229226464606426,0.47265625,0.14666797622823718,0.15558953762005187
primary,reversed_9bar,12.8,1169839594931.2437,7.693362439599224e-07,1.01268200770327e-06,0.22687021684701536,171.31826159905944,0.0002350434119141823,0.15076609026592205,0.00041157462393797095,0.474609375,0.14751780664671388,0.1557911380303432
primary,reversed_9bar,12.9,1167787305307.536,7.706882887915841e-07,1.01268200770327e-06,0.22349651720873384,171.1950749681618,0.00023154898115842663,0.15067401605570152,0.00041085258449448733,0.478515625,0.14899565565863676,0.1559989415106496
primary,reversed_9bar,13.0,1165723289137.6165,7.720528605599067e-07,1.01268200770327e-06,0.22017285490127828,171.07022546186303,0.0002281063544808198,0.15058067857760765,0.0004101264194008991,0.48046875,0.1498554111409563,0.1562135500733914
primary,reversed_9bar,13.1,1163646512814.5056,7.734307541756601e-07,1.01268200770327e-06,0.21689849167428202,170.94369321819062,0.00022471476826941704,0.1504860621514591,0.000409395765012134,0.482421875,0.15071976941611334,0.1564344271935957
primary,reversed_9bar,13.2,1161557833327.754,7.748215148457866e-07,1.01268200770327e-06,0.2136727000550562,170.81545821030264,0.0002213734700393703,0.15039015094886582,0.0004086609228354703,0.486328125,0.15221555567496914,0.156662053370114
primary,reversed_9bar,13.3,1159456707881.04,7.762256183284247e-07,1.01268200770327e-06,0.2104947631946235,170.68550024815977,0.00021808171827458883,0.15029292899386593,0.00040792170190353676,0.48828125,0.15309021703415587,0.1568963661967975
primary,reversed_9bar,13.4,1157343164380.844,7.776431638419728e-07,1.01268200770327e-06,0.2073639747158515,170.55379897988104,0.00021483878227154048,0.15019438016331518,0.00040717811203443095,0.4921875,0.15459879466611604,0.15713723790754128
primary,reversed_9bar,13.5,1155217695561.6392,7.790739385812832e-07,1.01268200770327e-06,0.20427963856365988,170.4203338929857,0.00021164394198516784,0.15009448818718088,0.0004064303265826934,0.494140625,0.15548401439268997,0.15738526859538038
primary,reversed_9bar,13.6,1153079525503.171,7.80518585313763e-07,1.01268200770327e-06,0.20124106885727625,170.28508431562895,0.0002084964878768942,0.14999323664881936,0.0004056780725629607,0.49609375,0.15637412183701838,0.1576398992699563
primary,reversed_9bar,13.7,1150929421422.4963,7.819767079093703e-07,1.01268200770327e-06,0.19824758974451492,170.14802941788187,0.0002053957207646938,0.14989060898527562,0.000404921619898625,0.5,0.15790173608273075,0.15790173608273075
primary,reversed_9bar,13.8,1148772059399.9878,7.8344523844885e-07,1.01268200770327e-06,0.1952985352580545,170.0091482130854,0.00020234095167520166,0.14978658848762696,0.0004041626137349089,0.501953125,0.1607034997978722,0.15816826921115687
primary,reversed_9bar,13.9,1146617022766.2927,7.849177032351115e-07,1.01268200770327e-06,0.19239324917368858,169.8684195592911,0.0001993315016978386,0.14968115830137993,0.00040340442569278013,0.505859375,0.16605501142767534,0.15843559504692967
primary,reversed_9bar,14.0,1144465457571.61,7.863933280342681e-07,1.01268200770327e-06,0.18953108487052578,169.72582216079778,0.00019636670184092583,0.1495743014269279,0.0004026474589772437,0.5078125,0.16888020808707133,0.1587035591635303
primary,reversed_9bar,14.1,1142314942821.579,7.878737870459365e-07,1.01268200770327e-06,0.18671140519311422,169.5813345697887,0.00019344589288976572,0.14946600072007238,0.00040189086183063313,0.509765625,0.17171515988486205,0.15897250127929524
primary,reversed_9bar,14.2,1140169423147.3967,7.89356372595559e-07,1.01268200770327e-06,0.183933582315467,169.43493518807327,0.00019056842526666475,0.14935623889261077,0.0004011360220586855,0.513671875,0.1771138072660521,0.15924187687263214
primary,reversed_9bar,14.3,1138025105462.1858,7.908437130958401e-07,1.01268200770327e-06,0.1811969976069643,169.2866022689362,0.00018773365889287373,0.14924499851299383,0.0004003816051722011,0.515625,0.1799723747203496,0.1595122181080742
primary,reversed_9bar,14.4,1135884698370.1626,7.923339413686754e-07,1.01268200770327e-06,0.178501041500109,169.13631391909774,0.0001849409630524229,0.14913226200705437,0.0003996285641161533,0.51953125,0.18540456304628053,0.15978315016370648
primary,reversed_9bar,14.5,1133746926864.674,7.938279510833245e-07,1.01268200770327e-06,0.1758451133601115,168.9840481007865,0.00018218971625782703,0.14901801165880907,0.00039887645031589465,0.521484375,0.18828684423096975,0.16005485514508577
primary,reversed_9bar,14.6,1131612068189.6309,7.953255583778219e-07,1.01268200770327e-06,0.17322862135628186,168.82978263392872,0.00017947930611763847,0.14890222961133623,0.00039812536131177075,0.525390625,0.19375271409887906,0.16032729780234994
primary,reversed_9bar,14.7,1129481310258.2236,7.968259340158898e-07,1.01268200770327e-06,0.17065098233520545,168.6734951984561,0.0001768091292058245,0.14878489786773116,0.0003973757150370836,0.52734375,0.19665877724261996,0.160600312831382
primary,reversed_9bar,14.8,1127352328058.5906,7.983307237675082e-07,1.01268200770327e-06,0.16811162169567936,168.51516333673538,0.0001741785909329461,0.1486659982921413,0.00039662669350286534,0.53125,0.20215847534429224,0.1608742337897785
primary,reversed_9bar,14.9,1125228941154.592,7.998372305252959e-07,1.01268200770327e-06,0.1656099732653875,168.3547644561221,0.0001715871054191154,0.14854551261088375,0.00039587964051348575,0.533203125,0.20508839618718017,0.16114851899741164
primary,reversed_9bar,15.0,1123107137311.633,8.013483042715927e-07,1.01268200770327e-06,0.16314547917929267,168.19227583164087,0.00016903409536871098,0.14842342241364634,0.00039513314447888425,0.53515625,0.20802833903980392,0.16142374456708108
primary,reversed_9bar,15.1,1120990632961.0212,8.028613027949312e-07,1.01268200770327e-06,0.16071758975972117,168.02767460879633,0.00016651899194682513,0.1482997091547757,0.00039438851291918967,0.5390625,0.21357587928758356,0.16169938003825285
primary,reversed_9bar,15.2,1118876683114.9792,8.04378188929971e-07,1.01268200770327e-06,0.158325763398122,167.86093780651612,0.000164041234657426,0.14817435415465394,0.0003936447800889125,0.541015625,0.21653979277928506,0.16197582263192042
primary,reversed_9bar,15.3,1116767210801.5508,8.058975866188193e-07,1.01268200770327e-06,0.15596946643847479,167.69204232022884,0.00016160027122320806,0.1480473386011657,0.0003929026225505041,0.544921875,0.22212137757478753,0.16225279705023235
primary,reversed_9bar,15.4,1114661543351.3586,8.074199790674091e-07,1.01268200770327e-06,0.15364817306232936,167.52096492508156,0.0001591955574671139,0.14791864355125947,0.000392161803644471,0.546875,0.22510929827028459,0.16253040244485906
primary,reversed_9bar,15.5,1112559511992.493,8.089454903748761e-07,1.01268200770327e-06,0.15136136517545193,167.34768227929672,0.0001568265571955016,0.14778824993260323,0.00039142226399324056,0.55078125,0.23072501339457185,0.16280866561287402
primary,reversed_9bar,15.6,1110462509826.5374,8.104731065081943e-07,1.01268200770327e-06,0.14910853229605933,167.17217092767407,0.00015449274208293985,0.14765613854533918,0.0003906844937197861,0.552734375,0.23373697432012996,0.16308738430138953
primary,reversed_9bar,15.7,1108368427677.1208,8.120043638252923e-07,1.01268200770327e-06,0.14688917144462096,166.99440730523838,0.00015219359155860905,0.1475222900639375,0.000389947750770688,0.556640625,0.23938686996152428,0.1633668695006339
primary,reversed_9bar,15.8,1106280440095.7324,8.135369363686103e-07,1.01268200770327e-06,0.14470278703520534,166.81436774103682,0.00014992859269428625,0.14738668503915348,0.00038921315202114954,0.55859375,0.24242289894242935,0.16364665504902717
primary,reversed_9bar,15.9,1104194879330.9465,8.150735136041636e-07,1.01268200770327e-06,0.14254889076835447,166.63202846208895,0.0001476972400938959,0.14724930390008956,0.00038847940707766694,0.5625,0.24810699333104366,0.1639272837973163
primary,reversed_9bar,16.0,1102116204980.4736,8.166108037726797e-07,1.01268200770327e-06,0.1404270015254629,166.44736559749117,0.00014549903578460396,0.14711012695636458,0.00038774808492222587,0.564453125,0.25116711751886167,0.1642080954728109
primary,reversed_9bar,16.1,1100040229812.6265,8.181518962750117e-07,1.01268200770327e-06,0.13833664526464406,166.26035518267918,0.0001433334891094369,0.14696913440039272,0.00038701771239704096,0.56640625,0.2542373850893642,0.1644897131789301
primary,reversed_9bar,16.2,1097970706297.1521,8.196939998838423e-07,1.01268200770327e-06,0.13627735491806292,166.0709731638508,0.0001412001166214048,0.14682630630977495,0.00038628960970133575,0.5703125,0.2599696370008798,0.16477157747681398
primary,reversed_9bar,16.3,1095904768293.9792,8.212392408886505e-07,1.01268200770327e-06,0.13424867029071555,165.8791954025522,0.00013909844197910917,0.14668162264980497,0.00038556276846564907,0.572265625,0.2630639652358586,0.16505411762608935
primary,reversed_9bar,16.4,1093844954097.9286,8.227857125713136e-07,1.01268200770327e-06,0.13225013796063773,165.68499768042983,0.0001370279958438165,0.1465350632760921,0.00038483808171646143,0.576171875,0.2688304044876179,0.16533695215524594
primary,reversed_9bar,16.5,1091789343108.681,8.24334845985404e-07,1.01268200770327e-06,0.13028131118052222,165.48835570415187,0.00013498831577797785,0.14638660793730462,0.00038411487374544727,0.578125,0.27194878968656405,0.16562037043942515
primary,reversed_9bar,16.6,1089739734787.0444,8.258852745016927e-07,1.01268200770327e-06,0.1283417497807268,165.28924511049934,0.00013297894614517567,0.1462362362780337,0.0003833937776414576,0.58203125,0.27774938578637953,0.16590409964307004
primary,reversed_9bar,16.7,1087694883043.5289,8.274379277042002e-07,1.01268200770327e-06,0.12643102007365406,165.08764147163296,0.00013099943801147895,0.14608392784178317,0.00038267435500352257,0.583984375,0.28089177577949775,0.16618832828306476
primary,reversed_9bar,16.8,1085655976192.692,8.289918903741749e-07,1.01268200770327e-06,0.12454869475948555,164.88352030053525,0.00012904934904818863,0.1459296620740855,0.0003819570239061535,0.587890625,0.28672647807173146,0.16647287427147484
primary,reversed_9bar,16.9,1083622460679.4167,8.305475686021791e-07,1.01268200770327e-06,0.12269435283325063,164.676857056632,0.0001271282434359538,0.14577341832574744,0.00038124158959680496,0.58984375,0.28989276542847,0.1667578209156014
primary,reversed_9bar,17.0,1081594621303.0039,8.321047296960152e-07,1.01268200770327e-06,0.12086757949321418,164.46762715159556,0.00012523569177024223,0.1456151758562275,0.0003805281522739703,0.59375,0.2957615368078593,0.16704312321466208
primary,reversed_9bar,17.1,1079572885963.4489,8.336630270190681e-07,1.01268200770327e-06,0.11906796605056347,164.25580595533188,0.0001233712709681453,0.14545491383714795,0.0003798168624820323,0.595703125,0.2989516297450141,0.16732871330743673
primary,reversed_9bar,17.2,1077556639366.9338,8.352229174039068e-07,1.01268200770327e-06,0.11729510984037854,164.0413688021536,0.00012153456417650161,0.14529261135594337,0.0003791075037474481,0.599609375,0.30485437071343413,0.16761468459881518
primary,reversed_9bar,17.3,1075547126070.4083,8.367834176529458e-07,1.01268200770327e-06,0.11554861413386698,163.82429099714247,0.00011972516068131948,0.1451282474196484,0.0003784005139320073,0.6015625,0.3080681599148977,0.1679008414702289
primary,reversed_9bar,17.4,1073543139010.008,8.383454444410639e-07,1.01268200770327e-06,0.11382808805184834,163.60454782270182,0.0001179426558184837,0.14496180095882732,0.0003776954683647906,0.60546875,0.314004706208682,0.16818736955643415
primary,reversed_9bar,17.5,1071546164069.8912,8.399078174865248e-07,1.01268200770327e-06,0.11213314647946863,163.38211454530287,0.00011618665088572633,0.14479325083164754,0.0003769928898116682,0.607421875,0.3172421004117447,0.16847403373101918
primary,reversed_9bar,17.6,1069554967352.6304,8.414714787662443e-07,1.01268200770327e-06,0.11046340998213068,163.15696642242565,0.00011445675305584731,0.14462257582809923,0.00037629234416109857,0.611328125,0.32321230054666455,0.16876102462328516
primary,reversed_9bar,17.7,1067571025823.676,8.430352437727617e-07,1.01268200770327e-06,0.10881850472262249,162.92907870969773,0.0001127525752911665,0.14444975467436444,0.0003755943510411595,0.61328125,0.32647313874086253,0.16904810631001588
primary,reversed_9bar,17.8,1065593130992.6614,8.446000390051296e-07,1.01268200770327e-06,0.10719806237942768,162.6984266682312,0.00011107373625919115,0.14427476603733622,0.0003748984852790577,0.6171875,0.33247682186971766,0.169335466232175
primary,reversed_9bar,17.9,1063622834211.2346,8.46164609344275e-07,1.01268200770327e-06,0.10560172006620215,162.4649855721614,0.00010941986024948229,0.14409758852929194,0.0003742052926735283,0.619140625,0.3357608849249419,0.1696228543610866
primary,reversed_9bar,18.0,1061658653080.1523,8.477301036344047e-07,1.01268200770327e-06,0.10402912025240078,162.2287307163877,0.00010779057709170408,0.1439182007127218,0.0003735142516847688,0.623046875,0.34179788617132595,0.1699105026245964
primary,reversed_9bar,18.1,1059702489539.2604,8.492949756032977e-07,1.01268200770327e-06,0.10247991068503876,161.98963742451912,0.00010618552207483988,0.14373658110531518,0.00037282603145595095,0.625,0.3451049693939746,0.17019810268364677
primary,reversed_9bar,18.2,1057752627838.8339,8.508605663678199e-07,1.01268200770327e-06,0.10095374431157209,161.74768105702555,0.00010460433586755961,0.1435527081851073,0.00037214002834957526,0.62890625,0.3511750370368072,0.17048592490486297
primary,reversed_9bar,18.3,1055811040898.5498,8.524252590066244e-07,1.01268200770327e-06,0.09945027920388139,161.50283701959575,0.0001030466644397221,0.1433665603957874,0.00037145693648103816,0.630859375,0.3545049280742067,0.17077364685576063
primary,reversed_9bar,18.4,1053876168334.4567,8.539902761273726e-07,1.01268200770327e-06,0.09796917848334492,161.25508077170443,0.00010151215898499802,0.14317811615217155,0.0003707762068738467,0.634765625,0.36060775854959953,0.17106151505372857
primary,reversed_9bar,18.5,1051949554392.8872,8.555543336100541e-07,1.01268200770327e-06,0.0965101102469848,161.0043878353889,0.0001000004758445972,0.1429873538458415,0.00037009838282693396,0.63671875,0.3639602391674531,0.17134927379755668
primary,reversed_9bar,18.6,1050030239849.7263,8.571181722621648e-07,1.01268200770327e-06,0.0950727474946726,160.75073380423535,9.8511276432086e-05,0.14279425185095143,0.0003694231268647124,0.640625,0.3700955316129339,0.1716370730006958
primary,reversed_9bar,18.7,1048119206489.4076,8.586809538721066e-07,1.01268200770327e-06,0.09365676805737905,160.49409435257823,9.704422715927947e-05,0.1425987885302053,0.00036875078439997276,0.642578125,0.37347028762319306,0.1719247463096632
primary,reversed_9bar,18.8,1046215933590.4956,8.602430636965173e-07,1.01268200770327e-06,0.09226185452645407,160.23444524491043,9.559899936319372e-05,0.14240094224100558,0.00036808117223176176,0.646484375,0.3796377408595785,0.1722123723670297
primary,reversed_9bar,18.9,1044321080287.5074,8.618039193005899e-07,1.01268200770327e-06,0.09088769418392255,159.97176234550622,9.417526923404426e-05,0.1422006913417752,0.0003674145222577191,0.6484375,0.3830344326891964,0.17249983604648284
primary,reversed_9bar,19.0,1042434358124.8861,8.633637149286841e-07,1.01268200770327e-06,0.08953397893378187,159.70602162825816,9.277271774427536e-05,0.1419980141984558,0.000366750732993002,0.65234375,0.3892337072770551,0.17278717769812924
primary,reversed_9bar,19.1,1040556219733.1514,8.649220320174562e-07,1.01268200770327e-06,0.08820040523428761,159.43719918672625,9.139103057860705e-05,0.14179288919118174,0.0003660899636827214,0.654296875,0.3926519908595531,0.17307431499422699
primary,reversed_9bar,19.2,1038686782175.9764,8.664787262571713e-07,1.01268200770327e-06,0.08688667403121343,159.1652712444012,9.002989806508516e-05,0.1415852947211332,0.0003654322555123846,0.658203125,0.39888263102126514,0.17336122049568367
primary,reversed_9bar,19.3,1036825760203.4109,8.680339884914051e-07,1.01268200770327e-06,0.08559249069207192,158.89021416518005,8.868901510712111e-05,0.14137520921756835,0.0003647775081249498,0.66015625,0.40232218588231333,0.1736479337952068
primary,reversed_9bar,19.4,1034974236705.6757,8.695868632099492e-07,1.01268200770327e-06,0.08431756494128292,158.61200446405502,8.736808111650734e-05,0.14116261114503703,0.0003641261025043891,0.6640625,0.4085837384576816,0.17393426513979374
primary,reversed_9bar,19.5,1033130881894.8346,8.711384160246345e-07,1.01268200770327e-06,0.08306161079627625,158.33061881801416,8.606679994739538e-05,0.1409474790107761,0.0003634775708028264,0.666015625,0.4120441610552332,0.17422042905886567
primary,reversed_9bar,19.6,1031297854276.762,8.726867764416714e-07,1.01268200770327e-06,0.08182434650451573,158.04603407715373,8.478487983122287e-05,0.1407297913722884,0.000362832672428857,0.669921875,0.41833615581123484,0.17450605281608597
primary,reversed_9bar,19.7,1029472875518.7711,8.742338155791358e-07,1.01268200770327e-06,0.08060549448143188,157.75822727600072,8.352203331257681e-05,0.1405095268451059,0.00036219060581624675,0.671875,0.42181694841495637,0.17479151193420492
primary,reversed_9bar,19.8,1027658813437.1031,8.757770460702458e-07,1.01268200770327e-06,0.07940478124925048,157.46717564504485,8.227797718597969e-05,0.14028666411073773,0.00036155237992416923,0.67578125,0.4281389254411294,0.17507631039591923
primary,reversed_9bar,19.9,1025852785510.8301,8.773188635948765e-07,1.01268200770327e-06,0.07822193737670453,157.17285662247767,8.105243243358599e-05,0.14006118192480385,0.00036091698062002705,0.677734375,0.4316396112923083,0.17536092845709308
primary,reversed_9bar,20.0,1024058356984.8813,8.788561646524283e-07,1.01268200770327e-06,0.0770566974196174,156.8752478661382,7.984512416377646e-05,0.1398330591253552,0.00036028566223334315,0.681640625,0.4379909940663415,0.17564474703845556
primary,reversed_9bar,20.1,1022270252433.8007,8.803934163762448e-07,1.01268200770327e-06,0.07590879986234468,156.57432726566273,7.865578155063725e-05,0.13960227464138059,0.00035965656875645835,0.685546875,0.44436106306689255,0.17592866019455192
primary,reversed_9bar,20.2,1020492256136.6305,8.819273194754178e-07,1.01268200770327e-06,0.07477798706006325,156.27007295483588,7.748413777431234e-05,0.13936880750150044,0.0003590310315797876,0.6875,0.4478936373926733,0.17621200971747367
primary,reversed_9bar,20.3,1018720809982.134,8.834608964312645e-07,1.01268200770327e-06,0.07366400518189509,155.9624633241416,7.63299299622164e-05,0.13913263684284755,0.0003584077988835938,0.69140625,0.45429401160360905,0.17649540065961775
primary,reversed_9bar,20.4,1016959117034.2725,8.849913284858915e-07,1.01268200770327e-06,0.07256660415485458,155.65147703351084,7.519289913109645e-05,0.13889374192013526,0.0003577879975743785,0.693359375,0.45784702833270724,0.17677827093092088
primary,reversed_9bar,20.5,1015204878529.4045,8.865205625328684e-07,1.01268200770327e-06,0.0714855376086077,155.33709302526228,7.407279012993066e-05,0.13865210211491197,0.0003571708188978601,0.697265625,0.4642772302816036,0.177061010523528
primary,reversed_9bar,20.6,1013459996359.314,8.88046892065893e-07,1.01268200770327e-06,0.07042056282103125,155.01929053723424,7.296935158365185e-05,0.13840769694500252,0.0003565569319803008,0.69921875,0.46785025714432177,0.17734327961249507
primary,reversed_9bar,20.7,1011723521337.9225,8.895710942944401e-07,1.01268200770327e-06,0.06937144066456179,154.6980491161032,7.188233583768538e-05,0.13816050607413563,0.00035594600287770973,0.703125,0.47430977197289903,0.17762523444996364
primary,reversed_9bar,20.8,1009995964931.9932,8.910926689302173e-07,1.01268200770327e-06,0.06833793555332185,154.37334863088452,7.081149890328846e-05,0.13791050932175572,0.0003553382115350481,0.705078125,0.4779023443378378,0.17790677612431927
primary,reversed_9bar,20.9,1008277815742.5021,8.926111295399616e-07,1.01268200770327e-06,0.06731981539101412,154.0451692866127,6.975660040368149e-05,0.13765768667301959,0.0003547337298526037,0.708984375,0.4843906187050856,0.17818780850701468
primary,reversed_9bar,21.0,1006568107542.0592,8.94127275895629e-07,1.01268200770327e-06,0.066316851519571,153.71349163819565,6.871740352095843e-05,0.13740201828897608,0.000354132217890887,0.7109375,0.4880022386179361,0.1784684922119813
primary,reversed_9bar,21.1,1004868852964.8871,8.95639264113452e-07,1.01268200770327e-06,0.06532881866855049,153.3782966044384,6.769367494376692e-05,0.13714348451692734,0.0003535343837377221,0.71484375,0.49451867961793694,0.17874846013049162
primary,reversed_9bar,21.2,1003177522747.6748,8.971492877301771e-07,1.01268200770327e-06,0.06435549490526672,153.0395654822306,6.668518481574617e-05,0.13688206590097007,0.000352939337544107,0.716796875,0.4981488148563694,0.17902815097603983
primary,reversed_9bar,21.3,1001497737895.9248,8.986540517713357e-07,1.01268200770327e-06,0.06339666158564528,152.6972799608935,6.569170668471254e-05,0.13661774319271508,0.0003523483532573285,0.720703125,0.5046927889552039,0.17930690810425295
primary,reversed_9bar,21.4,999825882014.5671,9.001567334770069e-07,1.01268200770327e-06,0.06245210330579296,152.35142213667973,6.471301745258216e-05,0.13635049736218385,0.00035176015855214863,0.724609375,0.5112538407772175,0.1795853663883546
primary,reversed_9bar,21.5,998165588844.6886,9.016540041634687e-07,1.01268200770327e-06,0.061521607854271965,152.00197452741958,6.374889732602024e-05,0.13608030960887824,0.00035117603185650563,0.7265625,0.5149117041003454,0.1798628625586587
primary,reversed_9bar,21.6,996514089606.5302,9.031482940249862e-07,1.01268200770327e-06,0.06060496616506813,151.64892008730806,6.279912976780659e-05,0.13580716137302226,0.0003505949990543813,0.73046875,0.5214992606393258,0.1801398822771918
primary,reversed_9bar,21.7,994873537253.7665,9.046375909086355e-07,1.01268200770327e-06,0.05970197227124402,151.29224222182523,6.186350144890768e-05,0.13553103434697258,0.00035001781760098815,0.732421875,0.5251741036654373,0.18041602498827478
primary,reversed_9bar,21.8,993242984744.2095,9.061226848048442e-07,1.01268200770327e-06,0.05881242325926652,150.9319248027832,6.094180220124485e-05,0.13525191048679527,0.0003494441543066017,0.736328125,0.5317874239080587,0.18069144906859835
primary,reversed_9bar,21.9,991622727379.9502,9.07603239770397e-07,1.01268200770327e-06,0.05793611922399976,150.56795218349146,6.003382497114897e-05,0.13496977202400456,0.0003488741130648219,0.73828125,0.5354785856429751,0.18096608828996447
primary,reversed_9bar,22.0,990013717540.8798,9.090783128091729e-07,1.01268200770327e-06,0.05707286322435373,150.20030921403338,5.9139365773491984e-05,0.134684601477461,0.0003483080289432917,0.7421875,0.5421168844121165,0.18123975539520432
primary,reversed_9bar,22.1,988414315939.5865,9.105493369391965e-07,1.01268200770327e-06,0.05622246123957939,149.82898125664528,5.825822364648553e-05,0.13439638166542522,0.000347745325205591,0.744140625,0.5458236656307391,0.1815127368225074
primary,reversed_9bar,22.2,986827450389.9562,9.12013543648745e-07,1.01268200770327e-06,0.055384722126200825,149.45395420118916,5.7390200607137236e-05,0.1341050957177623,0.0003471870319193498,0.748046875,0.5524861126695128,0.1817844813913801
primary,reversed_9bar,22.3,985249919820.4401,9.134738119684631e-07,1.01268200770327e-06,0.054559457575575766,149.07521448071114,5.653510160735553e-05,0.13381072708829408,0.00034663202287903996,0.751953125,0.5591638804097875,0.18205556368796522
primary,reversed_9bar,22.4,983685357555.636,9.149267020060296e-07,1.01268200770327e-06,0.05374648207207512,148.69274908707413,5.569273449069355e-05,0.13351325956729254,0.00034608157636606987,0.75390625,0.5628934942438066,0.18232529878746973
primary,reversed_9bar,22.5,982130895139.6233,9.163747973451673e-07,1.01268200770327e-06,0.05294561285187296,148.30654558665762,5.486290994972314e-05,0.13321267729411165,0.00034553468319621286,0.7578125,0.5695940722173565,0.1825942022494153
primary,reversed_9bar,22.6,980588624726.5118,9.178160722097014e-07,1.01268200770327e-06,0.052156669862338086,147.9165921361123,5.404544148403009e-05,0.13290896476995084,0.00034499207943409257,0.759765625,0.5733373282009778,0.18286187102838883
primary,reversed_9bar,22.7,979057845093.3473,9.192510989115156e-07,1.01268200770327e-06,0.051379475722018654,147.5228774981604,5.324014535882151e-05,0.13260210687074553,0.00034445351837445544,0.763671875,0.5800597681909513,0.18312841979524996
primary,reversed_9bar,22.8,977538448531.5507,9.206798989359158e-07,1.01268200770327e-06,0.0506138556812114,147.1253910574294,5.244684056413694e-05,0.13229208886017776,0.0003439189621231167,0.765625,0.583815825678578,0.18339385341769598
primary,reversed_9bar,22.9,976031971218.0444,9.22100941915704e-07,1.01268200770327e-06,0.04985963758310709,146.72412283631004,5.166534877465448e-05,0.1319788964028027,0.0003433889511400179,0.76953125,0.5905591315651537,0.18365786764103578
primary,reversed_9bar,23.0,974536036017.8763,9.235163880420025e-07,1.01268200770327e-06,0.049116651825503836,146.31906351082486,5.089549431008323e-05,0.1316625155772824,0.0003428626490981718,0.771484375,0.5943271085791422,0.18392089328822245
primary,reversed_9bar,23.1,973054485202.4113,9.249225132678827e-07,1.01268200770327e-06,0.048384731323080396,145.9102044264961,5.013710409613408e-05,0.13134293288972151,0.0003423414077909344,0.775390625,0.6010902356869037,0.18418218922960292
primary,reversed_9bar,23.2,971583721285.7988,9.263226423852959e-07,1.01268200770327e-06,0.047663711470221116,145.49753761420175,4.9390007626060224e-05,0.13102013528709786,0.00034182396154573626,0.779296875,0.607866418483486,0.18444241811507914
primary,reversed_9bar,23.3,970126608306.6576,9.27713962583644e-07,1.01268200770327e-06,0.046953430104384915,145.08105580600446,4.8654036922759547e-05,0.13069411017077884,0.0003413113179927024,0.78125,0.6116510629213441,0.18470102034365746
