outer_fold,model_id,physical_unit_id,condition_id,line_pressure_bar,observed_flow_g_s,predicted_flow_g_s,error_g_s,squared_error_g_s2,training_scale_g_s
HYD-LOCO-9.0,HYD_B1_PRESSURE_QUADRATIC,WASZ-BREW-9-5,WASZ-COND-9.0,9.12125,1.68079,2.102887683783371,0.4220976837833712,0.17816645465528683,1.9299269999999997
HYD-LOCO-9.0,HYD_E1_LUMPED_DARCY,WASZ-BREW-9-1,WASZ-COND-9.0,9.08225,1.97632,1.8915084963373374,-0.08481150366266266,0.007192991153521841,1.9299269999999997
HYD-LOCO-9.0,HYD_E1_LUMPED_DARCY,WASZ-BREW-9-2,WASZ-COND-9.0,9.191,1.80849,1.9147218992293347,0.10623189922933474,0.01128521641387153,1.9299269999999997
HYD-LOCO-9.0,HYD_E1_LUMPED_DARCY,WASZ-BREW-9-3,WASZ-COND-9.0,9.0935,1.89745,1.8939100661373232,-0.003539933862676925,1.2531131752126774e-05,1.9299269999999997
HYD-LOCO-9.0,HYD_E1_LUMPED_DARCY,WASZ-BREW-9-4,WASZ-COND-9.0,9.134,1.84499,1.9025553672690876,0.057565367269087675,0.0033137715088249506,1.9299269999999997
HYD-LOCO-9.0,HYD_E1_LUMPED_DARCY,WASZ-BREW-9-5,WASZ-COND-9.0,9.12125,1.68079,1.8998337574885227,0.21904375748852267,0.04798016769469073,1.9299269999999997
HYD-LOCO-11.0,HYD_B0_TRAINING_MEAN,WASZ-BREW-10-2,WASZ-COND-11.0,10.805,1.79613,1.44882785,-0.34730215,0.12061878339462248,1.9299269999999997
HYD-LOCO-11.0,HYD_B0_TRAINING_MEAN,WASZ-BREW-10-3,WASZ-COND-11.0,10.85,1.71774,1.44882785,-0.26891215,0.0723137444176225,1.9299269999999997
HYD-LOCO-11.0,HYD_B0_TRAINING_MEAN,WASZ-BREW-10-4,WASZ-COND-11.0,10.78175,1.76842,1.44882785,-0.3195921500000001,0.10213914234162255,1.9299269999999997
HYD-LOCO-11.0,HYD_B0_TRAINING_MEAN,WASZ-BREW-10-5,WASZ-COND-11.0,10.85075,1.79563,1.44882785,-0.34680215000000003,0.12027173124462252,1.9299269999999997
HYD-LOCO-11.0,HYD_B1_PRESSURE_QUADRATIC,WASZ-BREW-10-2,WASZ-COND-11.0,10.805,1.79613,1.9077370426643725,0.11160704266437249,0.012456131972287062,1.9299269999999997
HYD-LOCO-11.0,HYD_B1_PRESSURE_QUADRATIC,WASZ-BREW-10-3,WASZ-COND-11.0,10.85,1.71774,1.9004473258044996,0.18270732580449955,0.03338196690263155,1.9299269999999997
HYD-LOCO-11.0,HYD_B1_PRESSURE_QUADRATIC,WASZ-BREW-10-4,WASZ-COND-11.0,10.78175,1.76842,1.9114482456039017,0.1430282456039016,0.020457079040529996,1.9299269999999997
HYD-LOCO-11.0,HYD_B1_PRESSURE_QUADRATIC,WASZ-BREW-10-5,WASZ-COND-11.0,10.85075,1.79563,1.9003246379687138,0.1046946379687137,0.010960967219400028,1.9299269999999997
HYD-LOCO-11.0,HYD_E1_LUMPED_DARCY,WASZ-BREW-10-2,WASZ-COND-11.0,10.805,1.79613,2.3750636616023257,0.5789336616023257,0.3351641845362762,1.9299269999999997
HYD-LOCO-11.0,HYD_E1_LUMPED_DARCY,WASZ-BREW-10-3,WASZ-COND-11.0,10.85,1.71774,2.385128261812497,0.6673882618124969,0.44540709200510586,1.9299269999999997
HYD-LOCO-11.0,HYD_E1_LUMPED_DARCY,WASZ-BREW-10-4,WASZ-COND-11.0,10.78175,1.76842,2.369863313215319,0.601443313215319,0.36173405901142025,1.9299269999999997
HYD-LOCO-11.0,HYD_E1_LUMPED_DARCY,WASZ-BREW-10-5,WASZ-COND-11.0,10.85075,1.79563,2.385295998537913,0.5896659985379129,0.3477059898317139,1.9299269999999997
HYD-LOCO-13.0,HYD_B0_TRAINING_MEAN,WASZ-BREW-12-8-2,WASZ-COND-13.0,12.72275,1.55970,1.4653380166666667,-0.09436198333333334,0.00890418389860028,1.9299269999999997
HYD-LOCO-13.0,HYD_B0_TRAINING_MEAN,WASZ-BREW-12-8-3,WASZ-COND-13.0,12.734,1.64669,1.4653380166666667,-0.18135198333333324,0.03288854185893358,1.9299269999999997
HYD-LOCO-13.0,HYD_B0_TRAINING_MEAN,WASZ-BREW-12-8-4,WASZ-COND-13.0,12.839,1.56689,1.4653380166666667,-0.10155198333333315,0.010312805318933574,1.9299269999999997
HYD-LOCO-13.0,HYD_B0_TRAINING_MEAN,WASZ-BREW-12-8-5,WASZ-COND-13.0,12.9095,1.61952,1.4653380166666667,-0.15418198333333333,0.023772083984600276,1.9299269999999997
HYD-LOCO-13.0,HYD_B0_TRAINING_MEAN,WASZ-BREW-12-8-6,WASZ-COND-13.0,12.797,1.63244,1.4653380166666667,-0.16710198333333315,0.02792307283393355,1.9299269999999997
HYD-LOCO-13.0,HYD_B0_TRAINING_MEAN,WASZ-BREW-12-8-7,WASZ-COND-13.0,12.635,1.60103,1.4653380166666667,-0.1356919833333332,0.01841231434093358,1.9299269999999997
HYD-LOCO-13.0,HYD_B1_PRESSURE_QUADRATIC,WASZ-BREW-12-8-2,WASZ-COND-13.0,12.72275,1.55970,0.9025820247433618,-0.6571179752566383,0.43180403340538387,1.9299269999999997
HYD-LOCO-13.0,HYD_B1_PRESSURE_QUADRATIC,WASZ-BREW-12-8-3,WASZ-COND-13.0,12.734,1.64669,0.8974358902014536,-0.7492541097985463,0.5613817210500122,1.9299269999999997
HYD-LOCO-13.0,HYD_B1_PRESSURE_QUADRATIC,WASZ-BREW-12-8-4,WASZ-COND-13.0,12.839,1.56689,0.8488543968986919,-0.718035603101308,0.515575127321059,1.9299269999999997
HYD-LOCO-13.0,HYD_B1_PRESSURE_QUADRATIC,WASZ-BREW-12-8-5,WASZ-COND-13.0,12.9095,1.61952,0.8156769753690423,-0.8038430246309578,0.6461636082478467,1.9299269999999997
HYD-LOCO-13.0,HYD_B1_PRESSURE_QUADRATIC,WASZ-BREW-12-8-6,WASZ-COND-13.0,12.797,1.63244,0.8684064160432206,-0.7640335839567793,0.583747317413841,1.9299269999999997
HYD-LOCO-13.0,HYD_B1_PRESSURE_QUADRATIC,WASZ-BREW-12-8-7,WASZ-COND-13.0,12.635,1.60103,0.9423297928264986,-0.6587002071735013,0.43388596293041354,1.9299269999999997
HYD-LOCO-13.0,HYD_E1_LUMPED_DARCY,WASZ-BREW-12-8-2,WASZ-COND-13.0,12.72275,1.55970,3.083302419690881,1.5236024196908808,2.321364333287907,1.9299269999999997
HYD-LOCO-13.0,HYD_E1_LUMPED_DARCY,WASZ-BREW-12-8-3,WASZ-COND-13.0,12.734,1.64669,3.0860546906478703,1.4393646906478703,2.0717707126838394,1.9299269999999997
HYD-LOCO-13.0,HYD_E1_LUMPED_DARCY,WASZ-BREW-12-8-4,WASZ-COND-13.0,12.839,1.56689,3.1117394808097742,1.5448494808097744,2.3865599183582296,1.9299269999999997
HYD-LOCO-13.0,HYD_E1_LUMPED_DARCY,WASZ-BREW-12-8-5,WASZ-COND-13.0,12.9095,1.61952,3.1289818715595175,1.5094618715595174,2.278475141691961,1.9299269999999997
HYD-LOCO-13.0,HYD_E1_LUMPED_DARCY,WASZ-BREW-12-8-6,WASZ-COND-13.0,12.797,1.63244,3.1014662302914076,1.4690262302914077,2.1580380652841837,1.9299269999999997
HYD-LOCO-13.0,HYD_E1_LUMPED_DARCY,WASZ-BREW-12-8-7,WASZ-COND-13.0,12.635,1.60103,3.0618325210525654,1.4608025210525655,2.133944005513531,1.9299269999999997
