left_support_id,right_support_id,gates,failed_gates,unknown_gates,terminal_compatibility
VACA_TABLE_C1_EPSILON_0,WADSWORTH_TOTAL_XCT_POROSITY,"{""correlation_group"": true, ""ewp_consumer"": true, ""independence_target_exposure"": true, ""lineage"": true, ""no_new_inference"": false, ""observation_operator"": false, ""physical_quantity"": null, ""population_regime"": false, ""provenance_rights"": true, ""reference_state"": false, ""source_internal_role"": true, ""spatial_support"": false, ""temporal_support"": false, ""unit_basis"": true}","[""reference_state"", ""spatial_support"", ""temporal_support"", ""observation_operator"", ""population_regime"", ""no_new_inference""]","[""physical_quantity""]",INCOMPATIBLE
