outer_fold,evaluation_condition_id,model_id,training_condition_ids,training_physical_unit_ids,evaluation_physical_unit_ids,training_scale_g_s,execution_status,failure_class,failure_reason,optimizer_status,prediction_status,root_failure_count,domain_failure_count,nonfinite_count,fitted_parameters,rmse_g_s,normalized_loss,identifiability,fit_receipt
HYD-LOCO-1.0,WASZ-COND-1.0,HYD_B0_TRAINING_MEAN,WASZ-COND-2.0;WASZ-COND-3.5;WASZ-COND-4.0;WASZ-COND-5.0;WASZ-COND-6.0;WASZ-COND-7.0;WASZ-COND-8.0;WASZ-COND-9.0;WASZ-COND-11.0;WASZ-COND-13.0,WASZ-BREW-10-2;WASZ-BREW-10-3;WASZ-BREW-10-4;WASZ-BREW-10-5;WASZ-BREW-12-8-2;WASZ-BREW-12-8-3;WASZ-BREW-12-8-4;WASZ-BREW-12-8-5;WASZ-BREW-12-8-6;WASZ-BREW-12-8-7;WASZ-BREW-2-2;WASZ-BREW-2-3;WASZ-BREW-2-4;WASZ-BREW-2-5;WASZ-BREW-3-5-3;WASZ-BREW-3-5-4;WASZ-BREW-3-5-5;WASZ-BREW-4-1;WASZ-BREW-4-1b;WASZ-BREW-4-2;WASZ-BREW-4-2b;WASZ-BREW-4-3;WASZ-BREW-4-3b;WASZ-BREW-4-4;WASZ-BREW-4-4b;WASZ-BREW-4-5;WASZ-BREW-4-5b;WASZ-BREW-5-1;WASZ-BREW-5-2;WASZ-BREW-5-3;WASZ-BREW-5-4;WASZ-BREW-5-5;WASZ-BREW-6-1;WASZ-BREW-6-2;WASZ-BREW-6-3;WASZ-BREW-6-4;WASZ-BREW-6-5;WASZ-BREW-6-6;WASZ-BREW-7-1;WASZ-BREW-7-2;WASZ-BREW-7-3;WASZ-BREW-7-4;WASZ-BREW-8-1;WASZ-BREW-8-1b;WASZ-BREW-8-2;WASZ-BREW-8-3;WASZ-BREW-9-1;WASZ-BREW-9-2;WASZ-BREW-9-3;WASZ-BREW-9-4;WASZ-BREW-9-5,WASZ-BREW-1-1;WASZ-BREW-1-2;WASZ-BREW-1-3;WASZ-BREW-1-4;WASZ-BREW-1-5b,1.6662024999999998,PASS,,,ACCEPTED_REUSE,PASS,0,0,0,"""{\""mean\"": 1.61466705}""",1.5036816216390032,0.90246030817923,NOT_APPLICABLE,{}
HYD-LOCO-1.0,WASZ-COND-1.0,HYD_B1_PRESSURE_QUADRATIC,WASZ-COND-2.0;WASZ-COND-3.5;WASZ-COND-4.0;WASZ-COND-5.0;WASZ-COND-6.0;WASZ-COND-7.0;WASZ-COND-8.0;WASZ-COND-9.0;WASZ-COND-11.0;WASZ-COND-13.0,WASZ-BREW-10-2;WASZ-BREW-10-3;WASZ-BREW-10-4;WASZ-BREW-10-5;WASZ-BREW-12-8-2;WASZ-BREW-12-8-3;WASZ-BREW-12-8-4;WASZ-BREW-12-8-5;WASZ-BREW-12-8-6;WASZ-BREW-12-8-7;WASZ-BREW-2-2;WASZ-BREW-2-3;WASZ-BREW-2-4;WASZ-BREW-2-5;WASZ-BREW-3-5-3;WASZ-BREW-3-5-4;WASZ-BREW-3-5-5;WASZ-BREW-4-1;WASZ-BREW-4-1b;WASZ-BREW-4-2;WASZ-BREW-4-2b;WASZ-BREW-4-3;WASZ-BREW-4-3b;WASZ-BREW-4-4;WASZ-BREW-4-4b;WASZ-BREW-4-5;WASZ-BREW-4-5b;WASZ-BREW-5-1;WASZ-BREW-5-2;WASZ-BREW-5-3;WASZ-BREW-5-4;WASZ-BREW-5-5;WASZ-BREW-6-1;WASZ-BREW-6-2;WASZ-BREW-6-3;WASZ-BREW-6-4;WASZ-BREW-6-5;WASZ-BREW-6-6;WASZ-BREW-7-1;WASZ-BREW-7-2;WASZ-BREW-7-3;WASZ-BREW-7-4;WASZ-BREW-8-1;WASZ-BREW-8-1b;WASZ-BREW-8-2;WASZ-BREW-8-3;WASZ-BREW-9-1;WASZ-BREW-9-2;WASZ-BREW-9-3;WASZ-BREW-9-4;WASZ-BREW-9-5,WASZ-BREW-1-1;WASZ-BREW-1-2;WASZ-BREW-1-3;WASZ-BREW-1-4;WASZ-BREW-1-5b,1.6662024999999998,PASS,,,ACCEPTED_REUSE,PASS,0,0,0,"""{\""intercept\"": -0.33792602918431824, \""linear\"": 0.5709229122302196, \""quadratic\"": -0.03392769535518382}""",0.1424687789087536,0.08550508051017425,NOT_APPLICABLE,{}
HYD-LOCO-2.0,WASZ-COND-2.0,HYD_B0_TRAINING_MEAN,WASZ-COND-1.0;WASZ-COND-3.5;WASZ-COND-4.0;WASZ-COND-5.0;WASZ-COND-6.0;WASZ-COND-7.0;WASZ-COND-8.0;WASZ-COND-9.0;WASZ-COND-11.0;WASZ-COND-13.0,WASZ-BREW-1-1;WASZ-BREW-1-2;WASZ-BREW-1-3;WASZ-BREW-1-4;WASZ-BREW-1-5b;WASZ-BREW-10-2;WASZ-BREW-10-3;WASZ-BREW-10-4;WASZ-BREW-10-5;WASZ-BREW-12-8-2;WASZ-BREW-12-8-3;WASZ-BREW-12-8-4;WASZ-BREW-12-8-5;WASZ-BREW-12-8-6;WASZ-BREW-12-8-7;WASZ-BREW-3-5-3;WASZ-BREW-3-5-4;WASZ-BREW-3-5-5;WASZ-BREW-4-1;WASZ-BREW-4-1b;WASZ-BREW-4-2;WASZ-BREW-4-2b;WASZ-BREW-4-3;WASZ-BREW-4-3b;WASZ-BREW-4-4;WASZ-BREW-4-4b;WASZ-BREW-4-5;WASZ-BREW-4-5b;WASZ-BREW-5-1;WASZ-BREW-5-2;WASZ-BREW-5-3;WASZ-BREW-5-4;WASZ-BREW-5-5;WASZ-BREW-6-1;WASZ-BREW-6-2;WASZ-BREW-6-3;WASZ-BREW-6-4;WASZ-BREW-6-5;WASZ-BREW-6-6;WASZ-BREW-7-1;WASZ-BREW-7-2;WASZ-BREW-7-3;WASZ-BREW-7-4;WASZ-BREW-8-1;WASZ-BREW-8-1b;WASZ-BREW-8-2;WASZ-BREW-8-3;WASZ-BREW-9-1;WASZ-BREW-9-2;WASZ-BREW-9-3;WASZ-BREW-9-4;WASZ-BREW-9-5,WASZ-BREW-2-2;WASZ-BREW-2-3;WASZ-BREW-2-4;WASZ-BREW-2-5,1.9299269999999997,PASS,,,ACCEPTED_REUSE,PASS,0,0,0,"""{\""mean\"": 1.5882946}""",1.214723390463508,0.6294141646101165,NOT_APPLICABLE,{}
HYD-LOCO-2.0,WASZ-COND-2.0,HYD_B1_PRESSURE_QUADRATIC,WASZ-COND-1.0;WASZ-COND-3.5;WASZ-COND-4.0;WASZ-COND-5.0;WASZ-COND-6.0;WASZ-COND-7.0;WASZ-COND-8.0;WASZ-COND-9.0;WASZ-COND-11.0;WASZ-COND-13.0,WASZ-BREW-1-1;WASZ-BREW-1-2;WASZ-BREW-1-3;WASZ-BREW-1-4;WASZ-BREW-1-5b;WASZ-BREW-10-2;WASZ-BREW-10-3;WASZ-BREW-10-4;WASZ-BREW-10-5;WASZ-BREW-12-8-2;WASZ-BREW-12-8-3;WASZ-BREW-12-8-4;WASZ-BREW-12-8-5;WASZ-BREW-12-8-6;WASZ-BREW-12-8-7;WASZ-BREW-3-5-3;WASZ-BREW-3-5-4;WASZ-BREW-3-5-5;WASZ-BREW-4-1;WASZ-BREW-4-1b;WASZ-BREW-4-2;WASZ-BREW-4-2b;WASZ-BREW-4-3;WASZ-BREW-4-3b;WASZ-BREW-4-4;WASZ-BREW-4-4b;WASZ-BREW-4-5;WASZ-BREW-4-5b;WASZ-BREW-5-1;WASZ-BREW-5-2;WASZ-BREW-5-3;WASZ-BREW-5-4;WASZ-BREW-5-5;WASZ-BREW-6-1;WASZ-BREW-6-2;WASZ-BREW-6-3;WASZ-BREW-6-4;WASZ-BREW-6-5;WASZ-BREW-6-6;WASZ-BREW-7-1;WASZ-BREW-7-2;WASZ-BREW-7-3;WASZ-BREW-7-4;WASZ-BREW-8-1;WASZ-BREW-8-1b;WASZ-BREW-8-2;WASZ-BREW-8-3;WASZ-BREW-9-1;WASZ-BREW-9-2;WASZ-BREW-9-3;WASZ-BREW-9-4;WASZ-BREW-9-5,WASZ-BREW-2-2;WASZ-BREW-2-3;WASZ-BREW-2-4;WASZ-BREW-2-5,1.9299269999999997,PASS,,,ACCEPTED_REUSE,PASS,0,0,0,"""{\""intercept\"": -0.2935964175334205, \""linear\"": 0.5625741596043153, \""quadratic\"": -0.03356014826058609}""",0.23861712241256158,0.12364049127897668,NOT_APPLICABLE,{}
HYD-LOCO-3.5,WASZ-COND-3.5,HYD_B0_TRAINING_MEAN,WASZ-COND-1.0;WASZ-COND-2.0;WASZ-COND-4.0;WASZ-COND-5.0;WASZ-COND-6.0;WASZ-COND-7.0;WASZ-COND-8.0;WASZ-COND-9.0;WASZ-COND-11.0;WASZ-COND-13.0,WASZ-BREW-1-1;WASZ-BREW-1-2;WASZ-BREW-1-3;WASZ-BREW-1-4;WASZ-BREW-1-5b;WASZ-BREW-10-2;WASZ-BREW-10-3;WASZ-BREW-10-4;WASZ-BREW-10-5;WASZ-BREW-12-8-2;WASZ-BREW-12-8-3;WASZ-BREW-12-8-4;WASZ-BREW-12-8-5;WASZ-BREW-12-8-6;WASZ-BREW-12-8-7;WASZ-BREW-2-2;WASZ-BREW-2-3;WASZ-BREW-2-4;WASZ-BREW-2-5;WASZ-BREW-4-1;WASZ-BREW-4-1b;WASZ-BREW-4-2;WASZ-BREW-4-2b;WASZ-BREW-4-3;WASZ-BREW-4-3b;WASZ-BREW-4-4;WASZ-BREW-4-4b;WASZ-BREW-4-5;WASZ-BREW-4-5b;WASZ-BREW-5-1;WASZ-BREW-5-2;WASZ-BREW-5-3;WASZ-BREW-5-4;WASZ-BREW-5-5;WASZ-BREW-6-1;WASZ-BREW-6-2;WASZ-BREW-6-3;WASZ-BREW-6-4;WASZ-BREW-6-5;WASZ-BREW-6-6;WASZ-BREW-7-1;WASZ-BREW-7-2;WASZ-BREW-7-3;WASZ-BREW-7-4;WASZ-BREW-8-1;WASZ-BREW-8-1b;WASZ-BREW-8-2;WASZ-BREW-8-3;WASZ-BREW-9-1;WASZ-BREW-9-2;WASZ-BREW-9-3;WASZ-BREW-9-4;WASZ-BREW-9-5,WASZ-BREW-3-5-3;WASZ-BREW-3-5-4;WASZ-BREW-3-5-5,1.9299269999999997,PASS,,,ACCEPTED_REUSE,PASS,0,0,0,"""{\""mean\"": 1.5204851833333333}""",0.48572586981110627,0.2516809546739884,NOT_APPLICABLE,{}
HYD-LOCO-3.5,WASZ-COND-3.5,HYD_B1_PRESSURE_QUADRATIC,WASZ-COND-1.0;WASZ-COND-2.0;WASZ-COND-4.0;WASZ-COND-5.0;WASZ-COND-6.0;WASZ-COND-7.0;WASZ-COND-8.0;WASZ-COND-9.0;WASZ-COND-11.0;WASZ-COND-13.0,WASZ-BREW-1-1;WASZ-BREW-1-2;WASZ-BREW-1-3;WASZ-BREW-1-4;WASZ-BREW-1-5b;WASZ-BREW-10-2;WASZ-BREW-10-3;WASZ-BREW-10-4;WASZ-BREW-10-5;WASZ-BREW-12-8-2;WASZ-BREW-12-8-3;WASZ-BREW-12-8-4;WASZ-BREW-12-8-5;WASZ-BREW-12-8-6;WASZ-BREW-12-8-7;WASZ-BREW-2-2;WASZ-BREW-2-3;WASZ-BREW-2-4;WASZ-BREW-2-5;WASZ-BREW-4-1;WASZ-BREW-4-1b;WASZ-BREW-4-2;WASZ-BREW-4-2b;WASZ-BREW-4-3;WASZ-BREW-4-3b;WASZ-BREW-4-4;WASZ-BREW-4-4b;WASZ-BREW-4-5;WASZ-BREW-4-5b;WASZ-BREW-5-1;WASZ-BREW-5-2;WASZ-BREW-5-3;WASZ-BREW-5-4;WASZ-BREW-5-5;WASZ-BREW-6-1;WASZ-BREW-6-2;WASZ-BREW-6-3;WASZ-BREW-6-4;WASZ-BREW-6-5;WASZ-BREW-6-6;WASZ-BREW-7-1;WASZ-BREW-7-2;WASZ-BREW-7-3;WASZ-BREW-7-4;WASZ-BREW-8-1;WASZ-BREW-8-1b;WASZ-BREW-8-2;WASZ-BREW-8-3;WASZ-BREW-9-1;WASZ-BREW-9-2;WASZ-BREW-9-3;WASZ-BREW-9-4;WASZ-BREW-9-5,WASZ-BREW-3-5-3;WASZ-BREW-3-5-4;WASZ-BREW-3-5-5,1.9299269999999997,PASS,,,ACCEPTED_REUSE,PASS,0,0,0,"""{\""intercept\"": -0.37643414446510826, \""linear\"": 0.5890515872215958, \""quadratic\"": -0.03525349173455769}""",0.21774109338550884,0.11282348678758776,NOT_APPLICABLE,{}
HYD-LOCO-4.0,WASZ-COND-4.0,HYD_B0_TRAINING_MEAN,WASZ-COND-1.0;WASZ-COND-2.0;WASZ-COND-3.5;WASZ-COND-5.0;WASZ-COND-6.0;WASZ-COND-7.0;WASZ-COND-8.0;WASZ-COND-9.0;WASZ-COND-11.0;WASZ-COND-13.0,WASZ-BREW-1-1;WASZ-BREW-1-2;WASZ-BREW-1-3;WASZ-BREW-1-4;WASZ-BREW-1-5b;WASZ-BREW-10-2;WASZ-BREW-10-3;WASZ-BREW-10-4;WASZ-BREW-10-5;WASZ-BREW-12-8-2;WASZ-BREW-12-8-3;WASZ-BREW-12-8-4;WASZ-BREW-12-8-5;WASZ-BREW-12-8-6;WASZ-BREW-12-8-7;WASZ-BREW-2-2;WASZ-BREW-2-3;WASZ-BREW-2-4;WASZ-BREW-2-5;WASZ-BREW-3-5-3;WASZ-BREW-3-5-4;WASZ-BREW-3-5-5;WASZ-BREW-5-1;WASZ-BREW-5-2;WASZ-BREW-5-3;WASZ-BREW-5-4;WASZ-BREW-5-5;WASZ-BREW-6-1;WASZ-BREW-6-2;WASZ-BREW-6-3;WASZ-BREW-6-4;WASZ-BREW-6-5;WASZ-BREW-6-6;WASZ-BREW-7-1;WASZ-BREW-7-2;WASZ-BREW-7-3;WASZ-BREW-7-4;WASZ-BREW-8-1;WASZ-BREW-8-1b;WASZ-BREW-8-2;WASZ-BREW-8-3;WASZ-BREW-9-1;WASZ-BREW-9-2;WASZ-BREW-9-3;WASZ-BREW-9-4;WASZ-BREW-9-5,WASZ-BREW-4-1;WASZ-BREW-4-1b;WASZ-BREW-4-2;WASZ-BREW-4-2b;WASZ-BREW-4-3;WASZ-BREW-4-3b;WASZ-BREW-4-4;WASZ-BREW-4-4b;WASZ-BREW-4-5;WASZ-BREW-4-5b,1.9299269999999997,PASS,,,ACCEPTED_REUSE,PASS,0,0,0,"""{\""mean\"": 1.45833045}""",0.2905285668374153,0.15053863013337568,NOT_APPLICABLE,{}
HYD-LOCO-4.0,WASZ-COND-4.0,HYD_B1_PRESSURE_QUADRATIC,WASZ-COND-1.0;WASZ-COND-2.0;WASZ-COND-3.5;WASZ-COND-5.0;WASZ-COND-6.0;WASZ-COND-7.0;WASZ-COND-8.0;WASZ-COND-9.0;WASZ-COND-11.0;WASZ-COND-13.0,WASZ-BREW-1-1;WASZ-BREW-1-2;WASZ-BREW-1-3;WASZ-BREW-1-4;WASZ-BREW-1-5b;WASZ-BREW-10-2;WASZ-BREW-10-3;WASZ-BREW-10-4;WASZ-BREW-10-5;WASZ-BREW-12-8-2;WASZ-BREW-12-8-3;WASZ-BREW-12-8-4;WASZ-BREW-12-8-5;WASZ-BREW-12-8-6;WASZ-BREW-12-8-7;WASZ-BREW-2-2;WASZ-BREW-2-3;WASZ-BREW-2-4;WASZ-BREW-2-5;WASZ-BREW-3-5-3;WASZ-BREW-3-5-4;WASZ-BREW-3-5-5;WASZ-BREW-5-1;WASZ-BREW-5-2;WASZ-BREW-5-3;WASZ-BREW-5-4;WASZ-BREW-5-5;WASZ-BREW-6-1;WASZ-BREW-6-2;WASZ-BREW-6-3;WASZ-BREW-6-4;WASZ-BREW-6-5;WASZ-BREW-6-6;WASZ-BREW-7-1;WASZ-BREW-7-2;WASZ-BREW-7-3;WASZ-BREW-7-4;WASZ-BREW-8-1;WASZ-BREW-8-1b;WASZ-BREW-8-2;WASZ-BREW-8-3;WASZ-BREW-9-1;WASZ-BREW-9-2;WASZ-BREW-9-3;WASZ-BREW-9-4;WASZ-BREW-9-5,WASZ-BREW-4-1;WASZ-BREW-4-1b;WASZ-BREW-4-2;WASZ-BREW-4-2b;WASZ-BREW-4-3;WASZ-BREW-4-3b;WASZ-BREW-4-4;WASZ-BREW-4-4b;WASZ-BREW-4-5;WASZ-BREW-4-5b,1.9299269999999997,PASS,,,ACCEPTED_REUSE,PASS,0,0,0,"""{\""intercept\"": -0.436987745576187, \""linear\"": 0.5819233601455033, \""quadratic\"": -0.03407785640434076}""",0.3591879867957001,0.18611480475463588,NOT_APPLICABLE,{}
HYD-LOCO-5.0,WASZ-COND-5.0,HYD_B0_TRAINING_MEAN,WASZ-COND-1.0;WASZ-COND-2.0;WASZ-COND-3.5;WASZ-COND-4.0;WASZ-COND-6.0;WASZ-COND-7.0;WASZ-COND-8.0;WASZ-COND-9.0;WASZ-COND-11.0;WASZ-COND-13.0,WASZ-BREW-1-1;WASZ-BREW-1-2;WASZ-BREW-1-3;WASZ-BREW-1-4;WASZ-BREW-1-5b;WASZ-BREW-10-2;WASZ-BREW-10-3;WASZ-BREW-10-4;WASZ-BREW-10-5;WASZ-BREW-12-8-2;WASZ-BREW-12-8-3;WASZ-BREW-12-8-4;WASZ-BREW-12-8-5;WASZ-BREW-12-8-6;WASZ-BREW-12-8-7;WASZ-BREW-2-2;WASZ-BREW-2-3;WASZ-BREW-2-4;WASZ-BREW-2-5;WASZ-BREW-3-5-3;WASZ-BREW-3-5-4;WASZ-BREW-3-5-5;WASZ-BREW-4-1;WASZ-BREW-4-1b;WASZ-BREW-4-2;WASZ-BREW-4-2b;WASZ-BREW-4-3;WASZ-BREW-4-3b;WASZ-BREW-4-4;WASZ-BREW-4-4b;WASZ-BREW-4-5;WASZ-BREW-4-5b;WASZ-BREW-6-1;WASZ-BREW-6-2;WASZ-BREW-6-3;WASZ-BREW-6-4;WASZ-BREW-6-5;WASZ-BREW-6-6;WASZ-BREW-7-1;WASZ-BREW-7-2;WASZ-BREW-7-3;WASZ-BREW-7-4;WASZ-BREW-8-1;WASZ-BREW-8-1b;WASZ-BREW-8-2;WASZ-BREW-8-3;WASZ-BREW-9-1;WASZ-BREW-9-2;WASZ-BREW-9-3;WASZ-BREW-9-4;WASZ-BREW-9-5,WASZ-BREW-5-1;WASZ-BREW-5-2;WASZ-BREW-5-3;WASZ-BREW-5-4;WASZ-BREW-5-5,1.9299269999999997,PASS,,,ACCEPTED_REUSE,PASS,0,0,0,"""{\""mean\"": 1.42242325}""",0.617721424625666,0.3200750207783331,NOT_APPLICABLE,{}
HYD-LOCO-5.0,WASZ-COND-5.0,HYD_B1_PRESSURE_QUADRATIC,WASZ-COND-1.0;WASZ-COND-2.0;WASZ-COND-3.5;WASZ-COND-4.0;WASZ-COND-6.0;WASZ-COND-7.0;WASZ-COND-8.0;WASZ-COND-9.0;WASZ-COND-11.0;WASZ-COND-13.0,WASZ-BREW-1-1;WASZ-BREW-1-2;WASZ-BREW-1-3;WASZ-BREW-1-4;WASZ-BREW-1-5b;WASZ-BREW-10-2;WASZ-BREW-10-3;WASZ-BREW-10-4;WASZ-BREW-10-5;WASZ-BREW-12-8-2;WASZ-BREW-12-8-3;WASZ-BREW-12-8-4;WASZ-BREW-12-8-5;WASZ-BREW-12-8-6;WASZ-BREW-12-8-7;WASZ-BREW-2-2;WASZ-BREW-2-3;WASZ-BREW-2-4;WASZ-BREW-2-5;WASZ-BREW-3-5-3;WASZ-BREW-3-5-4;WASZ-BREW-3-5-5;WASZ-BREW-4-1;WASZ-BREW-4-1b;WASZ-BREW-4-2;WASZ-BREW-4-2b;WASZ-BREW-4-3;WASZ-BREW-4-3b;WASZ-BREW-4-4;WASZ-BREW-4-4b;WASZ-BREW-4-5;WASZ-BREW-4-5b;WASZ-BREW-6-1;WASZ-BREW-6-2;WASZ-BREW-6-3;WASZ-BREW-6-4;WASZ-BREW-6-5;WASZ-BREW-6-6;WASZ-BREW-7-1;WASZ-BREW-7-2;WASZ-BREW-7-3;WASZ-BREW-7-4;WASZ-BREW-8-1;WASZ-BREW-8-1b;WASZ-BREW-8-2;WASZ-BREW-8-3;WASZ-BREW-9-1;WASZ-BREW-9-2;WASZ-BREW-9-3;WASZ-BREW-9-4;WASZ-BREW-9-5,WASZ-BREW-5-1;WASZ-BREW-5-2;WASZ-BREW-5-3;WASZ-BREW-5-4;WASZ-BREW-5-5,1.9299269999999997,PASS,,,ACCEPTED_REUSE,PASS,0,0,0,"""{\""intercept\"": -0.39899384704421736, \""linear\"": 0.5613581664929447, \""quadratic\"": -0.03258346522957815}""",0.46302813630040063,0.23992002614627428,NOT_APPLICABLE,{}
