model_id,execution_status,normalized_loss,mean_rmse_g_s,fold_loss_min,fold_loss_max,signed_bias_g_s,low_pressure_loss,high_pressure_loss,condition_wins_vs_b1
HYD_B0_TRAINING_MEAN,PASS,0.31786798610901296,0.5916020492750618,0.07395068467143684,0.90246030817923,4.0371746350005693e-17,0.4508338156750087,0.15144456552528585,2
HYD_B1_PRESSURE_QUADRATIC,PASS,0.1532500174983135,0.29362695566852126,0.05989010018825456,0.37678036485469374,-0.03378418176317231,0.14960077789552978,0.19772098839887894,0
HYD_P1_POROELASTIC_UNIVERSAL_LIMIT,PASS,0.14455442903341273,0.2742823595084009,0.04252065485359386,0.2538643985760581,0.033585467162277303,0.19129773680687104,0.10997778640644379,4
HYD_E2C_EWP_FINITE_PHI_POROELASTIC_COMPONENT,BLOCKED,,,,,,,,
