outer_fold,model_id,source_row_id,physical_unit_id,condition_id,line_pressure_bar,observed_flow_g_s,predicted_flow_g_s,predicted_basket_pressure_bar,coupled_equation_residual_bar,error_g_s,squared_error_g_s2,training_scale_g_s
HYD-LOCO-2.0,HYD_B1_PRESSURE_QUADRATIC,2-5,WASZ-BREW-2-5,WASZ-COND-2.0,1.58225,0.32876,0.512518209830397,,,0.18375820983039698,0.033767079680072205,1.9299269999999997
HYD-LOCO-3.5,HYD_B0_TRAINING_MEAN,3-5-3,WASZ-BREW-3-5-3,WASZ-COND-3.5,3.491,1.23397,1.5204851833333333,,,0.28651518333333326,0.08209095028053356,1.9299269999999997
HYD-LOCO-3.5,HYD_B0_TRAINING_MEAN,3-5-4,WASZ-BREW-3-5-4,WASZ-COND-3.5,3.437,0.99928,1.5204851833333333,,,0.5212051833333333,0.2716548431335336,1.9299269999999997
HYD-LOCO-3.5,HYD_B0_TRAINING_MEAN,3-5-5,WASZ-BREW-3-5-5,WASZ-COND-3.5,3.40925,0.92547,1.5204851833333333,,,0.5950151833333333,0.3540430683972002,1.9299269999999997
HYD-LOCO-3.5,HYD_B1_PRESSURE_QUADRATIC,3-5-3,WASZ-BREW-3-5-3,WASZ-COND-3.5,3.491,1.23397,1.2503077872235975,,,0.016337787223597466,0.0002669232913635446,1.9299269999999997
HYD-LOCO-3.5,HYD_B1_PRESSURE_QUADRATIC,3-5-4,WASZ-BREW-3-5-4,WASZ-COND-3.5,3.437,0.99928,1.23168775581343,,,0.2324077558134301,0.05401336496223495,1.9299269999999997
HYD-LOCO-3.5,HYD_B1_PRESSURE_QUADRATIC,3-5-5,WASZ-BREW-3-5-5,WASZ-COND-3.5,3.40925,0.92547,1.22203915381164,,,0.29656915381163995,0.08795326299255216,1.9299269999999997
HYD-LOCO-4.0,HYD_B0_TRAINING_MEAN,4-1,WASZ-BREW-4-1,WASZ-COND-4.0,4.07825,2.02873,1.45833045,,,-0.5703995499999999,0.32535564664020233,1.9299269999999997
HYD-LOCO-4.0,HYD_B0_TRAINING_MEAN,4-1b,WASZ-BREW-4-1b,WASZ-COND-4.0,4.04375,1.50509,1.45833045,,,-0.04675954999999998,0.0021864555162024986,1.9299269999999997
HYD-LOCO-4.0,HYD_B0_TRAINING_MEAN,4-2,WASZ-BREW-4-2,WASZ-COND-4.0,4.1975,1.56031,1.45833045,,,-0.10197955000000003,0.010399828618202506,1.9299269999999997
HYD-LOCO-4.0,HYD_B0_TRAINING_MEAN,4-2b,WASZ-BREW-4-2b,WASZ-COND-4.0,4.016,1.37026,1.45833045,,,0.08807045000000002,0.007756404163202504,1.9299269999999997
HYD-LOCO-4.0,HYD_B0_TRAINING_MEAN,4-3,WASZ-BREW-4-3,WASZ-COND-4.0,4.0835,1.64449,1.45833045,,,-0.18615954999999995,0.03465537805620248,1.9299269999999997
HYD-LOCO-4.0,HYD_B0_TRAINING_MEAN,4-3b,WASZ-BREW-4-3b,WASZ-COND-4.0,4.0055,1.52562,1.45833045,,,-0.06728954999999992,0.004527883539202489,1.9299269999999997
HYD-LOCO-4.0,HYD_B0_TRAINING_MEAN,4-4,WASZ-BREW-4-4,WASZ-COND-4.0,4.115,1.89730,1.45833045,,,-0.43896954999999993,0.19269426582720245,1.9299269999999997
HYD-LOCO-4.0,HYD_B0_TRAINING_MEAN,4-4b,WASZ-BREW-4-4b,WASZ-COND-4.0,4.06925,1.73456,1.45833045,,,-0.27622955000000005,0.07630276429320253,1.9299269999999997
HYD-LOCO-4.0,HYD_B0_TRAINING_MEAN,4-5,WASZ-BREW-4-5,WASZ-COND-4.0,4.1075,1.86664,1.45833045,,,-0.40830955,0.1667166886212025,1.9299269999999997
HYD-LOCO-4.0,HYD_B0_TRAINING_MEAN,4-5b,WASZ-BREW-4-5b,WASZ-COND-4.0,4.0535,1.61154,1.45833045,,,-0.15320954999999992,0.023473166211202476,1.9299269999999997
HYD-LOCO-4.0,HYD_B1_PRESSURE_QUADRATIC,4-1,WASZ-BREW-4-1,WASZ-COND-4.0,4.07825,2.02873,1.3694540965140125,,,-0.6592759034859874,0.434644716917265,1.9299269999999997
HYD-LOCO-4.0,HYD_B1_PRESSURE_QUADRATIC,4-1b,WASZ-BREW-4-1b,WASZ-COND-4.0,4.04375,1.50509,1.3589266626541967,,,-0.14616333734580333,0.021363721184063107,1.9299269999999997
HYD-LOCO-4.0,HYD_B1_PRESSURE_QUADRATIC,4-2,WASZ-BREW-4-2,WASZ-COND-4.0,4.1975,1.56031,1.4052175936598803,,,-0.15509240634011978,0.024053654504368825,1.9299269999999997
HYD-LOCO-4.0,HYD_B1_PRESSURE_QUADRATIC,4-2b,WASZ-BREW-4-2b,WASZ-COND-4.0,4.016,1.37026,1.350400076747707,,,-0.019859923252293132,0.00039441655158697344,1.9299269999999997
HYD-LOCO-4.0,HYD_B1_PRESSURE_QUADRATIC,4-3,WASZ-BREW-4-3,WASZ-COND-4.0,4.0835,1.64449,1.3710489856961083,,,-0.27344101430389167,0.07476998830354109,1.9299269999999997
HYD-LOCO-4.0,HYD_B1_PRESSURE_QUADRATIC,4-3b,WASZ-BREW-4-3b,WASZ-COND-4.0,4.0055,1.52562,1.3471601144802272,,,-0.17845988551977277,0.0318479307397304,1.9299269999999997
HYD-LOCO-4.0,HYD_B1_PRESSURE_QUADRATIC,4-4,WASZ-BREW-4-4,WASZ-COND-4.0,4.115,1.89730,1.380578871410166,,,-0.5167211285898339,0.26700072473115166,1.9299269999999997
HYD-LOCO-4.0,HYD_B1_PRESSURE_QUADRATIC,4-4b,WASZ-BREW-4-4b,WASZ-COND-4.0,4.06925,1.73456,1.3667156302881924,,,-0.3678443697118077,0.13530948032867704,1.9299269999999997
HYD-LOCO-4.0,HYD_B1_PRESSURE_QUADRATIC,4-5,WASZ-BREW-4-5,WASZ-COND-4.0,4.1075,1.86664,1.3783159850162097,,,-0.4883240149837904,0.23846034360988916,1.9299269999999997
HYD-LOCO-4.0,HYD_B1_PRESSURE_QUADRATIC,4-5b,WASZ-BREW-4-5b,WASZ-COND-4.0,4.0535,1.61154,1.3619100304186071,,,-0.24962996958139283,0.06231512171320711,1.9299269999999997
HYD-LOCO-5.0,HYD_B0_TRAINING_MEAN,5-1,WASZ-BREW-5-1,WASZ-COND-5.0,4.919,2.05655,1.42242325,,,-0.6341267500000001,0.4021167350655626,1.9299269999999997
HYD-LOCO-5.0,HYD_B0_TRAINING_MEAN,5-2,WASZ-BREW-5-2,WASZ-COND-5.0,4.97525,2.06798,1.42242325,,,-0.6455567499999999,0.4167435174705624,1.9299269999999997
HYD-LOCO-5.0,HYD_B0_TRAINING_MEAN,5-3,WASZ-BREW-5-3,WASZ-COND-5.0,4.98425,2.15813,1.42242325,,,-0.7357067499999999,0.5412644219955622,1.9299269999999997
HYD-LOCO-5.0,HYD_B0_TRAINING_MEAN,5-4,WASZ-BREW-5-4,WASZ-COND-5.0,4.90175,2.00099,1.42242325,,,-0.5785667499999998,0.33473948420556227,1.9299269999999997
HYD-LOCO-5.0,HYD_B0_TRAINING_MEAN,5-5,WASZ-BREW-5-5,WASZ-COND-5.0,4.90175,1.88398,1.42242325,,,-0.46155674999999996,0.21303463347056245,1.9299269999999997
HYD-LOCO-5.0,HYD_B1_PRESSURE_QUADRATIC,5-1,WASZ-BREW-5-1,WASZ-COND-5.0,4.919,2.05655,1.573919169915711,,,-0.4826308300842892,0.23293251814785004,1.9299269999999997
HYD-LOCO-5.0,HYD_B1_PRESSURE_QUADRATIC,5-2,WASZ-BREW-5-2,WASZ-COND-5.0,4.97525,2.06798,1.5873611882957528,,,-0.48061881170424714,0.23099444216400256,1.9299269999999997
HYD-LOCO-5.0,HYD_B1_PRESSURE_QUADRATIC,5-3,WASZ-BREW-5-3,WASZ-COND-5.0,4.98425,2.15813,1.5894927765966034,,,-0.5686372234033965,0.32334829183992425,1.9299269999999997
HYD-LOCO-5.0,HYD_B1_PRESSURE_QUADRATIC,5-4,WASZ-BREW-5-4,WASZ-COND-5.0,4.90175,2.00099,1.5697556391848535,,,-0.4312343608151463,0.1859630739476478,1.9299269999999997
HYD-LOCO-5.0,HYD_B1_PRESSURE_QUADRATIC,5-5,WASZ-BREW-5-5,WASZ-COND-5.0,4.90175,1.88398,1.5697556391848535,,,-0.3142243608151465,0.09873694892968736,1.9299269999999997
HYD-LOCO-6.0,HYD_B0_TRAINING_MEAN,6-1,WASZ-BREW-6-1,WASZ-COND-6.0,6.008,1.96328,1.42167435,,,-0.5416056499999999,0.29333668011192243,1.9224379999999996
HYD-LOCO-6.0,HYD_B0_TRAINING_MEAN,6-2,WASZ-BREW-6-2,WASZ-COND-6.0,5.97725,1.94945,1.42167435,,,-0.5277756499999999,0.2785471367329224,1.9224379999999996
HYD-LOCO-6.0,HYD_B0_TRAINING_MEAN,6-3,WASZ-BREW-6-3,WASZ-COND-6.0,6.0575,2.22997,1.42167435,,,-0.8082956499999998,0.6533418578089222,1.9224379999999996
HYD-LOCO-6.0,HYD_B0_TRAINING_MEAN,6-4,WASZ-BREW-6-4,WASZ-COND-6.0,6.0785,2.02783,1.42167435,,,-0.6061556499999998,0.3674246720269223,1.9224379999999996
HYD-LOCO-6.0,HYD_B0_TRAINING_MEAN,6-5,WASZ-BREW-6-5,WASZ-COND-6.0,5.90975,1.89954,1.42167435,,,-0.47786565000000003,0.22835557944992252,1.9224379999999996
HYD-LOCO-6.0,HYD_B0_TRAINING_MEAN,6-6,WASZ-BREW-6-6,WASZ-COND-6.0,5.9975,2.17602,1.42167435,,,-0.7543456499999999,0.5690373596739223,1.9224379999999996
HYD-LOCO-6.0,HYD_B1_PRESSURE_QUADRATIC,6-1,WASZ-BREW-6-1,WASZ-COND-6.0,6.008,1.96328,1.8335671409355374,,,-0.1297128590644625,0.016825425806677112,1.9224379999999996
HYD-LOCO-6.0,HYD_B1_PRESSURE_QUADRATIC,6-2,WASZ-BREW-6-2,WASZ-COND-6.0,5.97725,1.94945,1.8283921698513976,,,-0.12105783014860227,0.014654998240287837,1.9224379999999996
HYD-LOCO-6.0,HYD_B1_PRESSURE_QUADRATIC,6-3,WASZ-BREW-6-3,WASZ-COND-6.0,6.0575,2.22997,1.8417640686926073,,,-0.38820593130739245,0.15070384510223991,1.9224379999999996
HYD-LOCO-6.0,HYD_B1_PRESSURE_QUADRATIC,6-4,WASZ-BREW-6-4,WASZ-COND-6.0,6.0785,2.02783,1.8451917928539396,,,-0.18263820714606016,0.03335671470952718,1.9224379999999996
HYD-LOCO-6.0,HYD_B1_PRESSURE_QUADRATIC,6-5,WASZ-BREW-6-5,WASZ-COND-6.0,5.90975,1.89954,1.8168095766090397,,,-0.08273042339096026,0.006844322954447545,1.9224379999999996
HYD-LOCO-6.0,HYD_B1_PRESSURE_QUADRATIC,6-6,WASZ-BREW-6-6,WASZ-COND-6.0,5.9975,2.17602,1.8318072240705618,,,-0.344212775929438,0.11848243511304948,1.9224379999999996
HYD-LOCO-7.0,HYD_B0_TRAINING_MEAN,7-1,WASZ-BREW-7-1,WASZ-COND-7.0,7.16225,1.99020,1.43215285,,,-0.5580471499999999,0.31141662162312245,1.9299269999999997
HYD-LOCO-7.0,HYD_B0_TRAINING_MEAN,7-2,WASZ-BREW-7-2,WASZ-COND-7.0,7.15325,1.84961,1.43215285,,,-0.41745714999999994,0.17427047208612245,1.9299269999999997
HYD-LOCO-7.0,HYD_B0_TRAINING_MEAN,7-3,WASZ-BREW-7-3,WASZ-COND-7.0,7.1435,1.92239,1.43215285,,,-0.49023715,0.2403324632401225,1.9299269999999997
HYD-LOCO-7.0,HYD_B0_TRAINING_MEAN,7-4,WASZ-BREW-7-4,WASZ-COND-7.0,7.1885,1.98272,1.43215285,,,-0.55056715,0.3031241866591225,1.9299269999999997
HYD-LOCO-7.0,HYD_B1_PRESSURE_QUADRATIC,7-1,WASZ-BREW-7-1,WASZ-COND-7.0,7.16225,1.99020,2.037586059280939,,,0.047386059280938975,0.002245438614176663,1.9299269999999997
HYD-LOCO-7.0,HYD_B1_PRESSURE_QUADRATIC,7-2,WASZ-BREW-7-2,WASZ-COND-7.0,7.15325,1.84961,2.036790861621143,,,0.18718086162114322,0.03503667495723357,1.9299269999999997
HYD-LOCO-7.0,HYD_B1_PRESSURE_QUADRATIC,7-3,WASZ-BREW-7-3,WASZ-COND-7.0,7.1435,1.92239,2.035922851126017,,,0.11353285112601696,0.01288970828480233,1.9299269999999997
HYD-LOCO-7.0,HYD_B1_PRESSURE_QUADRATIC,7-4,WASZ-BREW-7-4,WASZ-COND-7.0,7.1885,1.98272,2.0398722511171288,,,0.05715225111712874,0.0032663798077553433,1.9299269999999997
HYD-LOCO-8.0,HYD_B0_TRAINING_MEAN,8-1,WASZ-BREW-8-1,WASZ-COND-8.0,7.9415,1.78422,1.44394985,,,-0.3402701499999998,0.11578377498102238,1.9299269999999997
HYD-LOCO-8.0,HYD_B0_TRAINING_MEAN,8-1b,WASZ-BREW-8-1b,WASZ-COND-8.0,7.83575,1.78113,1.44394985,,,-0.33718015,0.1136904535540225,1.9299269999999997
HYD-LOCO-8.0,HYD_B0_TRAINING_MEAN,8-2,WASZ-BREW-8-2,WASZ-COND-8.0,8.00075,1.77573,1.44394985,,,-0.33178014999999994,0.11007806793402246,1.9299269999999997
HYD-LOCO-8.0,HYD_B0_TRAINING_MEAN,8-3,WASZ-BREW-8-3,WASZ-COND-8.0,8.0015,1.93196,1.44394985,,,-0.4880101499999998,0.23815390650302232,1.9299269999999997
HYD-LOCO-8.0,HYD_B1_PRESSURE_QUADRATIC,8-1,WASZ-BREW-8-1,WASZ-COND-8.0,7.9415,1.78422,2.1216512731704205,,,0.33743127317042054,0.11385986411341097,1.9299269999999997
HYD-LOCO-8.0,HYD_B1_PRESSURE_QUADRATIC,8-1b,WASZ-BREW-8-1b,WASZ-COND-8.0,7.83575,1.78113,2.1178255689176284,,,0.3366955689176283,0.11336390612876539,1.9299269999999997
HYD-LOCO-8.0,HYD_B1_PRESSURE_QUADRATIC,8-2,WASZ-BREW-8-2,WASZ-COND-8.0,8.00075,1.77573,2.123432580145031,,,0.34770258014503086,0.1208970842395116,1.9299269999999997
HYD-LOCO-8.0,HYD_B1_PRESSURE_QUADRATIC,8-3,WASZ-BREW-8-3,WASZ-COND-8.0,8.0015,1.93196,2.123453461256502,,,0.19149346125650202,0.03666974570399544,1.9299269999999997
HYD-LOCO-9.0,HYD_B0_TRAINING_MEAN,9-1,WASZ-BREW-9-1,WASZ-COND-9.0,9.08225,1.97632,1.44161505,,,-0.5347049500000001,0.28590938355450257,1.9299269999999997
HYD-LOCO-9.0,HYD_B0_TRAINING_MEAN,9-2,WASZ-BREW-9-2,WASZ-COND-9.0,9.191,1.80849,1.44161505,,,-0.3668749499999999,0.13459722893750245,1.9299269999999997
HYD-LOCO-9.0,HYD_B0_TRAINING_MEAN,9-3,WASZ-BREW-9-3,WASZ-COND-9.0,9.0935,1.89745,1.44161505,,,-0.45583495000000007,0.20778550164150256,1.9299269999999997
HYD-LOCO-9.0,HYD_B0_TRAINING_MEAN,9-4,WASZ-BREW-9-4,WASZ-COND-9.0,9.134,1.84499,1.44161505,,,-0.4033749499999999,0.16271135028750242,1.9299269999999997
HYD-LOCO-9.0,HYD_B0_TRAINING_MEAN,9-5,WASZ-BREW-9-5,WASZ-COND-9.0,9.12125,1.68079,1.44161505,,,-0.23917495,0.0572046567075025,1.9299269999999997
HYD-LOCO-9.0,HYD_B1_PRESSURE_QUADRATIC,9-1,WASZ-BREW-9-1,WASZ-COND-9.0,9.08225,1.97632,2.104742688586592,,,0.128422688586592,0.01649238694380879,1.9299269999999997
HYD-LOCO-9.0,HYD_B1_PRESSURE_QUADRATIC,9-2,WASZ-BREW-9-2,WASZ-COND-9.0,9.191,1.80849,2.099296086249727,,,0.29080608624972726,0.0845681797998838,1.9299269999999997
HYD-LOCO-9.0,HYD_B1_PRESSURE_QUADRATIC,9-3,WASZ-BREW-9-3,WASZ-COND-9.0,9.0935,1.89745,2.104218867724853,,,0.2067688677248527,0.04275336466021763,1.9299269999999997
HYD-LOCO-9.0,HYD_B1_PRESSURE_QUADRATIC,9-4,WASZ-BREW-9-4,WASZ-COND-9.0,9.134,1.84499,2.1022574064947914,,,0.2572674064947915,0.0661865184445563,1.9299269999999997
HYD-LOCO-9.0,HYD_B1_PRESSURE_QUADRATIC,9-5,WASZ-BREW-9-5,WASZ-COND-9.0,9.12125,1.68079,2.102887683783371,,,0.4220976837833712,0.17816645465528683,1.9299269999999997
HYD-LOCO-11.0,HYD_B0_TRAINING_MEAN,10-2,WASZ-BREW-10-2,WASZ-COND-11.0,10.805,1.79613,1.44882785,,,-0.34730215,0.12061878339462248,1.9299269999999997
HYD-LOCO-11.0,HYD_B0_TRAINING_MEAN,10-3,WASZ-BREW-10-3,WASZ-COND-11.0,10.85,1.71774,1.44882785,,,-0.26891215,0.0723137444176225,1.9299269999999997
HYD-LOCO-11.0,HYD_B0_TRAINING_MEAN,10-4,WASZ-BREW-10-4,WASZ-COND-11.0,10.78175,1.76842,1.44882785,,,-0.3195921500000001,0.10213914234162255,1.9299269999999997
HYD-LOCO-11.0,HYD_B0_TRAINING_MEAN,10-5,WASZ-BREW-10-5,WASZ-COND-11.0,10.85075,1.79563,1.44882785,,,-0.34680215000000003,0.12027173124462252,1.9299269999999997
HYD-LOCO-11.0,HYD_B1_PRESSURE_QUADRATIC,10-2,WASZ-BREW-10-2,WASZ-COND-11.0,10.805,1.79613,1.9077370426643725,,,0.11160704266437249,0.012456131972287062,1.9299269999999997
HYD-LOCO-11.0,HYD_B1_PRESSURE_QUADRATIC,10-3,WASZ-BREW-10-3,WASZ-COND-11.0,10.85,1.71774,1.9004473258044996,,,0.18270732580449955,0.03338196690263155,1.9299269999999997
HYD-LOCO-11.0,HYD_B1_PRESSURE_QUADRATIC,10-4,WASZ-BREW-10-4,WASZ-COND-11.0,10.78175,1.76842,1.9114482456039017,,,0.1430282456039016,0.020457079040529996,1.9299269999999997
HYD-LOCO-11.0,HYD_B1_PRESSURE_QUADRATIC,10-5,WASZ-BREW-10-5,WASZ-COND-11.0,10.85075,1.79563,1.9003246379687138,,,0.1046946379687137,0.010960967219400028,1.9299269999999997
HYD-LOCO-13.0,HYD_B0_TRAINING_MEAN,12-8-2,WASZ-BREW-12-8-2,WASZ-COND-13.0,12.72275,1.55970,1.4653380166666667,,,-0.09436198333333334,0.00890418389860028,1.9299269999999997
HYD-LOCO-13.0,HYD_B0_TRAINING_MEAN,12-8-3,WASZ-BREW-12-8-3,WASZ-COND-13.0,12.734,1.64669,1.4653380166666667,,,-0.18135198333333324,0.03288854185893358,1.9299269999999997
HYD-LOCO-13.0,HYD_B0_TRAINING_MEAN,12-8-4,WASZ-BREW-12-8-4,WASZ-COND-13.0,12.839,1.56689,1.4653380166666667,,,-0.10155198333333315,0.010312805318933574,1.9299269999999997
HYD-LOCO-13.0,HYD_B0_TRAINING_MEAN,12-8-5,WASZ-BREW-12-8-5,WASZ-COND-13.0,12.9095,1.61952,1.4653380166666667,,,-0.15418198333333333,0.023772083984600276,1.9299269999999997
HYD-LOCO-13.0,HYD_B0_TRAINING_MEAN,12-8-6,WASZ-BREW-12-8-6,WASZ-COND-13.0,12.797,1.63244,1.4653380166666667,,,-0.16710198333333315,0.02792307283393355,1.9299269999999997
HYD-LOCO-13.0,HYD_B0_TRAINING_MEAN,12-8-7,WASZ-BREW-12-8-7,WASZ-COND-13.0,12.635,1.60103,1.4653380166666667,,,-0.1356919833333332,0.01841231434093358,1.9299269999999997
HYD-LOCO-13.0,HYD_B1_PRESSURE_QUADRATIC,12-8-2,WASZ-BREW-12-8-2,WASZ-COND-13.0,12.72275,1.55970,0.9025820247433618,,,-0.6571179752566383,0.43180403340538387,1.9299269999999997
HYD-LOCO-13.0,HYD_B1_PRESSURE_QUADRATIC,12-8-3,WASZ-BREW-12-8-3,WASZ-COND-13.0,12.734,1.64669,0.8974358902014536,,,-0.7492541097985463,0.5613817210500122,1.9299269999999997
HYD-LOCO-13.0,HYD_B1_PRESSURE_QUADRATIC,12-8-4,WASZ-BREW-12-8-4,WASZ-COND-13.0,12.839,1.56689,0.8488543968986919,,,-0.718035603101308,0.515575127321059,1.9299269999999997
HYD-LOCO-13.0,HYD_B1_PRESSURE_QUADRATIC,12-8-5,WASZ-BREW-12-8-5,WASZ-COND-13.0,12.9095,1.61952,0.8156769753690423,,,-0.8038430246309578,0.6461636082478467,1.9299269999999997
HYD-LOCO-13.0,HYD_B1_PRESSURE_QUADRATIC,12-8-6,WASZ-BREW-12-8-6,WASZ-COND-13.0,12.797,1.63244,0.8684064160432206,,,-0.7640335839567793,0.583747317413841,1.9299269999999997
HYD-LOCO-13.0,HYD_B1_PRESSURE_QUADRATIC,12-8-7,WASZ-BREW-12-8-7,WASZ-COND-13.0,12.635,1.60103,0.9423297928264986,,,-0.6587002071735013,0.43388596293041354,1.9299269999999997
HYD-LOCO-1.0,HYD_P1_POROELASTIC_UNIVERSAL_LIMIT,1-1,WASZ-BREW-1-1,WASZ-COND-1.0,0.9575,0.07669,0.3736130633616119,0.6582267090966658,6.506306604592282e-10,0.2969230633616119,0.08816330555604379,1.6662024999999998
HYD-LOCO-1.0,HYD_P1_POROELASTIC_UNIVERSAL_LIMIT,1-2,WASZ-BREW-1-2,WASZ-COND-1.0,1.4195,0.11728,0.595684172411365,1.1083758235765009,7.182998640331562e-10,0.47840417241136496,0.228870552180603,1.6662024999999998
HYD-LOCO-1.0,HYD_P1_POROELASTIC_UNIVERSAL_LIMIT,1-3,WASZ-BREW-1-3,WASZ-COND-1.0,0.962,0.1199,0.37590319602880834,0.6626131454466534,7.308709193409868e-11,0.25600319602880833,0.06553763637696447,1.6662024999999998
HYD-LOCO-1.0,HYD_P1_POROELASTIC_UNIVERSAL_LIMIT,1-4,WASZ-BREW-1-4,WASZ-COND-1.0,0.962,0.11554,0.37590319602880834,0.6626131454466534,7.308709193409868e-11,0.2603631960288083,0.06778899384633566,1.6662024999999998
HYD-LOCO-1.0,HYD_P1_POROELASTIC_UNIVERSAL_LIMIT,1-5b,WASZ-BREW-1-5b,WASZ-COND-1.0,0.926,0.12603,0.35750989527093086,0.6275201518526728,9.109057952372268e-11,0.23147989527093085,0.053582941914641115,1.6662024999999998
HYD-LOCO-1.0,HYD_E2C_EWP_FINITE_PHI_POROELASTIC_COMPONENT,1-1,WASZ-BREW-1-1,WASZ-COND-1.0,0.9575,0.07669,0.36694690662128876,0.6585562480885792,3.5357283767467607e-10,0.2902569066212888,0.08424907184135956,1.6662024999999998
HYD-LOCO-1.0,HYD_E2C_EWP_FINITE_PHI_POROELASTIC_COMPONENT,1-2,WASZ-BREW-1-2,WASZ-COND-1.0,1.4195,0.11728,0.5862312851778205,1.1089148175244563,6.360074689126805e-10,0.46895128517782053,0.21991530786992955,1.6662024999999998
HYD-LOCO-1.0,HYD_E2C_EWP_FINITE_PHI_POROELASTIC_COMPONENT,1-3,WASZ-BREW-1-3,WASZ-COND-1.0,0.962,0.1199,0.36920357749834515,0.6629448620192295,1.695944495949675e-10,0.24930357749834514,0.06215227375347338,1.6662024999999998
HYD-LOCO-1.0,HYD_E2C_EWP_FINITE_PHI_POROELASTIC_COMPONENT,1-4,WASZ-BREW-1-4,WASZ-COND-1.0,0.962,0.11554,0.36920357749834515,0.6629448620192295,1.695944495949675e-10,0.2536635774983451,0.06434521054925894,1.6662024999999998
HYD-LOCO-1.0,HYD_E2C_EWP_FINITE_PHI_POROELASTIC_COMPONENT,1-5b,WASZ-BREW-1-5b,WASZ-COND-1.0,0.926,0.12603,0.35108169992400967,0.627834395497197,8.228873138449444e-11,0.22505169992400967,0.050648267638686496,1.6662024999999998
