model_id,physical_brew_id,condition_id,training_window,evaluation_window,parameter_training_source,state_initialization,state_at_split,modeled_progress_at_split,observed_progress_used_after_initialization,nrmse,coverage_fraction,failed,invalid_intervals
W-H5,7-2,7,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,51.54401050262191,False,0.2384684704410038,1.0,False,0
W-H0A,7-3,7,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,51.01234212595091,False,0.24947846841209084,1.0,False,0
W-H1,7-3,7,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,55.99554211731755,False,0.03061724846568601,1.0,False,0
W-H2,7-3,7,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,53.48418758955642,False,0.191467066676741,1.0,False,0
W-H3,7-3,7,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,55.09939599532899,False,0.05090722558049895,1.0,False,0
W-H5,7-3,7,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,51.022387445428514,False,0.24948357007185173,1.0,False,0
W-H0A,7-4,7,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,50.98973092998742,False,0.2536183171746081,1.0,False,0
W-H1,7-4,7,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,55.96320044749323,False,0.02232111830588214,1.0,False,0
W-H2,7-4,7,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,53.428574359958056,False,0.1797712059766505,1.0,False,0
W-H3,7-4,7,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,55.07255475589019,False,0.05856079878562635,1.0,False,0
W-H5,7-4,7,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,51.00327945613643,False,0.2536451423994147,1.0,False,0
W-H0A,8-1,8,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,55.333005535548885,False,0.17819077185802096,1.0,False,0
W-H1,8-1,8,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,60.86598003476771,False,0.15988851741128451,1.0,False,0
W-H2,8-1,8,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,59.23554163244893,False,0.3392481664234038,1.0,False,0
W-H3,8-1,8,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,59.83932402253786,False,0.06322340285297956,1.0,False,0
W-H5,8-1,8,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,55.34561417918116,False,0.17822583244178616,1.0,False,0
W-H0A,8-1b,8,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,54.880755051158395,False,0.20196947095601084,1.0,False,0
W-H1,8-1b,8,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,60.178611145745606,False,0.1119077279134431,1.0,False,0
W-H2,8-1b,8,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,58.600291341199785,False,0.28303035480773026,1.0,False,0
W-H3,8-1b,8,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,59.19150020570397,False,0.022452231746125862,1.0,False,0
W-H5,8-1b,8,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,54.890811042181674,False,0.2019516373882047,1.0,False,0
W-H0A,8-2,8,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,55.293941641740176,False,0.1940121109295928,1.0,False,0
W-H1,8-2,8,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,60.71557887467576,False,0.13076511319187997,1.0,False,0
W-H2,8-2,8,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,59.132881313313284,False,0.303611165636526,1.0,False,0
W-H3,8-2,8,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,59.70263937177183,False,0.037987680463786394,1.0,False,0
W-H5,8-2,8,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,55.305091738816785,False,0.19413637374023074,1.0,False,0
W-H0A,8-3,8,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,54.750395566769285,False,0.22753364984852018,1.0,False,0
W-H1,8-3,8,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,60.28716586692248,False,0.07278275901465502,1.0,False,0
W-H2,8-3,8,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,58.62989644480724,False,0.23313982786978743,1.0,False,0
W-H3,8-3,8,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,59.27736879178855,False,0.014298619827348896,1.0,False,0
W-H5,8-3,8,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,54.75797665674081,False,0.22752964719164004,1.0,False,0
W-H0A,9-1,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,59.869307575789094,False,0.19959897297991383,1.0,False,0
W-H1,9-1,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,65.97841813241874,False,0.12170235969936845,1.0,False,0
W-H2,9-1,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,65.42217617167269,False,0.2737027024699613,1.0,False,0
W-H3,9-1,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,64.817599952954,False,0.029607458427648947,1.0,False,0
W-H5,9-1,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,59.87637099865082,False,0.19961427970345128,1.0,False,0
W-H0A,9-2,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,60.122673240157845,False,0.1718308154870766,1.0,False,0
W-H1,9-2,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,66.2534271685906,False,0.17178651284887062,1.0,False,0
W-H2,9-2,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,65.70323923458344,False,0.33367864623750715,1.0,False,0
W-H3,9-2,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,65.09007905550878,False,0.07337657812026716,1.0,False,0
W-H5,9-2,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,60.13425676721525,False,0.17184721651303764,1.0,False,0
W-H0A,9-3,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,60.763938383400344,False,0.1805664073095649,1.0,False,0
W-H1,9-3,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,66.85438953854637,False,0.1494556772522337,1.0,False,0
W-H2,9-3,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,66.3640024920474,False,0.300775753853508,1.0,False,0
W-H3,9-3,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,65.6680885416383,False,0.05461827425430123,1.0,False,0
W-H5,9-3,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,60.76518927712116,False,0.18064733002156572,1.0,False,0
W-H0A,9-4,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,59.976613588718834,False,0.1774761432534258,1.0,False,0
W-H1,9-4,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,66.07772248766778,False,0.1632608836176097,1.0,False,0
W-H2,9-4,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,65.49827850574502,False,0.32393555274622793,1.0,False,0
W-H3,9-4,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,64.91744025436755,False,0.06556066084855874,1.0,False,0
W-H5,9-4,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,59.98521407333811,False,0.17748288700236817,1.0,False,0
W-H0A,9-5,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,60.812492680698675,False,0.143068350319323,1.0,False,0
W-H1,9-5,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,66.86502420105288,False,0.21955141554392402,1.0,False,0
W-H2,9-5,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,66.49015875454742,False,0.3867814760213893,1.0,False,0
W-H3,9-5,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,65.69047771494729,False,0.11562872178402203,1.0,False,0
W-H5,9-5,9,other_brews_15_60,held_brew_60_95,OTHER_PHYSICAL_BREWS_PREFIX_ONLY,ANALYSIS_START_15S,CONTINUED_FROM_MODELED_PREFIX,60.828627588931475,False,0.14310013931595764,1.0,False,0
