fold_id,condition_id,brew_id,measured_line_pressure_bar,observed_flow_g_s,frozen_Qc_g_s,frozen_Pc_bar,hi_basket_pressure_bar,x_hi,q_hi_g_s,h_lo_bar,h_hi_bar,closure_only_endpoint_bar,machine_adapter_contribution_bar,coupled_line_pressure_ceiling_bar,representability_margin_bar,exact_predict_status,root_admissible,closure_domain_valid,normalized_input_inside_0_1,fphi_finite,fphi_exception_class,machine_adapter_role,counterfactual_line_as_basket_failure,counterfactual_is_authorized_observation_operator,Pc_required_bar,Qc_required_g_s_at_frozen_Pc,observed_flow_implied_basket_pressure_bar,observed_pair_x_at_frozen_Pc,observed_pair_requires_x_gt_1,target_exposed,prediction,scoring_use_prohibited,fitting_use_prohibited
HYD-LOCO-13.0,WASZ-COND-13.0,WASZ-BREW-12-8-2,12.72275,1.5597,1.9573833549313604,12.300611999011151,12.30061199778109,0.9999999999,1.9573833549319979,-12.439590216222495,-0.001286411445041935,12.30061199778109,0.42085159077386836,12.721463588554958,-0.001286411445041935,NO_ADMISSIBLE_ROOT,False,True,True,True,,MITIGATING,LARGER,False,12.301898410456321,1.969729754551837,12.340532223421677,1.0032453852226,True,True,False,True,True
HYD-LOCO-13.0,WASZ-COND-13.0,WASZ-BREW-12-8-3,12.734,1.64669,1.9573833549313604,12.300611999011151,12.30061199778109,0.9999999999,1.9573833549319979,-12.450840216222495,-0.012536411445042361,12.30061199778109,0.42085159077386836,12.721463588554958,-0.012536411445042361,NO_ADMISSIBLE_ROOT,False,True,True,True,,MITIGATING,LARGER,False,12.313148410457448,2.0756366827910426,12.343795834286055,1.003510706237899,True,True,False,True,True
HYD-LOCO-13.0,WASZ-COND-13.0,WASZ-BREW-12-8-4,12.839,1.56689,1.9573833549313604,12.300611999011151,12.30061199778109,0.9999999999,1.9573833549319979,-12.555840216222496,-0.11753641144504279,12.30061199778109,0.42085159077386836,12.721463588554958,-0.11753641144504279,NO_ADMISSIBLE_ROOT,False,True,True,True,,MITIGATING,LARGER,False,12.418148410467948,2.9310669710936863,12.456131982668474,1.0126432720314913,True,True,False,True,True
HYD-LOCO-13.0,WASZ-COND-13.0,WASZ-BREW-12-8-5,12.9095,1.61952,1.9573833549313604,12.300611999011151,12.30061199778109,0.9999999999,1.9573833549319979,-12.626340216222495,-0.1880364114450419,12.30061199778109,0.42085159077386836,12.721463588554958,-0.1880364114450419,NO_ADMISSIBLE_ROOT,False,True,True,True,,MITIGATING,LARGER,False,12.488648410474996,3.414748913308175,12.521818190940564,1.0179833484664988,True,True,False,True,True
HYD-LOCO-13.0,WASZ-COND-13.0,WASZ-BREW-12-8-6,12.797,1.63244,1.9573833549313604,12.300611999011151,12.30061199778109,0.9999999999,1.9573833549319979,-12.513840216222494,-0.07553641144504297,12.30061199778109,0.42085159077386836,12.721463588554958,-0.07553641144504297,NO_ADMISSIBLE_ROOT,False,True,True,True,,MITIGATING,LARGER,False,12.376148410463747,2.6128285110919864,12.408121912415362,1.0087402084882324,True,True,False,True,True
HYD-LOCO-13.0,WASZ-COND-13.0,WASZ-BREW-12-8-7,12.635,1.60103,1.9573833549313604,12.300611999011151,12.30061199778109,0.9999999999,1.9573833549319979,-12.351840216222495,0.08646358855495784,12.30061199778109,0.42085159077386836,12.721463588554958,0.08646358855495784,PASS,True,True,True,True,,MITIGATING,LARGER,False,12.214148410447546,0.9621642177562705,12.249020222408342,0.9958057553065688,False,True,False,True,True
