case_id,geometry_id,family,state,L,voxel_um,seed,relation,parent_id,direction,force,precision,purpose
DIR-DEP30-L40-S101-Z,DIR-DEP30-L40-S101,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.3}",40,30,101,INDEPENDENT_REALIZATIONS,,Z,1e-05,f32,SCORED_DIRECTIONAL
DIR-H2-L40-S101-X,DIR-H2-L40-S101,DIRECTIONAL,"{""amp"":2,""hlen"":8,""phis"":0.55}",40,30,101,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED_DIRECTIONAL
DIR-H2-L40-S101-Y,DIR-H2-L40-S101,DIRECTIONAL,"{""amp"":2,""hlen"":8,""phis"":0.55}",40,30,101,INDEPENDENT_REALIZATIONS,,Y,1e-05,f32,SCORED_DIRECTIONAL
DIR-H2-L40-S101-Z,DIR-H2-L40-S101,DIRECTIONAL,"{""amp"":2,""hlen"":8,""phis"":0.55}",40,30,101,INDEPENDENT_REALIZATIONS,,Z,1e-05,f32,SCORED_DIRECTIONAL
DIR-BASE-L40-S211-X,DIR-BASE-L40-S211,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.55}",40,30,211,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED_DIRECTIONAL
DIR-BASE-L40-S211-Y,DIR-BASE-L40-S211,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.55}",40,30,211,INDEPENDENT_REALIZATIONS,,Y,1e-05,f32,SCORED_DIRECTIONAL
DIR-BASE-L40-S211-Z,DIR-BASE-L40-S211,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.55}",40,30,211,INDEPENDENT_REALIZATIONS,,Z,1e-05,f32,SCORED_DIRECTIONAL
DIR-SF64-L40-S211-X,DIR-SF64-L40-S211,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.64}",40,30,211,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED_DIRECTIONAL
DIR-SF64-L40-S211-Y,DIR-SF64-L40-S211,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.64}",40,30,211,INDEPENDENT_REALIZATIONS,,Y,1e-05,f32,SCORED_DIRECTIONAL
DIR-SF64-L40-S211-Z,DIR-SF64-L40-S211,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.64}",40,30,211,INDEPENDENT_REALIZATIONS,,Z,1e-05,f32,SCORED_DIRECTIONAL
DIR-DEP30-L40-S211-X,DIR-DEP30-L40-S211,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.3}",40,30,211,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED_DIRECTIONAL
DIR-DEP30-L40-S211-Y,DIR-DEP30-L40-S211,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.3}",40,30,211,INDEPENDENT_REALIZATIONS,,Y,1e-05,f32,SCORED_DIRECTIONAL
DIR-DEP30-L40-S211-Z,DIR-DEP30-L40-S211,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.3}",40,30,211,INDEPENDENT_REALIZATIONS,,Z,1e-05,f32,SCORED_DIRECTIONAL
DIR-H2-L40-S211-X,DIR-H2-L40-S211,DIRECTIONAL,"{""amp"":2,""hlen"":8,""phis"":0.55}",40,30,211,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED_DIRECTIONAL
DIR-H2-L40-S211-Y,DIR-H2-L40-S211,DIRECTIONAL,"{""amp"":2,""hlen"":8,""phis"":0.55}",40,30,211,INDEPENDENT_REALIZATIONS,,Y,1e-05,f32,SCORED_DIRECTIONAL
DIR-H2-L40-S211-Z,DIR-H2-L40-S211,DIRECTIONAL,"{""amp"":2,""hlen"":8,""phis"":0.55}",40,30,211,INDEPENDENT_REALIZATIONS,,Z,1e-05,f32,SCORED_DIRECTIONAL
DIR-BASE-L40-S307-X,DIR-BASE-L40-S307,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.55}",40,30,307,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED_DIRECTIONAL
DIR-BASE-L40-S307-Y,DIR-BASE-L40-S307,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.55}",40,30,307,INDEPENDENT_REALIZATIONS,,Y,1e-05,f32,SCORED_DIRECTIONAL
DIR-BASE-L40-S307-Z,DIR-BASE-L40-S307,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.55}",40,30,307,INDEPENDENT_REALIZATIONS,,Z,1e-05,f32,SCORED_DIRECTIONAL
DIR-SF64-L40-S307-X,DIR-SF64-L40-S307,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.64}",40,30,307,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED_DIRECTIONAL
DIR-SF64-L40-S307-Y,DIR-SF64-L40-S307,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.64}",40,30,307,INDEPENDENT_REALIZATIONS,,Y,1e-05,f32,SCORED_DIRECTIONAL
DIR-SF64-L40-S307-Z,DIR-SF64-L40-S307,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.64}",40,30,307,INDEPENDENT_REALIZATIONS,,Z,1e-05,f32,SCORED_DIRECTIONAL
DIR-DEP30-L40-S307-X,DIR-DEP30-L40-S307,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.3}",40,30,307,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED_DIRECTIONAL
DIR-DEP30-L40-S307-Y,DIR-DEP30-L40-S307,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.3}",40,30,307,INDEPENDENT_REALIZATIONS,,Y,1e-05,f32,SCORED_DIRECTIONAL
DIR-DEP30-L40-S307-Z,DIR-DEP30-L40-S307,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.3}",40,30,307,INDEPENDENT_REALIZATIONS,,Z,1e-05,f32,SCORED_DIRECTIONAL
DIR-H2-L40-S307-X,DIR-H2-L40-S307,DIRECTIONAL,"{""amp"":2,""hlen"":8,""phis"":0.55}",40,30,307,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED_DIRECTIONAL
DIR-H2-L40-S307-Y,DIR-H2-L40-S307,DIRECTIONAL,"{""amp"":2,""hlen"":8,""phis"":0.55}",40,30,307,INDEPENDENT_REALIZATIONS,,Y,1e-05,f32,SCORED_DIRECTIONAL
DIR-H2-L40-S307-Z,DIR-H2-L40-S307,DIRECTIONAL,"{""amp"":2,""hlen"":8,""phis"":0.55}",40,30,307,INDEPENDENT_REALIZATIONS,,Z,1e-05,f32,SCORED_DIRECTIONAL
DIR-BASE-L40-S401-X,DIR-BASE-L40-S401,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.55}",40,30,401,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED_DIRECTIONAL
DIR-BASE-L40-S401-Y,DIR-BASE-L40-S401,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.55}",40,30,401,INDEPENDENT_REALIZATIONS,,Y,1e-05,f32,SCORED_DIRECTIONAL
DIR-BASE-L40-S401-Z,DIR-BASE-L40-S401,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.55}",40,30,401,INDEPENDENT_REALIZATIONS,,Z,1e-05,f32,SCORED_DIRECTIONAL
DIR-SF64-L40-S401-X,DIR-SF64-L40-S401,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.64}",40,30,401,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED_DIRECTIONAL
DIR-SF64-L40-S401-Y,DIR-SF64-L40-S401,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.64}",40,30,401,INDEPENDENT_REALIZATIONS,,Y,1e-05,f32,SCORED_DIRECTIONAL
DIR-SF64-L40-S401-Z,DIR-SF64-L40-S401,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.64}",40,30,401,INDEPENDENT_REALIZATIONS,,Z,1e-05,f32,SCORED_DIRECTIONAL
DIR-DEP30-L40-S401-X,DIR-DEP30-L40-S401,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.3}",40,30,401,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED_DIRECTIONAL
DIR-DEP30-L40-S401-Y,DIR-DEP30-L40-S401,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.3}",40,30,401,INDEPENDENT_REALIZATIONS,,Y,1e-05,f32,SCORED_DIRECTIONAL
DIR-DEP30-L40-S401-Z,DIR-DEP30-L40-S401,DIRECTIONAL,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.3}",40,30,401,INDEPENDENT_REALIZATIONS,,Z,1e-05,f32,SCORED_DIRECTIONAL
DIR-H2-L40-S401-X,DIR-H2-L40-S401,DIRECTIONAL,"{""amp"":2,""hlen"":8,""phis"":0.55}",40,30,401,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED_DIRECTIONAL
DIR-H2-L40-S401-Y,DIR-H2-L40-S401,DIRECTIONAL,"{""amp"":2,""hlen"":8,""phis"":0.55}",40,30,401,INDEPENDENT_REALIZATIONS,,Y,1e-05,f32,SCORED_DIRECTIONAL
DIR-H2-L40-S401-Z,DIR-H2-L40-S401,DIRECTIONAL,"{""amp"":2,""hlen"":8,""phis"":0.55}",40,30,401,INDEPENDENT_REALIZATIONS,,Z,1e-05,f32,SCORED_DIRECTIONAL
