case_id,geometry_id,family,state,L,voxel_um,seed,relation,parent_id,direction,force,precision,purpose
BASE-L128-S1511-X,BASE-L128-S1511,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",128,30,1511,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_4
BASE-L128-S1601-X,BASE-L128-S1601,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",128,30,1601,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_4
BASE-L128-S1709-X,BASE-L128-S1709,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",128,30,1709,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_5
BASE-L128-S1801-X,BASE-L128-S1801,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",128,30,1801,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_5
BASE-L128-S1901-X,BASE-L128-S1901,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",128,30,1901,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_5
BASE-L128-S2003-X,BASE-L128-S2003,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",128,30,2003,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_5
BASE-L128-S2111-X,BASE-L128-S2111,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",128,30,2111,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_6
BASE-L128-S2203-X,BASE-L128-S2203,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",128,30,2203,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_6
BASE-L128-S2309-X,BASE-L128-S2309,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",128,30,2309,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_6
BASE-L128-S2411-X,BASE-L128-S2411,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",128,30,2411,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_6
BASE-L160-S101-X,BASE-L160-S101,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",160,30,101,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_1
BASE-L160-S211-X,BASE-L160-S211,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",160,30,211,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_1
BASE-L160-S307-X,BASE-L160-S307,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",160,30,307,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_1
BASE-L160-S401-X,BASE-L160-S401,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",160,30,401,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_1
BASE-L160-S503-X,BASE-L160-S503,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",160,30,503,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_2
BASE-L160-S601-X,BASE-L160-S601,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",160,30,601,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_2
BASE-L160-S701-X,BASE-L160-S701,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",160,30,701,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_2
BASE-L160-S809-X,BASE-L160-S809,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",160,30,809,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_2
BASE-L160-S907-X,BASE-L160-S907,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",160,30,907,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_3
BASE-L160-S1009-X,BASE-L160-S1009,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",160,30,1009,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_3
BASE-L160-S1103-X,BASE-L160-S1103,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",160,30,1103,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_3
BASE-L160-S1201-X,BASE-L160-S1201,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",160,30,1201,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_3
BASE-L160-S1301-X,BASE-L160-S1301,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",160,30,1301,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_4
BASE-L160-S1409-X,BASE-L160-S1409,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",160,30,1409,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_4
BASE-L160-S1511-X,BASE-L160-S1511,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",160,30,1511,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_4
BASE-L160-S1601-X,BASE-L160-S1601,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",160,30,1601,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_4
BASE-L160-S1709-X,BASE-L160-S1709,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",160,30,1709,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_5
BASE-L160-S1801-X,BASE-L160-S1801,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",160,30,1801,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_5
BASE-L160-S1901-X,BASE-L160-S1901,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",160,30,1901,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_5
BASE-L160-S2003-X,BASE-L160-S2003,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",160,30,2003,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_5
BASE-L160-S2111-X,BASE-L160-S2111,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",160,30,2111,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_6
BASE-L160-S2203-X,BASE-L160-S2203,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",160,30,2203,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_6
BASE-L160-S2309-X,BASE-L160-S2309,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",160,30,2309,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_6
BASE-L160-S2411-X,BASE-L160-S2411,BASELINE,"{""amp"":0,""hlen"":8,""phis"":0.55}",160,30,2411,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_6
DEP00-L40-S503-X,DEP00-L40-S503,THROAT_RESTRICTION,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.0}",40,30,503,PAIRED_TRANSFORMATION,BASE-L40-S503,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_1
DEP10-L40-S503-X,DEP10-L40-S503,THROAT_RESTRICTION,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.1}",40,30,503,PAIRED_TRANSFORMATION,BASE-L40-S503,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_1
DEP20-L40-S503-X,DEP20-L40-S503,THROAT_RESTRICTION,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.2}",40,30,503,PAIRED_TRANSFORMATION,BASE-L40-S503,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_1
DEP30-L40-S503-X,DEP30-L40-S503,THROAT_RESTRICTION,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.3}",40,30,503,PAIRED_TRANSFORMATION,BASE-L40-S503,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_1
DEP40-L40-S503-X,DEP40-L40-S503,THROAT_RESTRICTION,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.4}",40,30,503,PAIRED_TRANSFORMATION,BASE-L40-S503,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_1
DEP00-L40-S601-X,DEP00-L40-S601,THROAT_RESTRICTION,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.0}",40,30,601,PAIRED_TRANSFORMATION,BASE-L40-S601,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_1
DEP10-L40-S601-X,DEP10-L40-S601,THROAT_RESTRICTION,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.1}",40,30,601,PAIRED_TRANSFORMATION,BASE-L40-S601,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_1
DEP20-L40-S601-X,DEP20-L40-S601,THROAT_RESTRICTION,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.2}",40,30,601,PAIRED_TRANSFORMATION,BASE-L40-S601,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_1
DEP30-L40-S601-X,DEP30-L40-S601,THROAT_RESTRICTION,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.3}",40,30,601,PAIRED_TRANSFORMATION,BASE-L40-S601,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_1
DEP40-L40-S601-X,DEP40-L40-S601,THROAT_RESTRICTION,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.4}",40,30,601,PAIRED_TRANSFORMATION,BASE-L40-S601,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_1
DEP00-L40-S701-X,DEP00-L40-S701,THROAT_RESTRICTION,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.0}",40,30,701,PAIRED_TRANSFORMATION,BASE-L40-S701,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_1
DEP10-L40-S701-X,DEP10-L40-S701,THROAT_RESTRICTION,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.1}",40,30,701,PAIRED_TRANSFORMATION,BASE-L40-S701,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_1
DEP20-L40-S701-X,DEP20-L40-S701,THROAT_RESTRICTION,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.2}",40,30,701,PAIRED_TRANSFORMATION,BASE-L40-S701,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_1
DEP30-L40-S701-X,DEP30-L40-S701,THROAT_RESTRICTION,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.3}",40,30,701,PAIRED_TRANSFORMATION,BASE-L40-S701,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_1
DEP40-L40-S701-X,DEP40-L40-S701,THROAT_RESTRICTION,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.4}",40,30,701,PAIRED_TRANSFORMATION,BASE-L40-S701,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_1
DEP00-L40-S809-X,DEP00-L40-S809,THROAT_RESTRICTION,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.0}",40,30,809,PAIRED_TRANSFORMATION,BASE-L40-S809,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_1
DEP10-L40-S809-X,DEP10-L40-S809,THROAT_RESTRICTION,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.1}",40,30,809,PAIRED_TRANSFORMATION,BASE-L40-S809,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_1
DEP20-L40-S809-X,DEP20-L40-S809,THROAT_RESTRICTION,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.2}",40,30,809,PAIRED_TRANSFORMATION,BASE-L40-S809,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_1
DEP30-L40-S809-X,DEP30-L40-S809,THROAT_RESTRICTION,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.3}",40,30,809,PAIRED_TRANSFORMATION,BASE-L40-S809,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_1
DEP40-L40-S809-X,DEP40-L40-S809,THROAT_RESTRICTION,"{""amp"":0,""hlen"":8,""phis"":0.55,""restriction"":0.4}",40,30,809,PAIRED_TRANSFORMATION,BASE-L40-S809,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_1
