case_id,geometry_id,family,L,voxel_um,seed,relation,parent_id,direction,force,precision,purpose,status,geometry_sha256,K_gross_lu2,K_void_lu2,q_box_lu,phi_gross,phi_connected_x,phi_connected_y,phi_connected_z,solid_fraction,specific_interfacial_area_lu,pore_distance_q10,pore_distance_q50,pore_distance_q90,euler_characteristic,velocity_cv,flux_gini,top_10_flow_share,top_25_flow_share,normalized_flow_entropy,Mach,steps,wall_seconds,state_phis,state_amp,state_hlen,restriction_fraction,physical_lineage_id
BASE-L24-S401-X,BASE-L24-S401,BASELINE,24,30.0,401,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,c7ee63746d2c3a30043ddd0bb4959711f0c99cd61182cd4233f7f193cffc6beb,1.092994326359966,3.0279666468136615,4.68426139868557e-05,0.3609664351851852,0.3609664351851852,0.3609664351851852,0.3609664351851852,0.6390335648148148,0.17201967592592593,1.0,2.0,4.123105625617661,0,1.4391097838302183,0.6827349097794437,0.46957795606024066,0.8256433256502965,0.6789487767840878,0.000744013483389235,7800,1.0,0.55,0,8,0.0,LINEAGE-7eff4ec15556c91f
BASE-L24-S503-X,BASE-L24-S503,BASELINE,24,30.0,503,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,7ea59a784a701024e4f7ad05751497e27ecfd8f82be02ead8990aa296fb7cb66,1.37324183533942,3.5463656139981583,5.885322151454659e-05,0.38722511574074076,0.38722511574074076,0.38722511574074076,0.38722511574074076,0.6127748842592593,0.1775173611111111,1.0,2.23606797749979,4.47213595499958,-1,1.5017359349151296,0.6912989552601011,0.526284456063969,0.8197063857242147,0.6774468566817127,0.000928885959105343,16000,1.4,0.55,0,8,0.0,LINEAGE-c90c02c23516a928
BASE-L24-S601-X,BASE-L24-S601,BASELINE,24,30.0,601,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,656543e11bbcc96cd18a8324d7ef46a6cd8d223a5a28fd06f0e2191e170af2e6,2.021437407011742,4.529068187119987,8.663303172907467e-05,0.44632523148148145,0.44632523148148145,0.44632523148148145,0.44632523148148145,0.5536747685185185,0.18287037037037038,1.0,2.23606797749979,4.242640687119285,1,1.3474579788508243,0.6407091120725993,0.4861060480011189,0.7364348432328224,0.7323756037521882,0.000876048429449987,7200,1.0,0.55,0,8,0.0,LINEAGE-84a2f90148298a5f
BASE-L24-S701-X,BASE-L24-S701,BASELINE,24,30.0,701,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,830c7b40072d33575471535ddfe6a9f92c4cfd0110bf268f928abcd99e2a9935,0.33565288482617356,0.7822092852051624,1.438512363540744e-05,0.4291087962962963,0.4291087962962963,0.4291087962962963,0.4291087962962963,0.5708912037037037,0.19039351851851852,1.0,2.23606797749979,4.242640687119285,1,1.3352611405177526,0.6554873930628635,0.44680492565146007,0.7616718963501601,0.7098706601339971,0.0004026043629598337,17800,1.4,0.55,0,8,0.0,LINEAGE-81c1f3ba90e952b2
BASE-L24-S809-X,BASE-L24-S809,BASELINE,24,30.0,809,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,a3475e2c0483be404d910a69160dc2606d2610ebece8dc205f8083fae13863da,0.5957262177843886,1.9786927521987958,2.5531123619330948e-05,0.30107060185185186,0.30107060185185186,0.30107060185185186,0.30107060185185186,0.6989293981481481,0.16565393518518517,1.0,2.0,3.7416573867739413,0,1.4754790161238749,0.6951128334132065,0.5195816469231501,0.8012121980745992,0.6678160509298816,0.00039390086740191855,11400,1.2,0.55,0,8,0.0,LINEAGE-1a0e94f83b1f9fd5
BASE-L24-S907-X,BASE-L24-S907,BASELINE,24,30.0,907,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_3,PASS,f1ac5c6c2a6301f29c0f010b60ebba20294e36cce2c1177ad9073fcd4a09cba5,0.32455054522450716,0.7871204802076468,1.390930908105031e-05,0.4123263888888889,0.41218171296296297,0.41218171296296297,0.41218171296296297,0.5876736111111112,0.2019675925925926,1.0,2.0,4.123105625617661,-3,1.2343424245855783,0.6230708079453489,0.4393257742008992,0.6964153117605034,0.7436369827781681,0.00036041824553711396,5600,0.9,0.55,0,8,0.0,LINEAGE-f6716acd691793fd
BASE-L32-S1009-X,BASE-L32-S1009,BASELINE,32,30.0,1009,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_3,PASS,e8dea2dd521cb2af020f0faa34f0a4dde6ec27b6f154d020bd004cd378d0ddaf,3.053330517422324,7.114522818381193,0.00013085702217524247,0.429168701171875,0.429168701171875,0.429168701171875,0.429168701171875,0.570831298828125,0.152587890625,1.0,2.8284271247461903,5.830951894845301,0,1.370825991273458,0.6557773464580696,0.47744189336176923,0.735156810172289,0.7138426652230222,0.0015659300232527856,1600,0.8,0.55,0,8,0.0,LINEAGE-707beaee0cf5eb43
BASE-L32-S101-X,BASE-L32-S101,BASELINE,32,30.0,101,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,94063f8aba77cd792b8cfcb798b9288884b88ed04014ff8b589dadd77ba78477,1.2480981652544942,3.5995142298063074,5.3489921368049756e-05,0.34674072265625,0.346710205078125,0.346710205078125,0.346710205078125,0.65325927734375,0.16741943359375,1.0,2.23606797749979,4.242640687119285,-4,1.6667055958000327,0.6901775186241592,0.5761313934425489,0.8090407463317111,0.6716258642644983,0.0008762702304273891,13600,2.9,0.55,0,8,0.0,LINEAGE-f437c258e5ed4be5
BASE-L32-S1103-X,BASE-L32-S1103,BASELINE,32,30.0,1103,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_3,PASS,82de938e5baffe3c19bb33120a9f64c71e8b1233e37b9a3ab006fa2b984081a0,0.6688401980980323,1.603846001556994,2.86645799184871e-05,0.417022705078125,0.417022705078125,0.417022705078125,0.417022705078125,0.582977294921875,0.18408203125,1.0,2.23606797749979,4.242640687119285,0,0.8542048941406952,0.44203723390759997,0.346184710487446,0.5410437758386895,0.8830937942455678,0.0005006294561506338,22600,1.7,0.55,0,8,0.0,LINEAGE-7fd6f54394822e5b
BASE-L32-S1201-X,BASE-L32-S1201,BASELINE,32,30.0,1201,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_3,PASS,a8041e73891d484f8987257470de1582b665b4d147b82dce1553bedab8cbe889,1.2258929947261303,2.7502438484996468,5.253827120254846e-05,0.44573974609375,0.445526123046875,0.445526123046875,0.445526123046875,0.55426025390625,0.17724609375,1.0,2.23606797749979,4.898979485566356,-1,1.5909236199948589,0.6546836975338006,0.5679166240063265,0.7767794467004338,0.7074336908179317,0.001136071966013294,1600,0.8,0.55,0,8,0.0,LINEAGE-2fa16e08761c1499
BASE-L32-S1301-X,BASE-L32-S1301,BASELINE,32,30.0,1301,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_4,PASS,c07aebaae5e59f36b7d9f3787e8bf54cfe7dbb27d7f1e1c593d75210188c4f39,1.7991322573180182,4.236111648185443,7.710566817077223e-05,0.424713134765625,0.424713134765625,0.424713134765625,0.424713134765625,0.575286865234375,0.1529541015625,1.0,2.449489742783178,5.916079783099616,0,1.72731615550051,0.7155755220547596,0.6125541314357146,0.8200016551663714,0.6474199465689093,0.0015413689928387895,7200,1.0,0.55,0,8,0.0,LINEAGE-905f4d1bf07ddc2b
BASE-L32-S1409-X,BASE-L32-S1409,BASELINE,32,30.0,1409,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_4,PASS,62524e8364868a655c467a46af53dd6a1cd01b5de5a52d80453fb333f6e69ffd,0.9582947160426126,2.164121382169837,4.106977354468341e-05,0.44281005859375,0.44281005859375,0.44281005859375,0.44281005859375,0.55718994140625,0.18170166015625,1.0,2.23606797749979,4.0,-1,0.5855439043273376,0.31692783444044403,0.24793940428686512,0.45220423056779335,0.9423554870278977,0.00038961675631874035,2400,0.8,0.55,0,8,0.0,LINEAGE-ff15fa0579ddbc21
BASE-L32-S1511-X,BASE-L32-S1511,BASELINE,32,30.0,1511,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_4,PASS,0b87a1a3b4e3d820fc664d62a2b6d7e832f7551654df365c52d00b2d46e56cdd,0.6804572163928667,1.608282030204952,2.9162452131122868e-05,0.423095703125,0.423095703125,0.423095703125,0.423095703125,0.576904296875,0.17620849609375,1.0,2.23606797749979,5.0,-2,1.5714277764794162,0.6746301794476283,0.5697585586261009,0.7929740902276116,0.6951637614969038,0.0009283334730343596,10800,1.2,0.55,0,8,0.0,LINEAGE-64553cfa1071de4a
BASE-L32-S1601-X,BASE-L32-S1601,BASELINE,32,30.0,1601,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_4,PASS,55297e80468e4062743ea2aa354b8acd3537cfedb95ab9a8e535ca48670559a6,1.9663890579128342,4.976031867301549,8.427381676769292e-05,0.395172119140625,0.3951416015625,0.3951416015625,0.3951416015625,0.604827880859375,0.16064453125,1.0,2.23606797749979,5.0990195135927845,1,1.4540128388462175,0.6667996155417522,0.5241067637773378,0.7789573428631968,0.7038279744211561,0.0010817388928584916,3400,0.8,0.55,0,8,0.0,LINEAGE-49949d726b3d4cda
BASE-L32-S1709-X,BASE-L32-S1709,BASELINE,32,30.0,1709,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_5,PASS,ed037baee26f19dc0981d440410d72a4cca002e5e3429a56086f7df766d97def,0.7069676839314002,1.5874677631099925,3.0298615025631443e-05,0.445343017578125,0.445281982421875,0.445281982421875,0.445281982421875,0.554656982421875,0.18463134765625,1.0,2.23606797749979,4.898979485566356,-4,1.0778624164682074,0.5478439448713821,0.3920791127854917,0.6489913726807678,0.8141093044221038,0.0006786183889423806,11400,1.2,0.55,0,8,0.0,LINEAGE-824d07e9147b40dc
BASE-L32-S1801-X,BASE-L32-S1801,BASELINE,32,30.0,1801,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_5,PASS,05cfa3c0f001d290950b58ca9a68f239c9ea66de1633f116c01dc056277d0779,0.9957774751088105,2.911021170877465,4.2676177504663314e-05,0.342071533203125,0.341827392578125,0.341827392578125,0.341827392578125,0.657928466796875,0.183837890625,1.0,2.0,4.358898943540674,-1,1.6963881363294453,0.7225707788025837,0.5952548050096589,0.8442298574000529,0.6372679915234607,0.000922722815673721,2800,0.8,0.55,0,8,0.0,LINEAGE-d25cdde972a162bb
BASE-L32-S1901-X,BASE-L32-S1901,BASELINE,32,30.0,1901,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_5,PASS,8e3d22357299d1f6ff85d26ebb4b53f6129f2659a95419172b368c0441c910d5,1.1129561172951894,2.6918619760502485,4.769811931265098e-05,0.4134521484375,0.413360595703125,0.413360595703125,0.413360595703125,0.5865478515625,0.17547607421875,1.0,2.23606797749979,4.47213595499958,1,1.15886822298132,0.5757862804489774,0.41593269454740533,0.6458327909210592,0.7868081938759254,0.0007055264769717953,2400,0.8,0.55,0,8,0.0,LINEAGE-5e051425b1accf3d
BASE-L32-S211-X,BASE-L32-S211,BASELINE,32,30.0,211,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,e4edd11b668876d9b10412382870a3a3aaf834d7c0fd60187af1f0a4e13991bd,0.9673267097203524,2.1952601720421434,4.145685898801511e-05,0.440643310546875,0.440521240234375,0.440521240234375,0.440521240234375,0.559356689453125,0.1708984375,1.0,2.23606797749979,5.0,1,1.4490669624220047,0.6079035439444809,0.5579048904013721,0.707030856465363,0.7487072165020677,0.0008816018218310054,36000,2.3,0.55,0,8,0.0,LINEAGE-b8019ff74341da42
BASE-L32-S2111-X,BASE-L32-S2111,BASELINE,32,30.0,2111,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_6,PASS,9ce75984100a1c65f6e90cbe7cf87f8739468ce8e2e6a801404d608a718c3fe4,1.0020838660370917,2.4906162107329655,4.294645140158965e-05,0.40234375,0.402191162109375,0.402191162109375,0.402191162109375,0.59765625,0.18017578125,1.0,2.23606797749979,4.58257569495584,-1,1.5002822130859883,0.6438198221943028,0.5026321201930823,0.7251680614354552,0.7183391173900517,0.0008932326618114675,3000,0.8,0.55,0,8,0.0,LINEAGE-08f95f4446661855
BASE-L32-S2309-X,BASE-L32-S2309,BASELINE,32,30.0,2309,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_6,PASS,04700f13e8fcf66b8e6c6c2b938ea4994c5df9cb8bca9ac9f3304ed436d52154,1.6010303410031965,3.985911123992763,6.861558604299414e-05,0.40167236328125,0.401519775390625,0.401519775390625,0.401519775390625,0.59832763671875,0.17926025390625,1.0,2.23606797749979,4.69041575982343,-2,1.683468446046777,0.6850369622527912,0.5904777498317536,0.7927573250816586,0.6808800953561829,0.0011225586406464448,3600,0.8,0.55,0,8,0.0,LINEAGE-e841a8273f19d3db
BASE-L32-S307-X,BASE-L32-S307,BASELINE,32,30.0,307,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,c620791263263081df4352bf6a8d43ed90a73014c86b4b2287d3f7ff909093b8,1.9549933789060527,4.634393622223362,8.378543052454513e-05,0.421844482421875,0.42181396484375,0.42181396484375,0.42181396484375,0.578155517578125,0.1663818359375,1.0,2.23606797749979,5.0,-3,1.3068372079187047,0.6307460544711062,0.4498849122730437,0.7306447795893615,0.7418729693942692,0.0011924357279348393,2400,0.8,0.55,0,8,0.0,LINEAGE-e74e7d3cdffb6b0e
BASE-L32-S401-X,BASE-L32-S401,BASELINE,32,30.0,401,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,24ef50153f57bb76a30c1a4be4748d0c2ae032ea86d0a8e0f130da2c170478b0,4.121869939366854,9.28093411483358,0.00017665156883000805,0.444122314453125,0.444091796875,0.444091796875,0.444091796875,0.555877685546875,0.13250732421875,1.0,3.0,5.385164807134504,0,1.1238524809599644,0.589239052131765,0.37618626609866035,0.6420376185618097,0.7553673737598814,0.0013206099759373424,2400,0.8,0.55,0,8,0.0,LINEAGE-fb8abbea8bdf9ba4
BASE-L32-S503-X,BASE-L32-S503,BASELINE,32,30.0,503,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,f15c9103ab505c658832b7461484fd6f037dcd9a7dd9e9bee848841d32ada439,1.2112850949051515,2.9022660127121966,5.191221835307793e-05,0.4173583984375,0.4173583984375,0.4173583984375,0.4173583984375,0.5826416015625,0.1607666015625,1.0,2.23606797749979,5.0990195135927845,1,1.1810064429182672,0.6069106524931167,0.40709202136635725,0.6751231376962595,0.7560755367602853,0.0009276529473082394,13000,1.3,0.55,0,8,0.0,LINEAGE-cbfb6ae0b8e4afc2
BASE-L32-S601-X,BASE-L32-S601,BASELINE,32,30.0,601,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,19c7cd99f1673ba505c16135c415bfe826c5969ee6bd2dde30e64c1adfefe750,1.1483803215519377,3.132189643467113,4.9216299495083055e-05,0.36663818359375,0.3665771484375,0.3665771484375,0.3665771484375,0.63336181640625,0.16180419921875,1.0,2.23606797749979,4.47213595499958,-2,1.395444804397048,0.6703932111700477,0.476071117594238,0.7913018602940343,0.698140920114768,0.0009513261689008707,8400,1.1,0.55,0,8,0.0,LINEAGE-2cee23a440049ab8
BASE-L32-S701-X,BASE-L32-S701,BASELINE,32,30.0,701,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,89262aaa65fd8bb1beb2ab61c507d3cccfc26f412ad47adf23168c4d9431eac3,1.9545742018341443,4.407948206861751,8.376746579289191e-05,0.44342041015625,0.44342041015625,0.44342041015625,0.44342041015625,0.55657958984375,0.15350341796875,1.0,2.8284271247461903,6.0,0,1.5660281173894237,0.6983465427835414,0.5869104429708341,0.8158555888525801,0.6679354550539863,0.0015436627174010055,5400,0.9,0.55,0,8,0.0,LINEAGE-9f02c702bf8babe5
BASE-L32-S809-X,BASE-L32-S809,BASELINE,32,30.0,809,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,a843207eff3a83389b0da0cc7e78a965ed580c29b01507eb4f34dac73de02da0,1.5101367576937912,3.733526578852433,6.472014675830535e-05,0.40447998046875,0.404388427734375,0.404388427734375,0.404388427734375,0.59552001953125,0.18341064453125,1.0,2.23606797749979,5.0990195135927845,-10,1.3352378058229208,0.6373811445688043,0.49291613431706255,0.7551701442425386,0.7363872197681217,0.0009243816853474366,7000,1.0,0.55,0,8,0.0,LINEAGE-4e824c2a566b2a18
BASE-L32-S907-X,BASE-L32-S907,BASELINE,32,30.0,907,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_3,PASS,c1cb7d7751d75bfed90cc9ed37873a686d435c34f7114124d0607c684fc03815,2.0255866345532563,4.702403318529302,8.681085576656814e-05,0.430755615234375,0.430755615234375,0.430755615234375,0.430755615234375,0.569244384765625,0.1572265625,1.0,2.449489742783178,5.477225575051661,-5,1.5675811696961695,0.7006023741540359,0.5769964221351703,0.8066451751371131,0.6677934178744243,0.0015566807208578655,1600,0.8,0.55,0,8,0.0,LINEAGE-3f564dce9b8b1dcb
BASE-L40-S1009-X,BASE-L40-S1009,BASELINE,40,30.0,1009,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_3,PASS,6c226b4213b05aed11153c8b491114af2c04534569945df93f8d8d712bccc308,2.2461005691583855,5.182436961069171,9.626145296393081e-05,0.43340625,0.43315625,0.43315625,0.43315625,0.56659375,0.166,1.0,2.449489742783178,5.477225575051661,-11,1.302538389268452,0.6193299785756584,0.46834661410694084,0.7164739864094366,0.7546245643543952,0.0014834647223105608,5800,1.3,0.55,0,8,0.0,LINEAGE-5a484ab4707279d1
BASE-L40-S101-X,BASE-L40-S101,BASELINE,40,30.0,101,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,6be3b870f9991cfd2f7759553944b8fc6a7b9a83187558558ec98970aaedccac,0.8201423407052879,2.0908663880313267,3.514895745879806e-05,0.39225,0.39215625,0.39215625,0.39215625,0.60775,0.17453125,1.0,2.23606797749979,4.898979485566356,-8,0.8872444439562771,0.44470631817738937,0.3440659955676682,0.5688169333184004,0.875529327674337,0.0006292507843505415,4000,1.1,0.55,0,8,0.0,LINEAGE-6ca7820524bc75f9
BASE-L40-S1103-X,BASE-L40-S1103,BASELINE,40,30.0,1103,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_3,PASS,88136719b03ed89f6c1f71bdc95c36b241c0aef025d7b7e2d01aa598c0c6a637,1.5413401263801916,3.5719219353417193,6.60574339877225e-05,0.431515625,0.431515625,0.431515625,0.431515625,0.568484375,0.165625,1.0,2.449489742783178,5.744562646538029,-2,1.242375991063031,0.5854091361696807,0.47336770679606194,0.7159975197537363,0.783716928292365,0.00103578495653681,5800,1.3,0.55,0,8,0.0,LINEAGE-88edbdd9c1f9fc4c
BASE-L40-S1201-X,BASE-L40-S1201,BASELINE,40,30.0,1201,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_3,PASS,8472a8fc812940387511dd9a3819c24ee1b5d381975ef05964800c5e0e139811,0.40948463832472126,0.9677628084483811,1.7549341642488057e-05,0.423125,0.422953125,0.422953125,0.422953125,0.576875,0.17553125,1.0,2.23606797749979,5.0990195135927845,-1,0.8070016068717545,0.3949475782661383,0.33082218815514625,0.5240276858269731,0.9055442881540686,0.0005409865976727645,8000,1.5,0.55,0,8,0.0,LINEAGE-9b966ff567b8d854
BASE-L40-S1301-X,BASE-L40-S1301,BASELINE,40,30.0,1301,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_4,PASS,def211d42de4953653ab0f1ee85d116b7dcb6fc8c79d2cec4fa5dfdc591857d2,1.3448450746960627,3.4466636545149774,5.763621748697413e-05,0.3901875,0.390140625,0.390140625,0.390140625,0.6098125,0.16440625,1.0,2.23606797749979,5.0990195135927845,-2,1.524784931393005,0.685080313330172,0.5398815686617439,0.8004085360399421,0.6845472260047759,0.0013259988323205789,9600,1.6,0.55,0,8,0.0,LINEAGE-96f71fe7d1fa81ad
BASE-L40-S1409-X,BASE-L40-S1409,BASELINE,40,30.0,1409,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_4,PASS,31dde487e33e5e0028747977453a2dce677a9d09bccd3f12a59642f1711d3fba,2.6587163340666082,6.15710831452681,0.0001139449857457118,0.4318125,0.43175,0.43175,0.43175,0.5681875,0.15503125,1.0,2.8284271247461903,5.830951894845301,-2,1.3257898652705022,0.6213416391724594,0.4643002459294766,0.7176091558416691,0.7506675734142759,0.001587396526757518,3000,1.0,0.55,0,8,0.0,LINEAGE-42cf845882011cc3
BASE-L40-S1511-X,BASE-L40-S1511,BASELINE,40,30.0,1511,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_4,PASS,0e7fbba2233bcbee6a98555a9d4a9b3eac3f259234bc88056b34fa2fb144c967,1.237330060734682,2.9914295817097174,5.3028431174343525e-05,0.413625,0.413546875,0.413546875,0.413546875,0.586375,0.17790625,1.0,2.23606797749979,5.0,-9,1.002999395647883,0.5088873098539455,0.37948402890165467,0.6016605996314744,0.8434171120954854,0.0010095731219391857,10800,1.8,0.55,0,8,0.0,LINEAGE-154180fadd9aa0a7
BASE-L40-S1601-X,BASE-L40-S1601,BASELINE,40,30.0,1601,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_4,PASS,8178d2f90661a1c42b77ef1d7cebc6da402e15db42b9aae3b5695689c9da06cd,3.2724569031666855,7.400347754590576,0.00014024815299285798,0.442203125,0.442109375,0.442109375,0.442109375,0.557796875,0.13921875,1.0,3.0,6.557438524302,-4,1.503363475689352,0.6636890619668657,0.5560569235981571,0.7652949255269379,0.7070756385917658,0.002064041382988836,2400,0.9,0.55,0,8,0.0,LINEAGE-789b9a88a2332650
BASE-L40-S1709-X,BASE-L40-S1709,BASELINE,40,30.0,1709,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_5,PASS,4435335b7dfeec753884830fc8d0a23ca2e4f4aac590d7262e50ecc5a5e59404,1.1560563734070985,2.620236140455938,4.954527314601852e-05,0.441203125,0.441140625,0.441140625,0.441140625,0.558796875,0.17528125,1.0,2.449489742783178,5.196152422706632,-4,0.9625147222414092,0.4792627834508499,0.37786613735333163,0.5669024632608368,0.8554351181330601,0.0007366614867187378,6400,1.3,0.55,0,8,0.0,LINEAGE-69cb8d6e112646a8
BASE-L40-S1801-X,BASE-L40-S1801,BASELINE,40,30.0,1801,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_5,PASS,b3c88510d62775a77828053f5b1a79c8e2fe8c2d877959a9cf217fe0ce679e4f,2.19984210462759,5.150347333046743,9.427894734118244e-05,0.427125,0.427046875,0.427046875,0.427046875,0.572875,0.16046875,1.0,2.449489742783178,5.656854249492381,-3,1.3258441467040445,0.6237341793043786,0.4878824419290422,0.7414874413390402,0.7495695506570976,0.0014179546946299615,2000,0.9,0.55,0,8,0.0,LINEAGE-084619b56e7c056f
BASE-L40-S1901-X,BASE-L40-S1901,BASELINE,40,30.0,1901,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_5,PASS,079ba08d417a84f1375f26ad07692da8f90c78779d770f6b4f2edd1f478cb38d,0.7612162862481457,1.9186295809657108,3.2623555124920535e-05,0.39675,0.396640625,0.396640625,0.396640625,0.60325,0.17365625,1.0,2.23606797749979,4.58257569495584,-6,1.1520412829907611,0.5096074357256635,0.4632742408225664,0.608161357722034,0.8320548566904692,0.0007952770830633577,38200,4.6,0.55,0,8,0.0,LINEAGE-2ae6ef73d3dfbe0f
BASE-L40-S2003-X,BASE-L40-S2003,BASELINE,40,30.0,2003,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_5,PASS,cd46e49fd7f7143fa97b799e5049413cf8b577a92701a7791019c9e02b50077c,1.162428853243468,2.6910995336437673,4.981837942472006e-05,0.431953125,0.431890625,0.431890625,0.431890625,0.568046875,0.1699375,1.0,2.23606797749979,5.0,-6,0.6257726215566,0.3477521752394066,0.24368844992309058,0.4474276243670676,0.9199186050787115,0.0006389481751291268,3400,1.0,0.55,0,8,0.0,LINEAGE-4250c2d46657638f
BASE-L40-S211-X,BASE-L40-S211,BASELINE,40,30.0,211,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,00ebf1abee9512445894480acf5438652b847791d98e272f51a52cf04b6cf96b,0.6234082587284342,1.487958848311322,2.6717496802647186e-05,0.41896875,0.418890625,0.418890625,0.418890625,0.58103125,0.1654375,1.0,2.449489742783178,5.385164807134504,-7,0.9357184583960273,0.4973641596502785,0.3416044494124775,0.592656405100093,0.8448651745095448,0.0007465411071639842,2600,1.0,0.55,0,8,0.0,LINEAGE-da7edd8ce9b9b489
BASE-L40-S2111-X,BASE-L40-S2111,BASELINE,40,30.0,2111,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_6,PASS,fe9a33439a0a07f0134983e5bb736eda0f5baca47e5cfa4972dc8d01bc652435,1.937655198939528,4.4122227542919585,8.304236566883693e-05,0.43915625,0.439125,0.439125,0.439125,0.56084375,0.156,1.0,2.8284271247461903,6.164414002968976,-8,1.5058669295045088,0.6319437929978775,0.5372568767896375,0.7492837632367191,0.7338703729676258,0.0015659898086980582,6400,1.3,0.55,0,8,0.0,LINEAGE-6cb8ca61bf031111
BASE-L40-S2203-X,BASE-L40-S2203,BASELINE,40,30.0,2203,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_6,PASS,3bbc581cab19b7b2f68579b4e947f75d7cb1b5bdd50d2615c68b69117aef8c4d,1.0268157430592484,2.5298817198872765,4.400638898825351e-05,0.405875,0.405796875,0.405796875,0.405796875,0.594125,0.18078125,1.0,2.23606797749979,5.385164807134504,-12,1.3310254004955926,0.6321951177586341,0.4658660066296566,0.7188221729763896,0.7389841121269017,0.0009598228602520148,5800,1.2,0.55,0,8,0.0,LINEAGE-776b4058850ce000
BASE-L40-S2309-X,BASE-L40-S2309,BASELINE,40,30.0,2309,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCIENTIFIC_COMPLETION_BATCH_6,PASS,ea1f67d541c633896ab32a15f102c7d034daa8a1c0f0cd31c145fdbdab0b78f2,1.3918964481695033,3.498051232343054,5.965270492155015e-05,0.39790625,0.397671875,0.397671875,0.397671875,0.60209375,0.16784375,1.0,2.23606797749979,5.0,-5,1.3363774153526171,0.6313847093104349,0.4372414080507272,0.7953359125513288,0.732752874520552,0.001260265491383186,35200,4.3,0.55,0,8,0.0,LINEAGE-d067eb60639e34bd
