case_id,geometry_id,family,L,voxel_um,seed,relation,parent_id,direction,force,precision,purpose,status,geometry_sha256,K_gross_lu2,K_void_lu2,q_box_lu,phi_gross,phi_connected_x,phi_connected_y,phi_connected_z,solid_fraction,specific_interfacial_area_lu,pore_distance_q10,pore_distance_q50,pore_distance_q90,euler_characteristic,velocity_cv,flux_gini,top_10_flow_share,top_25_flow_share,normalized_flow_entropy,Mach,steps,wall_seconds,state_phis,state_amp,state_hlen,restriction_fraction
BASE-L32-S503-X,BASE-L32-S503,BASELINE,32,30,503,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,f15c9103ab505c658832b7461484fd6f037dcd9a7dd9e9bee848841d32ada439,1.2112850949051515,2.9022660127121966,5.191221835307793e-05,0.4173583984375,0.4173583984375,0.4173583984375,0.4173583984375,0.5826416015625,0.1607666015625,1.0,2.23606797749979,5.0990195135927845,1,1.1810064429182672,0.6069106524931167,0.40709202136635725,0.6751231376962595,0.7560755367602853,0.0009276529473082394,13000,1.3,0.55,0,8,0.0
BASE-L32-S601-X,BASE-L32-S601,BASELINE,32,30,601,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,19c7cd99f1673ba505c16135c415bfe826c5969ee6bd2dde30e64c1adfefe750,1.1483803215519377,3.132189643467113,4.9216299495083055e-05,0.36663818359375,0.3665771484375,0.3665771484375,0.3665771484375,0.63336181640625,0.16180419921875,1.0,2.23606797749979,4.47213595499958,-2,1.395444804397048,0.6703932111700477,0.476071117594238,0.7913018602940343,0.698140920114768,0.0009513261689008707,8400,1.1,0.55,0,8,0.0
BASE-L32-S701-X,BASE-L32-S701,BASELINE,32,30,701,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,89262aaa65fd8bb1beb2ab61c507d3cccfc26f412ad47adf23168c4d9431eac3,1.9545742018341443,4.407948206861751,8.376746579289191e-05,0.44342041015625,0.44342041015625,0.44342041015625,0.44342041015625,0.55657958984375,0.15350341796875,1.0,2.8284271247461903,6.0,0,1.5660281173894237,0.6983465427835414,0.5869104429708341,0.8158555888525801,0.6679354550539863,0.0015436627174010055,5400,0.9,0.55,0,8,0.0
BASE-L32-S809-X,BASE-L32-S809,BASELINE,32,30,809,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,a843207eff3a83389b0da0cc7e78a965ed580c29b01507eb4f34dac73de02da0,1.5101367576937912,3.733526578852433,6.472014675830535e-05,0.40447998046875,0.404388427734375,0.404388427734375,0.404388427734375,0.59552001953125,0.18341064453125,1.0,2.23606797749979,5.0990195135927845,-10,1.3352378058229208,0.6373811445688043,0.49291613431706255,0.7551701442425386,0.7363872197681217,0.0009243816853474366,7000,1.0,0.55,0,8,0.0
BASE-L40-S101-X,BASE-L40-S101,BASELINE,40,30,101,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,6be3b870f9991cfd2f7759553944b8fc6a7b9a83187558558ec98970aaedccac,0.8201423407052879,2.0908663880313267,3.514895745879806e-05,0.39225,0.39215625,0.39215625,0.39215625,0.60775,0.17453125,1.0,2.23606797749979,4.898979485566356,-8,0.8872444439562771,0.44470631817738937,0.3440659955676682,0.5688169333184004,0.875529327674337,0.0006292507843505415,4000,1.1,0.55,0,8,0.0
BASE-L40-S211-X,BASE-L40-S211,BASELINE,40,30,211,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,00ebf1abee9512445894480acf5438652b847791d98e272f51a52cf04b6cf96b,0.6234082587284342,1.487958848311322,2.6717496802647186e-05,0.41896875,0.418890625,0.418890625,0.418890625,0.58103125,0.1654375,1.0,2.449489742783178,5.385164807134504,-7,0.9357184583960273,0.4973641596502785,0.3416044494124775,0.592656405100093,0.8448651745095448,0.0007465411071639842,2600,1.0,0.55,0,8,0.0
BASE-L40-S307-X,BASE-L40-S307,BASELINE,40,30,307,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,07f33c34838031e5d682aec695d25a7a6d57e0ca1e2d46b128f5c66bf1822f29,2.6532356575802143,6.166954134197701,0.00011371009961058063,0.430234375,0.430109375,0.430109375,0.430109375,0.569765625,0.15815625,1.0,2.449489742783178,5.916079783099616,-4,1.4479323706400622,0.6512006705557938,0.5233249037166476,0.7436785987157789,0.7237028866357147,0.0017094421112985227,5000,1.2,0.55,0,8,0.0
BASE-L40-S401-X,BASE-L40-S401,BASELINE,40,30,401,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,72db2abeb685dd9380d3d3996070eda11df5fa4956688eaaab2362cf5f024174,3.0731911713542965,7.032474076325621,0.0001317081930580413,0.437,0.436953125,0.436953125,0.436953125,0.563,0.12596875,1.0,3.0,6.082762530298219,2,1.0507146272724652,0.554479125803868,0.3219459873595395,0.6048079975117647,0.7848191732899084,0.0014508556434315292,6600,1.4,0.55,0,8,0.0
BASE-L40-S503-X,BASE-L40-S503,BASELINE,40,30,503,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,aabc25d1d2487ecdcfb50c7c91e005c19b1dd0036f551767947afdc65490fb55,0.9626428042767753,2.3466572512269983,4.1256120183290375e-05,0.41021875,0.410109375,0.410109375,0.410109375,0.58978125,0.15240625,1.0,2.449489742783178,6.0,-2,0.9232673945267751,0.47696145436043735,0.358430585678187,0.5879333093286347,0.8628030735230529,0.0008087961550918944,1600,0.8,0.55,0,8,0.0
BASE-L40-S601-X,BASE-L40-S601,BASELINE,40,30,601,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,0cb40b71d69f59426569ee0f2f346d9e00273ed30ee6fdd41dc640489eaac4ec,2.5141864828555467,6.0274173997136264,0.00010775084926523773,0.417125,0.417078125,0.417078125,0.417078125,0.582875,0.149375,1.0,2.8284271247461903,6.082762530298219,0,1.4458821527507275,0.6495639076619285,0.4965865722306304,0.7135146172516559,0.7150721141680189,0.0017773015154229407,9200,1.6,0.55,0,8,0.0
BASE-L40-S701-X,BASE-L40-S701,BASELINE,40,30,701,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,82aa4557ba6e0f9cca8a11f57148d2888fa4592638c13bea4928e3918f3eae17,0.5590387451503158,1.4088234245400935,2.395880336358497e-05,0.3968125,0.39675,0.39675,0.39675,0.6031875,0.16721875,1.0,2.23606797749979,5.0,-2,1.1391966233020907,0.5390095363051834,0.40505874113224094,0.66303161804358,0.8192182794119894,0.0008116207905391102,21800,2.8,0.55,0,8,0.0
BASE-L40-S809-X,BASE-L40-S809,BASELINE,40,30,809,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,3b87f9ad30892debce6f609408b39f6b7fc5e94b1952e449dfb1b74aaf98e918,0.9223871292584113,2.188831155822704,3.953087696821763e-05,0.42140625,0.421234375,0.421234375,0.421234375,0.57859375,0.16221875,1.0,2.23606797749979,5.0,-2,0.9805584053847395,0.523610287722099,0.31834473308133304,0.599864478510487,0.8210045447344791,0.000832580781266357,4400,1.1,0.55,0,8,0.0
BASE-L56-S101-X,BASE-L56-S101,BASELINE,56,30,101,INDEPENDENT_REALIZATIONS,,X,1e-05,f32,SCORED,PASS,7ac323c261287810459d4c344e6a8b4d736d9e22820fb2d896074092e37a3755,2.032188587928425,4.659740054807326,8.709379662550395e-05,0.43611629919825073,0.4360821337463557,0.4360821337463557,0.4360821337463557,0.5638837008017493,0.14157024416909622,1.0,3.0,6.082762530298219,-6,0.7909983767913376,0.4176914572490141,0.3079154980883037,0.5209744168752507,0.8948731285023365,0.0014050225886425318,7200,4.2,0.55,0,8,0.0
