case_id,geometry_id,family,direction,phi_gross,phi_connected_x,phi_connected_y,phi_connected_z,specific_interfacial_area_lu,pore_distance_q10,pore_distance_q50,pore_distance_q90,euler_characteristic,velocity_cv,flux_gini,top_10_flow_share,top_25_flow_share,normalized_flow_entropy
BASE-L56-S1409-X,BASE-L56-S1409,BASELINE,X,0.44438433855685133,0.44428753644314867,0.44428753644314867,0.44428753644314867,0.16106732871720117,1.0,2.449489742783178,5.656854249492381,-23,0.5988162003587756,0.3177375941581265,0.274088298701984,0.450554475158325,0.9406216190026044
BASE-L56-S1511-X,BASE-L56-S1511,BASELINE,X,0.43575186771137026,0.43567784256559766,0.43567784256559766,0.43567784256559766,0.16840151239067055,1.0,2.449489742783178,5.196152422706632,-16,0.6108902572485301,0.32636552617175263,0.255405614427809,0.4493169041122215,0.9378297961891755
BASE-L56-S1601-X,BASE-L56-S1601,BASELINE,X,0.43220435495626824,0.43205630466472306,0.43205630466472306,0.43205630466472306,0.16085094752186588,1.0,2.449489742783178,5.385164807134504,-18,0.9460848238011405,0.47901479428631233,0.34883404200705337,0.5836956181718023,0.8618268802819015
BASE-L56-S1709-X,BASE-L56-S1709,BASELINE,X,0.4403414267492711,0.4402730958454811,0.4402730958454811,0.4402730958454811,0.15471255466472303,1.0,2.8284271247461903,5.830951894845301,-14,1.1661965711801492,0.5464419914929606,0.465875105506504,0.6548462433732466,0.8125478666225047
BASE-L56-S1801-X,BASE-L56-S1801,BASELINE,X,0.44504487062682213,0.444919597303207,0.444919597303207,0.444919597303207,0.16052068148688048,1.0,2.449489742783178,6.0,-13,0.9308939018102562,0.457504161104675,0.3587252043907565,0.5637849790670066,0.8709378375422274
BASE-L56-S1901-X,BASE-L56-S1901,BASELINE,X,0.44447544642857145,0.4443786443148688,0.4443786443148688,0.4443786443148688,0.15423423833819241,1.0,2.8284271247461903,5.744562646538029,-16,0.7603631896519943,0.3995963277635911,0.31366581320040526,0.5133937919457865,0.9066810129030592
BASE-L56-S2003-X,BASE-L56-S2003,BASELINE,X,0.44544916180758015,0.44530111151603496,0.44530111151603496,0.44530111151603496,0.14667228498542273,1.0,2.8284271247461903,6.082762530298219,-11,1.029894037739525,0.5310883390871348,0.3540517322511282,0.6279244537612505,0.8236947072999183
BASE-L56-S211-X,BASE-L56-S211,BASELINE,X,0.43910577623906705,0.43903744533527694,0.43903744533527694,0.43903744533527694,0.15230958454810495,1.0,2.8284271247461903,5.916079783099616,-20,1.2061797784434283,0.5647729936406807,0.4787104448355237,0.6607415489207703,0.7960389820784767
BASE-L56-S2111-X,BASE-L56-S2111,BASELINE,X,0.443763666180758,0.44371241800291544,0.44371241800291544,0.44371241800291544,0.1482894497084548,1.0,2.8284271247461903,5.830951894845301,-5,1.0409613080947577,0.5197354823705153,0.39130682631929375,0.6436568902744961,0.834985569495693
BASE-L56-S2203-X,BASE-L56-S2203,BASELINE,X,0.4448341836734694,0.44472029883381925,0.44472029883381925,0.44472029883381925,0.1558514030612245,1.0,2.8284271247461903,5.830951894845301,-9,1.2566642659174825,0.5573475600640971,0.507004080385383,0.6636025227141265,0.7969914391445014
BASE-L56-S2309-X,BASE-L56-S2309,BASELINE,X,0.4492984693877551,0.4492358327259475,0.4492358327259475,0.4492358327259475,0.1677409803206997,1.0,2.449489742783178,5.744562646538029,-16,0.9730678259667422,0.4636535715956466,0.3500757385588807,0.5449057942135288,0.8633008721678536
BASE-L56-S2411-X,BASE-L56-S2411,BASELINE,X,0.4365092018950437,0.43642378826530615,0.43642378826530615,0.43642378826530615,0.1589832361516035,1.0,2.449489742783178,5.744562646538029,-5,0.9006602995892264,0.40888638711485786,0.329651065120128,0.4980768499955719,0.8873361371957015
BASE-L56-S307-X,BASE-L56-S307,BASELINE,X,0.44535805393586003,0.4452612518221574,0.4452612518221574,0.4452612518221574,0.1584365889212828,1.0,2.8284271247461903,6.164414002968976,-12,1.2814925341427938,0.5941373618692445,0.45232827931769076,0.720622075758675,0.7754463215923841
BASE-L56-S401-X,BASE-L56-S401,BASELINE,X,0.4492244442419825,0.44917319606413997,0.44917319606413997,0.44917319606413997,0.1571155247813411,1.0,2.8284271247461903,6.4031242374328485,-11,1.1266381640746255,0.5754709639972833,0.4067312671444334,0.6510452267741711,0.788114220010175
BASE-L56-S503-X,BASE-L56-S503,BASELINE,X,0.4477211643586006,0.447658527696793,0.447658527696793,0.447658527696793,0.17066782069970846,1.0,2.23606797749979,5.0990195135927845,-12,0.6406682211117567,0.3345081423358385,0.2628157332798544,0.43894540387391906,0.9302526217293348
BASE-L56-S601-X,BASE-L56-S601,BASELINE,X,0.4486891854956268,0.4486094661078717,0.4486094661078717,0.4486094661078717,0.15922239431486881,1.0,2.8284271247461903,6.164414002968976,-9,1.0716587540953246,0.5449236260940733,0.39557695023991113,0.6309300163242999,0.815425840485728
BASE-L56-S701-X,BASE-L56-S701,BASELINE,X,0.4285030976676385,0.4284518494897959,0.4284518494897959,0.4284518494897959,0.16837873542274054,1.0,2.23606797749979,5.656854249492381,-11,1.075426215526959,0.5238086917288137,0.4256944899309378,0.6329433519158278,0.8316413508882965
BASE-L56-S809-X,BASE-L56-S809,BASELINE,X,0.43850218658892126,0.43833135932944606,0.43833135932944606,0.43833135932944606,0.14431486880466474,1.0,3.0,6.4031242374328485,-6,1.302805459967536,0.6016393948919818,0.49483181966793877,0.6790790250848112,0.7686887273043281
BASE-L56-S907-X,BASE-L56-S907,BASELINE,X,0.44732256741982507,0.44720868258017493,0.44720868258017493,0.44720868258017493,0.14958773688046648,1.0,3.0,6.708203932499369,-17,1.1976076957124784,0.5485674374711225,0.47440609608133877,0.6608923769679287,0.8085727148908527
BASE-L72-S1009-X,BASE-L72-S1009,BASELINE,X,0.4492830504115226,0.4492482210219479,0.4492482210219479,0.4492482210219479,0.1522312242798354,1.0,2.8284271247461903,6.082762530298219,-20,0.7467925392384737,0.3903991420749158,0.3085194737575532,0.5048412713704049,0.9089663842849888
BASE-L72-S101-X,BASE-L72-S101,BASELINE,X,0.4473888674554184,0.4472602666323731,0.4472602666323731,0.4472602666323731,0.14903763717421126,1.0,2.8284271247461903,6.4031242374328485,-29,0.7080587395057961,0.37551151545449135,0.28460276261560075,0.5051061040390685,0.9182663506241727
BASE-L72-S1103-X,BASE-L72-S1103,BASELINE,X,0.4496795696159122,0.4495911565500686,0.4495911565500686,0.4495911565500686,0.16431970164609053,1.0,2.449489742783178,5.477225575051661,-36,0.8429414421135468,0.3964990884331701,0.35597524583041773,0.52119378961694,0.9019948371375281
BASE-L72-S1201-X,BASE-L72-S1201,BASELINE,X,0.4475094307270233,0.4474558470507545,0.4474558470507545,0.4474558470507545,0.14602087620027435,1.0,3.0,6.48074069840786,-34,0.6515210796699343,0.3560396897808174,0.2722139941086308,0.4590668557140513,0.92387862102807
BASE-L72-S1301-X,BASE-L72-S1301,BASELINE,X,0.448723100994513,0.4486534422153635,0.4486534422153635,0.4486534422153635,0.1600490826474623,1.0,2.449489742783178,6.082762530298219,-30,0.7798595010476672,0.40804800007802755,0.3176356578565569,0.528483662389626,0.9035925370593774
BASE-L72-S1409-X,BASE-L72-S1409,BASELINE,X,0.4465234910836763,0.4464377572016461,0.4464377572016461,0.4464377572016461,0.159732938957476,1.0,2.449489742783178,5.656854249492381,-30,0.7553594031123237,0.37611766095285404,0.33236716876732963,0.5221353820693501,0.9140730834165047
BASE-L72-S1511-X,BASE-L72-S1511,BASELINE,X,0.4496500985939643,0.4495911565500686,0.4495911565500686,0.4495911565500686,0.15229552469135801,1.0,2.8284271247461903,5.916079783099616,-28,0.5383770849955587,0.2921083554621654,0.22915425255945382,0.43372923027396526,0.9511169859514197
BASE-L72-S1601-X,BASE-L72-S1601,BASELINE,X,0.44443104852537724,0.44433727709190673,0.44433727709190673,0.44433727709190673,0.15829153806584362,1.0,2.449489742783178,5.916079783099616,-28,0.9412896226745702,0.4739297064794117,0.36711610937331846,0.6009709910190177,0.8653962131694253
BASE-L72-S1709-X,BASE-L72-S1709,BASELINE,X,0.44347457990397804,0.44337277091906724,0.44337277091906724,0.44337277091906724,0.16805984224965706,1.0,2.449489742783178,5.385164807134504,-40,0.706026142246672,0.3629609990329411,0.2965205947516395,0.5002194626080438,0.9235353970347827
BASE-L72-S1801-X,BASE-L72-S1801,BASELINE,X,0.4490981867283951,0.4489722650891632,0.4489722650891632,0.4489722650891632,0.15556948731138545,1.0,2.8284271247461903,6.708203932499369,-31,1.3477210226091176,0.6051918053026677,0.4814666369189699,0.7652761020097512,0.7580560024441927
BASE-L72-S1901-X,BASE-L72-S1901,BASELINE,X,0.44936074674211246,0.4493044838820302,0.4493044838820302,0.4493044838820302,0.15373156721536352,1.0,2.8284271247461903,5.830951894845301,-20,0.5134967289014082,0.28231374597827724,0.21594240432481046,0.4149457587976528,0.953718795399337
BASE-L72-S2003-X,BASE-L72-S2003,BASELINE,X,0.4467726551783265,0.4467244298696845,0.4467244298696845,0.4467244298696845,0.15328146433470508,1.0,2.8284271247461903,6.0,-24,1.1013836231128855,0.51904010494362,0.42827633188772757,0.6391540216224643,0.8319634328619838
BASE-L72-S211-X,BASE-L72-S211,BASELINE,X,0.44622878086419754,0.4461189343278464,0.4461189343278464,0.4461189343278464,0.15608389060356653,1.0,2.449489742783178,5.916079783099616,-18,0.8297129453362969,0.4252199816533705,0.3264663401841781,0.5308708844210175,0.8906509168583405
BASE-L72-S2111-X,BASE-L72-S2111,BASELINE,X,0.4416822059327846,0.44161522633744854,0.44161522633744854,0.44161522633744854,0.15658221879286693,1.0,2.449489742783178,5.656854249492381,-24,0.7666958108458276,0.4096723865268679,0.29843319673110075,0.5061520313493494,0.8994174824304949
BASE-L72-S2203-X,BASE-L72-S2203,BASELINE,X,0.4460519547325103,0.44586173268175583,0.44586173268175583,0.44586173268175583,0.1563625257201646,1.0,2.449489742783178,5.656854249492381,-21,0.8596769361666452,0.4404860408068068,0.35098122364405826,0.5438297325664562,0.8822717963950802
BASE-L72-S2309-X,BASE-L72-S2309,BASELINE,X,0.4493178798010974,0.449194637345679,0.449194637345679,0.449194637345679,0.1595025291495199,1.0,2.8284271247461903,5.830951894845301,-30,0.5490455663395994,0.3009114544880054,0.23594544258782826,0.4406346642070626,0.9457679379019598
BASE-L72-S2411-X,BASE-L72-S2411,BASELINE,X,0.448843664266118,0.4487793638545953,0.4487793638545953,0.4487793638545953,0.15465320644718794,1.0,2.8284271247461903,5.830951894845301,-25,0.6814770081289142,0.36064901546100325,0.27254435244985276,0.46661348411912434,0.9228570674477576
BASE-L72-S307-X,BASE-L72-S307,BASELINE,X,0.44498831875857336,0.4448570387517147,0.4448570387517147,0.4448570387517147,0.15771283436213993,1.0,2.8284271247461903,5.830951894845301,-29,0.73250717653355,0.36783415814990195,0.325752634774507,0.5103634412766442,0.9167512679005655
BASE-L72-S401-X,BASE-L72-S401,BASELINE,X,0.44970636145404663,0.4496554569615912,0.4496554569615912,0.4496554569615912,0.14555469821673525,1.0,3.0,6.708203932499369,-29,1.0156581647377947,0.5141744042213191,0.35199745458588516,0.6295683391769393,0.8365804917159323
BASE-L72-S503-X,BASE-L72-S503,BASELINE,X,0.443171832133059,0.4431128900891632,0.4431128900891632,0.4431128900891632,0.1631355024005487,1.0,2.449489742783178,5.656854249492381,-32,0.6369557535449546,0.33209106304704217,0.2641198276467238,0.46389188987293406,0.9342360684079442
BASE-L72-S601-X,BASE-L72-S601,BASELINE,X,0.445711698388203,0.4456232853223594,0.4456232853223594,0.4456232853223594,0.15546231995884774,1.0,2.8284271247461903,6.164414002968976,-30,0.8189762906435089,0.41590323881000163,0.3308545983689175,0.5242143470736946,0.8962789809592677
BASE-L72-S701-X,BASE-L72-S701,BASELINE,X,0.4470486111111111,0.4469977066186557,0.4469977066186557,0.4469977066186557,0.15902563443072704,1.0,2.449489742783178,5.744562646538029,-22,0.7407484001154193,0.3425299495855739,0.32739536631307103,0.5199000871606304,0.9251258152132541
BASE-L72-S809-X,BASE-L72-S809,BASELINE,X,0.4418670696159122,0.44177061899862824,0.44177061899862824,0.44177061899862824,0.14394718792866942,1.0,3.0,7.14142842854285,-14,1.5724666132657266,0.6201815448244904,0.5810862753564892,0.7345865168430546,0.7349482744521373
BASE-L72-S907-X,BASE-L72-S907,BASELINE,X,0.4492830504115226,0.44920267489711935,0.44920267489711935,0.44920267489711935,0.1483571244855967,1.0,2.8284271247461903,6.4031242374328485,-28,0.9742793469173945,0.4418802597944091,0.3805010397021787,0.5614500417112621,0.8757081871604788
BASE-L96-S1009-X,BASE-L96-S1009,BASELINE,X,0.4486592610677083,0.4485982259114583,0.4485982259114583,0.4485982259114583,0.15557409215856483,1.0,2.8284271247461903,6.0,-58,0.6968299426159074,0.35560312320414056,0.31193900218221743,0.4821256447198322,0.9215436704731266
BASE-L96-S101-X,BASE-L96-S101,BASELINE,X,0.449615478515625,0.44950471100983797,0.44950471100983797,0.44950471100983797,0.1553955078125,1.0,2.8284271247461903,6.4031242374328485,-56,0.7789882797249049,0.4143793868967307,0.30314959409644493,0.5272964981553817,0.8989770153195745
BASE-L96-S1103-X,BASE-L96-S1103,BASELINE,X,0.44896217628761576,0.4488966200086806,0.4489000108506944,0.4488966200086806,0.15205213758680555,1.0,2.8284271247461903,6.082762530298219,-56,0.6619855453997997,0.3508070603156932,0.2756945441875569,0.4950484443415893,0.9297212150736707
BASE-L96-S1201-X,BASE-L96-S1201,BASELINE,X,0.4482467086226852,0.44818906430844907,0.44818906430844907,0.44818906430844907,0.1505443431712963,1.0,2.8284271247461903,6.4031242374328485,-67,0.4707938163562779,0.25119375923054443,0.19653869831720938,0.36762733272441217,0.9539448900973232
BASE-L96-S211-X,BASE-L96-S211,BASELINE,X,0.44929447880497686,0.4492255316840278,0.4492255316840278,0.4492255316840278,0.14942988642939814,1.0,2.8284271247461903,6.324555320336759,-57,0.4930095797968049,0.26705590657905887,0.23488025987358463,0.4133883668428058,0.9594311221577068
BASE-L96-S307-X,BASE-L96-S307,BASELINE,X,0.44568436234085645,0.4455498589409722,0.4455498589409722,0.4455498589409722,0.1549750434027778,1.0,2.8284271247461903,6.4031242374328485,-78,0.7158718739529618,0.34844363774499165,0.318417852980774,0.5019380016497015,0.9271103327071719
BASE-L96-S401-X,BASE-L96-S401,BASELINE,X,0.4464133933738426,0.4463512279369213,0.4463512279369213,0.4463512279369213,0.15063928674768517,1.0,2.8284271247461903,6.324555320336759,-46,0.7244783071644345,0.3714222896650133,0.2854264703871222,0.5067676981983981,0.9151798142704674
BASE-L96-S503-X,BASE-L96-S503,BASELINE,X,0.44908198603877314,0.4490028663917824,0.449005126953125,0.4490028663917824,0.1519187644675926,1.0,2.8284271247461903,6.4031242374328485,-60,0.8100621138493058,0.3897883522417812,0.35210190316544476,0.5513774294403319,0.9056188673568267
BASE-L96-S601-X,BASE-L96-S601,BASELINE,X,0.4484015570746528,0.44829757125289355,0.44829757125289355,0.44829757125289355,0.1577216254340278,1.0,2.8284271247461903,5.830951894845301,-78,0.606814861899509,0.3150070837723454,0.2762710183520213,0.47323732355575904,0.9416812143455363
BASE-L96-S701-X,BASE-L96-S701,BASELINE,X,0.4498584888599537,0.44977371780960645,0.44977371780960645,0.44977371780960645,0.15062120225694445,1.0,2.8284271247461903,6.164414002968976,-63,0.5052472879097714,0.2743283845694313,0.22990066765061176,0.43132447033270765,0.9568292322132889
BASE-L96-S809-X,BASE-L96-S809,BASELINE,X,0.4490458170572917,0.4489712185329861,0.4489712185329861,0.4489712185329861,0.15732602719907407,1.0,2.8284271247461903,6.164414002968976,-86,1.0324005805889294,0.45551953040537446,0.4320205899102032,0.6007642138232785,0.8656655834387318
BASE-L96-S907-X,BASE-L96-S907,BASELINE,X,0.4484931098090278,0.4483936451099537,0.4483936451099537,0.4483936451099537,0.15781430844907407,1.0,2.8284271247461903,6.0,-75,0.6012027027831387,0.3209457722537306,0.2548081018922741,0.4764488170837174,0.9411464843756875
DEP00-L40-S101-X,DEP00-L40-S101,THROAT_RESTRICTION,X,0.39225,0.39215625,0.39215625,0.39215625,0.17453125,1.0,2.23606797749979,4.898979485566356,-8,0.8872444439562771,0.44470631817738937,0.3440659955676682,0.5688169333184004,0.875529327674337
DEP00-L40-S211-X,DEP00-L40-S211,THROAT_RESTRICTION,X,0.41896875,0.418890625,0.418890625,0.418890625,0.1654375,1.0,2.449489742783178,5.385164807134504,-7,0.9357184583960273,0.4973641596502785,0.3416044494124775,0.592656405100093,0.8448651745095448
DEP00-L40-S307-X,DEP00-L40-S307,THROAT_RESTRICTION,X,0.430234375,0.430109375,0.430109375,0.430109375,0.15815625,1.0,2.449489742783178,5.916079783099616,-4,1.4479323706400622,0.6512006705557938,0.5233249037166476,0.7436785987157789,0.7237028866357147
DEP00-L40-S401-X,DEP00-L40-S401,THROAT_RESTRICTION,X,0.437,0.436953125,0.436953125,0.436953125,0.12596875,1.0,3.0,6.082762530298219,2,1.0507146272724652,0.554479125803868,0.3219459873595395,0.6048079975117647,0.7848191732899084
DEP00-L40-S503-X,DEP00-L40-S503,THROAT_RESTRICTION,X,0.41021875,0.410109375,0.410109375,0.410109375,0.15240625,1.0,2.449489742783178,6.0,-2,0.9232673945267751,0.47696145436043735,0.358430585678187,0.5879333093286347,0.8628030735230529
DEP00-L40-S601-X,DEP00-L40-S601,THROAT_RESTRICTION,X,0.417125,0.417078125,0.417078125,0.417078125,0.149375,1.0,2.8284271247461903,6.082762530298219,0,1.4458821527507275,0.6495639076619285,0.4965865722306304,0.7135146172516559,0.7150721141680189
DEP00-L40-S701-X,DEP00-L40-S701,THROAT_RESTRICTION,X,0.3968125,0.39675,0.39675,0.39675,0.16721875,1.0,2.23606797749979,5.0,-2,1.1391966233020907,0.5390095363051834,0.40505874113224094,0.66303161804358,0.8192182794119894
DEP00-L40-S809-X,DEP00-L40-S809,THROAT_RESTRICTION,X,0.42140625,0.421234375,0.421234375,0.421234375,0.16221875,1.0,2.23606797749979,5.0,-2,0.9805584053847395,0.523610287722099,0.31834473308133304,0.599864478510487,0.8210045447344791
DEP10-L40-S101-X,DEP10-L40-S101,THROAT_RESTRICTION,X,0.35303125,0.352109375,0.352109375,0.352109375,0.22653125,1.0,1.7320508075688772,4.242640687119285,-27,0.9774084769456496,0.4829293157540622,0.3687617529015671,0.5986629033367192,0.8538160443958609
DEP10-L40-S211-X,DEP10-L40-S211,THROAT_RESTRICTION,X,0.377078125,0.3758125,0.3758125,0.3758125,0.21271875,1.0,2.23606797749979,4.898979485566356,-41,0.9943243923843594,0.5223240757866984,0.3685878258650579,0.6057343577995771,0.8290560500613837
DEP10-L40-S307-X,DEP10-L40-S307,THROAT_RESTRICTION,X,0.387203125,0.38625,0.38625,0.38625,0.2025,1.0,2.23606797749979,5.385164807134504,-19,1.5796090021263582,0.6833110396230305,0.5596874666001643,0.7752925677289532,0.6881857460125063
DEP10-L40-S401-X,DEP10-L40-S401,THROAT_RESTRICTION,X,0.393296875,0.39284375,0.39284375,0.39284375,0.16134375,1.0,2.449489742783178,5.385164807134504,0,1.082640772256075,0.5673421792630785,0.3274611786689201,0.6141056139528419,0.7694776169454911
DEP10-L40-S503-X,DEP10-L40-S503,THROAT_RESTRICTION,X,0.369203125,0.36865625,0.36865625,0.36865625,0.197625,1.0,2.23606797749979,5.385164807134504,-40,0.970056411044145,0.4919784680859288,0.3790333805408749,0.6020105166156282,0.8519823702536886
DEP10-L40-S601-X,DEP10-L40-S601,THROAT_RESTRICTION,X,0.37540625,0.3741875,0.3741875,0.3741875,0.1919375,1.0,2.23606797749979,5.477225575051661,-32,1.5669486095937022,0.6775629006680975,0.5332356306636433,0.7428492475238027,0.6828574459006438
DEP10-L40-S701-X,DEP10-L40-S701,THROAT_RESTRICTION,X,0.357125,0.356390625,0.356390625,0.356390625,0.21778125,1.0,2.0,4.242640687119285,-28,1.311014194792834,0.5959272744321061,0.4506105271310832,0.7307817731301542,0.7715322903203057
DEP10-L40-S809-X,DEP10-L40-S809,THROAT_RESTRICTION,X,0.379265625,0.37859375,0.37859375,0.37859375,0.212125,1.0,2.0,4.47213595499958,-27,1.0276862354385932,0.5456986951738041,0.34403818862472474,0.6198994982690715,0.8058766343317507
DEP20-L40-S101-X,DEP20-L40-S101,THROAT_RESTRICTION,X,0.313796875,0.312609375,0.312609375,0.312609375,0.1975,1.0,2.0,4.242640687119285,-12,1.0334895716637693,0.5063231264309801,0.38577094089671726,0.621353469950075,0.8395763091794699
DEP20-L40-S307-X,DEP20-L40-S307,THROAT_RESTRICTION,X,0.3441875,0.344015625,0.344015625,0.344015625,0.15015625,1.0,2.23606797749979,5.385164807134504,0,1.6379684258787144,0.6971406351296192,0.5765689894418238,0.7898214869861147,0.6720044739919002
DEP20-L40-S401-X,DEP20-L40-S401,THROAT_RESTRICTION,X,0.34959375,0.3495625,0.3495625,0.3495625,0.1315,1.0,2.449489742783178,5.196152422706632,3,1.106940624876443,0.5767692848992556,0.337088182917071,0.616035414390111,0.7584061404971559
DEP20-L40-S503-X,DEP20-L40-S503,THROAT_RESTRICTION,X,0.328171875,0.328125,0.328125,0.328125,0.1478125,1.0,2.23606797749979,5.477225575051661,-3,0.9959609139786726,0.5023638494893803,0.3875251170478442,0.6139408430747484,0.8451995733164462
DEP20-L40-S601-X,DEP20-L40-S601,THROAT_RESTRICTION,X,0.333703125,0.33365625,0.33365625,0.33365625,0.13853125,1.0,2.449489742783178,5.477225575051661,0,1.6430098840253515,0.6940916483124173,0.5587652292020729,0.761954965447514,0.6634568393154413
DEP20-L40-S809-X,DEP20-L40-S809,THROAT_RESTRICTION,X,0.337125,0.33675,0.33675,0.33675,0.1678125,1.0,2.23606797749979,4.47213595499958,3,1.0499819514359685,0.5547418317679794,0.35153297727954835,0.6302393185808983,0.7985424746815108
DEP30-L40-S101-X,DEP30-L40-S101,THROAT_RESTRICTION,X,0.274578125,0.27409375,0.27409375,0.27409375,0.16815625,1.0,1.7320508075688772,4.123105625617661,-12,1.1046968368256134,0.5358696858786934,0.41097711489350996,0.6488808566018299,0.8204337609771858
DEP30-L40-S307-X,DEP30-L40-S307,THROAT_RESTRICTION,X,0.301171875,0.30109375,0.30109375,0.30109375,0.1385625,1.0,2.23606797749979,5.196152422706632,-5,1.7262832958807584,0.7207066576723985,0.6033977176433963,0.8143887159982848,0.6429437885690901
DEP30-L40-S401-X,DEP30-L40-S401,THROAT_RESTRICTION,X,0.30590625,0.305890625,0.305890625,0.305890625,0.12909375,1.0,2.23606797749979,5.0,1,1.1249121849158117,0.5816761872477403,0.33866915083844423,0.6159291651749531,0.7486662562312564
DEP30-L40-S503-X,DEP30-L40-S503,THROAT_RESTRICTION,X,0.28715625,0.28703125,0.28703125,0.28703125,0.14275,1.0,2.23606797749979,5.385164807134504,-1,1.0353413962691562,0.5195767575186407,0.39647858477019315,0.632997344165017,0.8343877077493439
DEP30-L40-S601-X,DEP30-L40-S601,THROAT_RESTRICTION,X,0.291984375,0.291921875,0.291859375,0.291859375,0.125875,1.0,2.23606797749979,5.196152422706632,2,1.7766665448049572,0.7217814993228896,0.6043231624578739,0.7927593190048376,0.6287152042307149
DEP30-L40-S809-X,DEP30-L40-S809,THROAT_RESTRICTION,X,0.294984375,0.29459375,0.29459375,0.29459375,0.15934375,1.0,2.0,4.242640687119285,-7,1.085184638902916,0.5685304198557168,0.3655020696877422,0.6459747600252093,0.7872577974825369
DEP40-L40-S101-X,DEP40-L40-S101,THROAT_RESTRICTION,X,0.23534375,0.235171875,0.235171875,0.235171875,0.14359375,1.0,1.7320508075688772,4.123105625617661,-1,1.1785057625746238,0.5671856879290238,0.4342925974331565,0.6813001865768141,0.7979812517085162
DEP40-L40-S307-X,DEP40-L40-S307,THROAT_RESTRICTION,X,0.258140625,0.25790625,0.25790625,0.25790625,0.13415625,1.0,2.23606797749979,5.0,-2,1.8545745271314766,0.7454254534318042,0.6332330001225284,0.8388503412837052,0.6074757730808268
DEP40-L40-S401-X,DEP40-L40-S401,THROAT_RESTRICTION,X,0.262203125,0.262203125,0.262203125,0.262203125,0.11796875,1.0,2.23606797749979,4.47213595499958,4,1.144921411737304,0.5872431698522873,0.3475897480005171,0.6151149388823434,0.7382999018210535
DEP40-L40-S503-X,DEP40-L40-S503,THROAT_RESTRICTION,X,0.246125,0.24603125,0.24603125,0.24603125,0.1381875,1.0,2.23606797749979,5.0990195135927845,-9,1.0484795087690895,0.5259142245080118,0.4029952232549934,0.6432613851389183,0.829874631239579
DEP40-L40-S601-X,DEP40-L40-S601,THROAT_RESTRICTION,X,0.25028125,0.25009375,0.25009375,0.25009375,0.12534375,1.0,2.23606797749979,4.898979485566356,5,1.9217770377756913,0.7475979757061373,0.6471631924015946,0.8223484800237829,0.5926050648976345
DEP40-L40-S809-X,DEP40-L40-S809,THROAT_RESTRICTION,X,0.25284375,0.2525625,0.2525625,0.2525625,0.15825,1.0,1.7320508075688772,4.123105625617661,-6,1.120473418324866,0.5827440797261669,0.3804780393859274,0.6576273288455592,0.774462040329998
DIR-BASE-L40-S101-X,DIR-BASE-L40-S101,DIRECTIONAL,X,0.39225,0.39215625,0.39215625,0.39215625,0.17453125,1.0,2.23606797749979,4.898979485566356,-8,0.8872444439562771,0.44470631817738937,0.3440659955676682,0.5688169333184004,0.875529327674337
DIR-BASE-L40-S101-Y,DIR-BASE-L40-S101,DIRECTIONAL,Y,0.39225,0.39215625,0.39215625,0.39215625,0.17453125,1.0,2.23606797749979,4.898979485566356,-8,0.7268483628869075,0.3952116474754501,0.28211390844183704,0.49316408010261636,0.9062741105690001
DIR-BASE-L40-S101-Z,DIR-BASE-L40-S101,DIRECTIONAL,Z,0.39225,0.39215625,0.39215625,0.39215625,0.17453125,1.0,2.23606797749979,4.898979485566356,-8,0.9676746715518637,0.46654864117893735,0.3704692467402575,0.5572734373731796,0.8618674957030176
DIR-BASE-L40-S211-X,DIR-BASE-L40-S211,DIRECTIONAL,X,0.41896875,0.418890625,0.418890625,0.418890625,0.1654375,1.0,2.449489742783178,5.385164807134504,-7,0.9357184583960273,0.4973641596502785,0.3416044494124775,0.592656405100093,0.8448651745095448
DIR-BASE-L40-S211-Y,DIR-BASE-L40-S211,DIRECTIONAL,Y,0.41896875,0.418890625,0.418890625,0.418890625,0.1654375,1.0,2.449489742783178,5.385164807134504,-7,1.199207588938765,0.6038393353735007,0.4268416727310223,0.6882606437022419,0.7662245843150455
DIR-BASE-L40-S211-Z,DIR-BASE-L40-S211,DIRECTIONAL,Z,0.41896875,0.418890625,0.418890625,0.418890625,0.1654375,1.0,2.449489742783178,5.385164807134504,-7,1.364114409223567,0.6055979408434334,0.5129508041910587,0.7035820722546353,0.7588675137840406
DIR-BASE-L40-S307-X,DIR-BASE-L40-S307,DIRECTIONAL,X,0.430234375,0.430109375,0.430109375,0.430109375,0.15815625,1.0,2.449489742783178,5.916079783099616,-4,1.4479323706400622,0.6512006705557938,0.5233249037166476,0.7436785987157789,0.7237028866357147
DIR-BASE-L40-S307-Y,DIR-BASE-L40-S307,DIRECTIONAL,Y,0.430234375,0.430109375,0.430109375,0.430109375,0.15815625,1.0,2.449489742783178,5.916079783099616,-4,1.375149505216749,0.60135046185085,0.5220107676822208,0.6929498299840142,0.7603854229113705
DIR-BASE-L40-S307-Z,DIR-BASE-L40-S307,DIRECTIONAL,Z,0.430234375,0.430109375,0.430109375,0.430109375,0.15815625,1.0,2.449489742783178,5.916079783099616,-4,1.4375077268150058,0.6412659314881485,0.4982593380668063,0.7463704991399827,0.7295064719886019
DIR-BASE-L40-S401-X,DIR-BASE-L40-S401,DIRECTIONAL,X,0.437,0.436953125,0.436953125,0.436953125,0.12596875,1.0,3.0,6.082762530298219,2,1.0507146272724652,0.554479125803868,0.3219459873595395,0.6048079975117647,0.7848191732899084
