parent_case_id,n_pass,linear_a,quadratic_b,R2,max_Mach,deletion_b_min,deletion_b_max,deletion_stable_25pct,disposition
BASE-L40-S211-X,5,0.3739288160891499,0.500040948999322,0.9999999607880812,0.0059868394805280235,-0.41418127031602675,0.7399045274461113,False,INERTIAL_CURVATURE_NOT_RESOLVED_WITHIN_QUALIFIED_FORCE_RANGE
BASE-L40-S307-X,5,0.08783457281862,0.03329897284249661,0.9999999537353116,0.01368193927641952,-0.08209333563539914,0.05040365987451588,False,INERTIAL_CURVATURE_NOT_RESOLVED_WITHIN_QUALIFIED_FORCE_RANGE
BASE-L40-S809-X,5,0.25268171364788167,0.19848832821109647,0.9999999606136246,0.006669954228966162,-0.6231759083458492,0.32893590947148804,False,INERTIAL_CURVATURE_NOT_RESOLVED_WITHIN_QUALIFIED_FORCE_RANGE
DEP40-L40-S101-X,4,1.2744899062939237,5.877753817872519,0.9999999682531772,0.0025607295869989736,3.0891130451849524,10.608424296174439,False,INERTIAL_CURVATURE_NOT_RESOLVED_WITHIN_QUALIFIED_FORCE_RANGE
H2-C8-L40-S101-X,5,0.2058725779116612,0.14071955432982683,0.9999999564746754,0.00524919153396229,-0.548088171115981,0.23369099143658403,False,INERTIAL_CURVATURE_NOT_RESOLVED_WITHIN_QUALIFIED_FORCE_RANGE
